time (s)	det(V)
7595.034140	0.577050	
7595.035733	0.561053	
7595.037392	0.551631	
7595.038996	0.537032	
7595.040625	0.539079	
7595.042252	0.523904	
7595.043873	0.524073	
7595.045527	0.498868	
7595.047137	0.500713	
7595.048785	0.486694	
7595.050375	0.480733	
7595.052070	0.462219	
7595.053640	0.453727	
7595.055344	0.438419	
7595.056902	0.430375	
7595.058598	0.400859	
7595.060148	0.411055	
7595.061856	0.383831	
7595.063411	0.377245	
7595.065145	0.351230	
7595.066630	0.349562	
7595.068284	0.329373	
7595.069760	0.320393	
7595.071378	0.310125	
7595.072886	0.293089	
7595.074446	0.291555	
7595.076002	0.250393	
7595.077611	0.248423	
7595.079194	0.234562	
7595.080765	0.214565	
7595.082378	0.207560	
7595.083924	0.199177	
7595.085556	0.178750	
7595.087154	0.183104	
7595.088813	0.144811	
7595.090401	0.135067	
7595.092074	0.133854	
7595.093656	0.112262	
7595.095358	0.077590	
7595.096922	0.081047	
7595.098634	0.059197	
7595.100183	0.042528	
7595.101875	0.024993	
7595.103424	0.005185	
7595.105121	-0.005816	
7595.106631	-0.018090	
7595.108393	-0.049999	
7595.109872	-0.058099	
7595.111643	-0.066587	
7595.113122	-0.087180	
7595.114899	-0.093468	
7595.116372	-0.110536	
7595.118126	-0.109489	
7595.119617	-0.131995	
7595.121358	-0.128503	
7595.122871	-0.161168	
7595.124603	-0.166272	
7595.126127	-0.190559	
7595.127828	-0.183852	
7595.129371	-0.214422	
7595.131055	-0.210148	
7595.132604	-0.225746	
7595.134273	-0.220453	
7595.135828	-0.247922	
7595.137491	-0.251439	
7595.139124	-0.282711	
7595.140614	-0.295593	
7595.142257	-0.310885	
7595.143752	-0.297261	
7595.145389	-0.312242	
7595.146875	-0.315843	
7595.148514	-0.341282	
7595.150000	-0.358350	
7595.151715	-0.371720	
7595.153205	-0.353746	
7595.154920	-0.368115	
7595.156404	-0.384023	
7595.158193	-0.377171	
7595.159671	-0.404668	
7595.161424	-0.420938	
7595.162918	-0.439710	
7595.164659	-0.425196	
7595.166180	-0.439569	
7595.167919	-0.453451	
7595.169434	-0.472622	
7595.171167	-0.487643	
7595.172697	-0.482346	
7595.174398	-0.488296	
7595.175944	-0.513171	
7595.177627	-0.513473	
7595.179191	-0.553684	
7595.180840	-0.533715	
7595.182434	-0.556338	
7595.184094	-0.556882	
7595.185678	-0.574039	
7595.187322	-0.581358	
7595.188934	-0.596460	
7595.190540	-0.596622	
7595.192206	-0.611200	
7595.193791	-0.610890	
7595.195468	-0.634721	
7595.197074	-0.636482	
7595.198727	-0.674513	
7595.200303	-0.647652	
7595.201997	-0.689390	
7595.203563	-0.681414	
7595.205242	-0.684072	
7595.206790	-0.676169	
7595.208510	-0.694904	
7595.209985	-0.694062	
7595.211618	-0.699694	
7595.213103	-0.711690	
7595.214698	-0.711570	
7595.216229	-0.719586	
7595.217788	-0.720609	
7595.219347	-0.725487	
7595.220945	-0.718921	
7595.222525	-0.726877	
7595.224106	-0.715981	
7595.225727	-0.755265	
7595.227294	-0.744864	
7595.228921	-0.717197	
7595.230546	-0.713987	
7595.232206	-0.707956	
7595.233808	-0.699428	
7595.235491	-0.693970	
7595.237060	-0.700520	
7595.238741	-0.742938	
7595.240320	-0.700717	
7595.242001	-0.707082	
7595.243570	-0.677055	
7595.245261	-0.693978	
7595.246823	-0.656245	
7595.248530	-0.671431	
7595.250068	-0.645227	
7595.251778	-0.653562	
7595.253277	-0.639108	
7595.255023	-0.643439	
7595.256500	-0.623422	
7595.258280	-0.631660	
7595.259769	-0.618693	
7595.261556	-0.607804	
7595.263032	-0.614596	
7595.264808	-0.574393	
7595.266289	-0.581415	
7595.268037	-0.554252	
7595.269540	-0.556769	
7595.271279	-0.546968	
7595.272800	-0.559468	
7595.274520	-0.530364	
7595.276061	-0.539556	
7595.277781	-0.496707	
7595.279326	-0.515185	
7595.281022	-0.480848	
7595.282599	-0.500820	
7595.284095	-0.472283	
7595.285749	-0.484328	
7595.287244	-0.476239	
7595.288908	-0.472432	
7595.290384	-0.461407	
7595.292075	-0.453523	
7595.293549	-0.434167	
7595.295280	-0.420286	
7595.296757	-0.420914	
7595.298475	-0.411830	
7595.299957	-0.416129	
7595.301675	-0.397643	
7595.303162	-0.388007	
7595.304938	-0.387987	
7595.306417	-0.380711	
7595.308191	-0.382037	
7595.309663	-0.396889	
7595.311428	-0.356546	
7595.312921	-0.358657	
7595.314647	-0.355595	
7595.316157	-0.339425	
7595.317897	-0.330305	
7595.319425	-0.342426	
7595.321128	-0.327852	
7595.322664	-0.321697	
7595.324367	-0.315159	
7595.325918	-0.324150	
7595.327617	-0.302216	
7595.329191	-0.313463	
7595.330866	-0.303328	
7595.332457	-0.317181	
7595.334115	-0.291911	
7595.335698	-0.267036	
7595.337338	-0.283198	
7595.338932	-0.283653	
7595.340556	-0.270319	
7595.342203	-0.284459	
7595.343783	-0.267576	
7595.345461	-0.252506	
7595.347046	-0.243962	
7595.348713	-0.237416	
7595.350297	-0.235454	
7595.351985	-0.242738	
7595.353558	-0.236308	
7595.355247	-0.231974	
7595.356717	-0.215196	
7595.358366	-0.205818	
7595.359852	-0.211220	
7595.361491	-0.209443	
7595.362980	-0.208054	
7595.364579	-0.200319	
7595.366101	-0.165962	
7595.367742	-0.191522	
7595.369300	-0.171940	
7595.370906	-0.160652	
7595.372490	-0.165519	
7595.374067	-0.152229	
7595.375678	-0.139689	
7595.377289	-0.145454	
7595.378912	-0.138718	
7595.380544	-0.121542	
7595.382193	-0.154658	
7595.383785	-0.126279	
7595.385455	-0.136120	
7595.387036	-0.104183	
7595.388725	-0.132708	
7595.390306	-0.102874	
7595.391998	-0.126831	
7595.393575	-0.101070	
7595.395259	-0.096868	
7595.396808	-0.064356	
7595.398507	-0.074366	
7595.400051	-0.055630	
7595.401772	-0.076376	
7595.403276	-0.065834	
7595.405035	-0.057282	
7595.406511	-0.055094	
7595.408298	-0.047489	
7595.409781	-0.049656	
