time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
7594.046993	208.124252	0.919282	-0.019956	39
7596.134620	206.674454	0.864224	-0.021532	41
7598.226794	205.830780	0.842128	-0.042774	43
7600.329010	208.205917	0.768257	-0.028567	45
7602.420061	207.625290	0.735019	-0.031538	47
7604.513881	206.967957	0.681792	-0.028984	49
7606.615798	205.985199	0.640660	-0.028066	51
7608.692097	208.617340	0.606828	-0.018380	53
7610.802395	204.793350	0.558339	-0.026316	55
7612.884367	207.687943	0.507244	-0.033931	57
7614.975030	209.567505	0.493077	-0.013872	59
7617.077261	208.306030	0.472364	-0.000481	61
7619.180122	205.297241	0.433863	-0.006182	63
7621.288484	203.481537	0.376992	-0.027392	65
7623.351633	208.799561	0.350392	-0.018359	67
7625.479051	114.513634	0.007030	-0.100000	69
