time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4068.804485	80.800110	1.542669	0.100000	135
4070.886792	82.397224	1.521997	0.100000	137
4072.970417	82.563110	1.495722	0.100000	139
4075.056125	83.634872	1.478911	0.084652	141
4077.144756	83.040176	1.456973	0.083004	143
4079.233526	81.910515	1.438227	0.081404	145
4081.321631	77.565804	1.377537	0.100000	147
4083.409034	75.122528	1.384014	0.100000	149
4085.492482	92.712425	1.255474	0.100000	151
4087.576672	81.411812	1.369168	0.100000	153
4089.660851	82.676781	1.353317	0.078054	155
4091.745080	88.829140	1.222055	0.100000	157
4093.830864	94.841621	1.174138	0.100000	159
4095.916235	82.884651	1.288968	0.075049	161
4098.003872	80.958420	1.212642	0.100000	163
4100.090516	82.894287	1.256318	0.073256	165
4102.177585	82.767036	1.237262	0.072076	167
4104.262713	82.828308	1.218135	0.070885	169
4106.345349	82.944473	1.200976	0.069937	171
4108.426259	83.155930	1.182724	0.069033	173
4110.508230	83.256645	1.162287	0.067805	175
4112.590794	73.642433	1.138805	0.100000	177
4114.675079	77.220909	1.099039	0.100000	179
4116.762626	75.946777	1.056838	0.100000	181
4118.852221	83.308784	1.079845	0.064230	183
4120.940870	83.381157	1.067083	0.062659	185
4123.029676	83.206436	1.053067	0.060855	187
4125.115529	263.010315	-1.038605	-0.059596	189
4127.200529	260.199585	-0.912362	-0.100000	191
4129.286039	262.807861	-1.003836	-0.057745	193
4131.370785	261.975830	-0.984258	-0.100000	195
4133.455177	262.765137	-0.970889	-0.055759	197
4135.542053	262.666504	-0.955210	-0.054630	199
4137.627433	262.563324	-0.941030	-0.053503	201
4139.712610	261.409454	-0.922412	-0.100000	203
4141.796705	262.685272	-0.912629	-0.051623	205
4143.880265	262.984375	-0.898939	-0.051319	207
4145.961910	262.141693	-0.877974	-0.100000	209
4148.043314	263.820465	-0.863496	-0.050545	211
4150.123704	264.171936	-0.844881	-0.050216	213
4152.205383	264.489044	-0.828058	-0.049670	215
4154.290181	264.594696	-0.812820	-0.048416	217
4156.377601	264.455322	-0.796385	-0.046966	219
4158.468374	264.040192	-0.781754	-0.045170	221
4160.557254	263.512146	-0.768688	-0.043801	223
4162.646764	263.071411	-0.758227	-0.042626	225
4164.735201	262.823181	-0.749348	-0.041665	227
4166.822370	262.845184	-0.737610	-0.040911	229
4168.907467	263.039612	-0.723974	-0.040096	231
4170.993915	263.222717	-0.711364	-0.038996	233
