crossing time (s)	slope (V/s)	crossing number
4067.769518	25.906733	2694
4068.797355	23.590049	2695
4069.854985	25.259013	2696
4070.892260	25.100993	2697
4071.947705	24.372018	2698
4072.969685	23.840043	2699
4074.031085	24.370305	2700
4075.061165	23.560018	2701
4076.115561	22.559884	2702
4077.135562	23.605274	2703
4078.190861	22.729759	2704
4079.221111	22.006901	2705
4080.275364	22.187866	2706
4081.319716	21.996473	2707
4082.361846	20.803929	2708
4083.415687	20.895917	2709
4084.450167	21.598748	2710
4085.489840	20.589175	2711
4086.531201	20.001974	2712
4087.579667	20.211655	2713
4088.619731	19.431791	2714
4089.654449	19.442377	2715
4090.713267	19.938925	2716
4091.747247	18.893964	2717
4092.805596	18.906849	2718
4093.828735	18.329648	2719
4094.877099	18.142411	2720
4095.904441	18.012480	2721
4096.961250	18.084039	2722
4098.003747	16.739985	2723
4099.060451	17.846209	2724
4100.093520	17.268994	2725
4101.125670	16.939060	2726
4102.186166	16.536575	2727
4103.218406	16.441688	2728
4104.267676	16.249490	2729
4105.306453	15.198360	2730
4106.337225	15.883200	2731
4107.387102	14.935723	2732
4108.415556	15.360202	2733
4109.480559	14.753832	2734
4110.514502	15.178947	2735
4111.574536	14.607951	2736
4112.598984	14.504202	2737
4113.659493	14.186471	2738
4114.673034	13.567538	2739
4115.748154	13.483876	2740
4116.762106	13.217569	2741
4117.829724	13.137236	2742
4118.853539	12.634868	2743
4119.903767	13.016379	2744
4120.937772	12.720446	2745
4121.988535	12.303846	2746
4123.030710	12.223494	2747
4124.069462	12.226276	2748
4125.112351	11.854575	2749
4126.142216	11.682913	2750
4127.193119	11.497843	2751
4128.244593	10.861325	2752
4129.287652	11.112540	2753
4130.321526	10.929550	2754
4131.375194	10.588131	2755
4132.418817	10.631322	2756
4133.450757	10.205026	2757
4134.496783	9.603054	2758
4135.548445	10.057350	2759
4136.582858	9.992575	2760
4137.630244	9.819313	2761
4138.665675	9.158976	2762
4139.710430	9.273747	2763
4140.750761	9.208135	2764
4141.790503	8.696568	2765
4142.842723	9.039783	2766
4143.877598	9.039540	2767
4144.926816	8.472673	2768
4145.958234	8.148316	2769
4147.017775	8.075739	2770
4148.053202	7.630508	2771
4149.109927	8.247864	2772
4150.129452	8.178682	2773
4151.204870	7.038798	2774
4152.209180	7.612497	2775
4153.297280	7.799471	2776
4154.287834	7.297601	2777
4155.366775	7.086585	2778
4156.375355	7.469182	2779
4157.452903	6.972620	2780
4158.472717	6.947916	2781
4159.531698	6.758835	2782
4160.554933	6.559095	2783
4161.609435	6.098552	2784
4162.643915	6.404087	2785
4163.698002	6.294602	2786
4164.738705	6.189237	2787
4165.768597	6.041747	2788
4166.832741	5.587621	2789
4167.853408	5.605152	2790
4168.909187	5.806612	2791
4169.953714	5.259388	2792
4171.005465	5.340948	2793
4172.045894	5.353119	2794
4173.084921	5.591076	2795
