time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
6979.274939	29.803942	1.387365	0.068417	25
6981.371483	27.663708	1.358376	0.072138	27
6983.461080	28.269850	1.334525	0.073280	29
6985.550421	28.677210	1.299929	0.073191	31
6987.641468	29.011452	1.264252	0.074728	33
6989.731050	29.237196	1.248421	0.072523	35
6991.813696	27.991938	1.211147	0.073158	37
6993.913802	29.610001	1.172664	0.078292	39
6995.995073	28.152388	1.161508	0.069721	41
6998.092810	29.697994	1.111717	0.079597	43
7000.175608	28.378546	1.104555	0.069497	45
7002.270881	29.198065	1.053767	0.079152	47
7004.361765	29.443264	1.048320	0.071807	49
7006.445080	28.748655	1.015845	0.074194	51
7008.534422	28.994331	0.984256	0.074666	53
7010.628352	29.222778	0.962699	0.074079	55
7012.716756	29.577379	0.943726	0.074978	57
7014.803657	30.002413	0.917599	0.075775	59
7016.897876	29.412025	0.882470	0.072820	61
7018.996334	28.006096	0.870508	0.074402	63
7021.078000	30.201200	0.853450	0.077703	65
7023.168828	29.513754	0.811471	0.070079	67
7025.266427	28.127256	0.808000	0.075974	69
7027.344262	30.425550	0.786534	0.075831	71
7029.440987	29.874447	0.754629	0.072504	73
7031.536791	28.663908	0.740053	0.073595	75
7033.629973	28.798071	0.723580	0.073441	77
7035.719694	28.987886	0.705445	0.072529	79
7037.809809	29.158228	0.685291	0.072660	81
7039.899589	29.608139	0.669769	0.071660	83
7041.978309	29.558891	0.654050	0.069557	85
7044.064513	29.132193	0.626446	0.069439	87
7046.168338	29.794762	0.605069	0.070584	89
