crossing time (s)	slope (V/s)	crossing number
6978.235034	-18.543167	6680
6979.272483	-18.637813	6681
6980.317515	-18.752397	6682
6981.370194	-16.706808	6683
6982.395167	-16.363844	6684
6983.468861	-16.769400	6685
6984.493657	-16.491483	6686
6985.545981	-16.187156	6687
6986.589141	-15.771283	6688
6987.654008	-15.503036	6689
6988.670620	-14.400004	6690
6989.737414	-15.706641	6691
6990.770872	-14.581485	6692
6991.828459	-13.805640	6693
6992.860274	-14.544714	6694
6993.903850	-12.890956	6695
6994.958142	-12.569209	6696
6996.006234	-12.602981	6697
6997.028110	-12.305812	6698
6998.096577	-12.923087	6699
6999.115798	-11.078411	6700
7000.182337	-11.569050	6701
7001.216749	-11.147464	6702
7002.271683	-10.358014	6703
7003.303421	-10.172686	6704
7004.363987	-10.057708	6705
7005.395097	-9.230636	6706
7006.444331	-9.323875	6707
7007.491903	-9.457566	6708
7008.545283	-8.887569	6709
7009.570855	-9.172441	6710
7010.614791	-9.870706	6711
7011.658528	-8.629622	6712
7012.715789	-8.342705	6713
7013.753605	-8.331020	6714
7014.816866	-8.620918	6715
7015.865981	-7.436055	6716
7016.902913	-7.203729	6717
7017.916339	-7.046690	6718
7018.993343	-7.289634	6719
7020.023909	-7.454815	6720
7021.059322	-6.652471	6721
7022.111625	-6.543253	6722
7023.173071	-7.058459	6723
7024.197584	-6.529183	6724
7025.262015	-6.514991	6725
7026.292520	-6.139623	6726
7027.350090	-5.885701	6727
7028.391447	-5.181242	6728
7029.423710	-4.553844	6729
7030.465299	-5.514285	6730
7031.538666	-4.351792	6731
7032.551197	-4.172857	6732
7033.620152	-4.339035	6733
7034.632074	-4.403822	6734
7035.707239	-4.489949	6735
7036.746635	-5.253627	6736
7037.804307	-4.628814	6737
7038.829820	-3.665597	6738
7039.899735	-4.265426	6739
7040.918523	-3.945628	6740
7041.988453	-3.598602	6741
7043.022280	-4.224718	6742
7044.067191	-4.435103	6743
7045.103874	-3.457846	6744
7046.161541	-4.108710	6745
