time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4244.509888	200.293243	1.174291	0.002789	17
4246.594493	200.465485	1.152125	-0.000624	19
4248.688473	198.931870	1.147081	0.000052	21
4250.768464	200.314606	1.149302	0.005898	23
4252.854580	200.366043	1.116494	-0.001988	25
4254.946457	199.045593	1.116530	0.003127	27
4257.024548	200.707748	1.106654	0.004411	29
4259.111638	200.251358	1.083591	0.000417	31
4261.203425	199.455566	1.076984	0.002134	33
4263.290900	199.665588	1.072303	0.003360	35
4265.373336	199.894791	1.058712	0.002843	37
4267.461435	199.991180	1.045557	0.003353	39
4269.547325	200.110748	1.034337	0.003842	41
4271.634521	200.368408	1.026762	0.003987	43
4273.720979	200.355957	1.022738	0.003004	45
4275.799549	199.530701	1.017996	0.002144	47
4277.884576	199.388000	0.992377	0.004753	49
4279.978025	200.422607	0.978557	0.006065	51
4282.064527	200.533905	0.976259	0.003694	53
4284.143867	199.727554	0.965078	0.003441	55
4286.228699	199.479263	0.949728	0.004708	57
4288.313892	199.735321	0.939309	0.005302	59
4290.402093	199.877960	0.928119	0.005211	61
4292.487518	199.968781	0.919602	0.005392	63
4294.572280	200.080124	0.910387	0.005927	65
4296.657798	200.357330	0.900327	0.006232	67
4298.745899	200.335617	0.888239	0.005384	69
4300.836611	199.812912	0.878382	0.004558	71
4302.923041	199.305069	0.875280	0.005420	73
4305.008112	199.681030	0.869607	0.006934	75
4307.089639	200.319839	0.859317	0.007306	77
4309.172247	200.402679	0.842858	0.006410	79
4311.259172	200.147827	0.834990	0.006024	81
4313.347719	199.988022	0.824809	0.006358	83
4315.435783	199.950150	0.815133	0.006540	85
4317.520011	199.922241	0.809597	0.006572	87
4319.604487	199.720032	0.799263	0.006840	89
4321.686572	199.569626	0.788493	0.006643	91
4323.776382	199.543762	0.778429	0.007452	93
