crossing time (s)	slope (V/s)	crossing number
4244.507559	-11.833883	5137
4245.551623	-11.245781	5138
4246.593239	-11.194356	5139
4247.639707	-11.534242	5140
4248.671306	-10.715948	5141
4249.731660	-10.696242	5142
4250.768750	-11.177688	5143
4251.816680	-9.810451	5144
4252.847662	-10.141328	5145
4253.901446	-10.758612	5146
4254.941790	-9.852645	5147
4255.973296	-9.711306	5148
4257.023010	-10.323697	5149
4258.062851	-10.213019	5150
4259.118086	-10.518995	5151
4260.147139	-9.342563	5152
4261.204616	-9.151097	5153
4262.231473	-9.456751	5154
4263.280806	-9.432522	5155
4264.328800	-9.215892	5156
4265.371219	-8.681139	5157
4266.414697	-9.323028	5158
4267.443960	-9.161736	5159
4268.495965	-8.678280	5160
4269.541567	-8.339924	5161
4270.572666	-7.539947	5162
4271.628394	-8.393071	5163
4272.666281	-8.725867	5164
4273.712362	-7.531917	5165
4274.754031	-8.098523	5166
4275.806001	-7.920424	5167
4276.856174	-8.709700	5168
4277.885588	-8.269683	5169
4278.928670	-8.187975	5170
4279.969196	-7.282747	5171
4280.998275	-7.671103	5172
4282.056361	-8.204868	5173
4283.087842	-8.093845	5174
4284.150534	-7.895340	5175
4285.174691	-7.350627	5176
4286.222980	-7.158797	5177
4287.272190	-7.233352	5178
4288.322324	-7.742526	5179
4289.371317	-6.316634	5180
4290.398890	-7.103792	5181
4291.443073	-7.641554	5182
4292.492935	-8.005591	5183
4293.528784	-7.195286	5184
4294.575618	-6.981450	5185
4295.609383	-6.915578	5186
4296.656164	-6.383525	5187
4297.692465	-6.526441	5188
4298.736541	-6.678668	5189
4299.794125	-4.956120	5190
4300.826772	-6.750889	5191
4301.858494	-5.323084	5192
4302.926336	-5.601789	5193
4303.951280	-6.397418	5194
4305.004639	-5.228174	5195
4306.038322	-6.261843	5196
4307.079739	-5.779885	5197
4308.138926	-5.920412	5198
4309.165350	-5.416180	5199
4310.211857	-5.130917	5200
4311.264407	-5.249976	5201
4312.318215	-5.794793	5202
4313.346739	-5.767208	5203
4314.385678	-5.459078	5204
4315.431851	-6.477924	5205
4316.463883	-5.078463	5206
4317.523156	-5.593299	5207
4318.581892	-5.068676	5208
4319.598569	-5.140228	5209
4320.646962	-5.378360	5210
4321.694168	-4.953150	5211
4322.726011	-5.188304	5212
4323.764939	-4.538139	5213
4324.827413	-4.652536	5214
