time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
10337.897672	31.507486	0.969559	-0.033515	45
10339.982055	34.802887	0.848763	-0.100000	47
10342.069667	210.780716	-0.959150	0.036060	49
10344.153156	30.859840	0.957432	-0.100000	51
10346.233769	211.311081	-0.953947	0.100000	53
10348.310827	211.084305	-0.947633	0.038780	55
10350.392814	211.042145	-0.935454	0.100000	57
10352.479443	210.788147	-0.936164	0.040841	59
10354.563161	210.808853	-0.936831	0.041754	61
10356.643038	210.788300	-0.932716	0.042453	63
10358.723767	210.658249	-0.927272	0.043447	65
10360.807218	210.477570	-0.924354	0.044541	67
10362.890980	210.409683	-0.920417	0.045305	69
10364.974888	213.130966	-0.922108	0.100000	71
10367.056203	210.661362	-0.910345	0.046594	73
10369.141969	210.940399	-0.907368	0.047988	75
10371.226390	210.496689	-0.907343	0.049409	77
10373.306498	209.995224	-0.904050	0.049996	79
10375.389690	209.928589	-0.894136	0.050028	81
10377.469300	210.521011	-0.891057	0.050620	83
10379.555594	210.647049	-0.887647	0.100000	85
10381.636379	209.940811	-0.889376	0.053998	87
10383.713589	209.657516	-0.880888	0.053572	89
10385.798529	209.491913	-0.719955	0.100000	91
10387.886845	209.534271	-0.723677	0.100000	93
10389.968692	210.661530	-0.694943	0.100000	95
10392.050301	209.845123	-0.772637	0.100000	97
10394.127614	210.075958	-0.715722	0.100000	99
10396.210151	210.179352	-0.742967	0.100000	101
10398.288244	210.090363	-0.787387	0.100000	103
10400.374108	209.151001	-0.839161	0.100000	105
10402.454519	209.997192	-0.803434	0.100000	107
10404.540087	210.124283	-0.794026	0.100000	109
10406.623148	209.781952	-0.792961	0.100000	111
10408.704407	209.511505	-0.790110	0.100000	113
10410.788891	209.773544	-0.809945	0.100000	115
10412.872026	209.529968	-0.822771	0.100000	117
10414.956788	209.554825	-0.815755	0.100000	119
10417.040313	209.401718	-0.816124	0.100000	121
10419.117161	209.165466	-0.812609	0.100000	123
10421.627608	29.152637	0.765062	0.100000	125
