crossing time (s)	slope (V/s)	crossing number
10336.824237	29.601810	8748
10337.920524	31.223701	8749
10338.924136	29.219887	8750
10339.966007	29.982096	8751
10340.951287	34.095101	8752
10342.062174	20.358041	8753
10343.090116	34.249666	8754
10344.180340	34.042181	8755
10345.210591	34.963163	8756
10346.244931	31.835920	8757
10347.326549	32.616427	8758
10348.284485	28.065859	8759
10349.319105	29.218491	8760
10350.324903	27.755343	8761
10351.443434	29.902895	8762
10352.528135	29.434116	8763
10353.566279	26.949033	8764
10354.557163	25.552990	8765
10355.548781	30.717715	8766
10356.560194	26.348405	8767
10357.656327	31.229192	8768
10358.635880	28.516886	8769
10359.798653	30.640512	8770
10360.777434	24.665380	8771
10361.861954	31.801354	8772
10362.835327	26.593317	8773
10363.927436	24.056550	8774
10364.976652	28.152232	8775
10366.036753	25.673278	8776
10367.009952	29.859872	8777
10368.098132	26.299610	8778
10369.156437	22.965124	8779
10370.164722	28.119079	8780
10371.271292	25.225204	8781
10372.267478	26.679502	8782
10373.351629	23.105166	8783
10374.311571	26.124546	8784
10375.499252	24.567524	8785
10376.482045	27.188477	8786
10377.417485	26.133745	8787
10378.509130	22.691439	8788
10379.573735	23.191093	8789
10380.592651	25.778376	8790
10381.671703	18.425017	8791
10382.654321	26.029876	8792
10383.667095	26.569996	8793
10384.748989	26.365838	8794
10385.768797	23.796052	8795
10386.866002	24.806010	8796
10387.941959	25.049722	8797
10388.959203	26.972992	8798
10390.010601	23.793959	8799
10391.072619	24.756812	8800
10392.096770	21.602330	8801
10393.082744	23.439675	8802
10394.100168	24.118101	8803
10395.180411	27.012298	8804
10396.250394	24.799899	8805
10397.271895	24.497321	8806
10398.208923	22.457452	8807
10399.384961	26.542644	8808
10400.362949	24.573897	8809
10401.345500	24.479689	8810
10402.434815	21.378163	8811
10403.460104	21.793690	8812
10404.581910	20.091398	8813
10405.535639	23.198090	8814
10406.682658	19.505580	8815
10407.742994	25.421511	8816
10408.733351	21.247098	8817
10409.739751	23.354677	8818
10410.821128	19.066271	8819
10411.861714	25.790636	8820
10412.875586	18.050145	8821
10413.965381	22.616482	8822
10414.976413	18.881580	8823
10416.018332	20.686984	8824
10417.065086	18.221590	8825
10418.066295	23.018078	8826
10419.115471	20.119522	8827
10420.127346	20.554680	8828
10421.617882	39.699196	8829
