time (s)	det(V)
3068.152067	-1.135387	
3068.153561	-1.185830	
3068.155142	-1.219591	
3068.156676	-1.253731	
3068.158294	-1.285764	
3068.159860	-1.329173	
3068.161441	-1.350890	
3068.163038	-1.372901	
3068.164693	-1.410223	
3068.166306	-1.463308	
3068.167941	-1.472175	
3068.169553	-1.528720	
3068.171178	-1.538215	
3068.172825	-1.578313	
3068.174426	-1.599768	
3068.176092	-1.646931	
3068.177673	-1.662980	
3068.179354	-1.679931	
3068.180921	-1.693422	
3068.182629	-1.716041	
3068.184199	-1.727860	
3068.185869	-1.724904	
3068.187430	-1.728126	
3068.189127	-1.727264	
3068.190663	-1.728026	
3068.192407	-1.727603	
3068.193893	-1.728179	
3068.195668	-1.727365	
3068.197148	-1.728171	
3068.198927	-1.726950	
3068.200417	-1.727538	
3068.202197	-1.727280	
3068.203682	-1.719481	
3068.205467	-1.700770	
3068.206949	-1.688258	
3068.208712	-1.650464	
3068.210210	-1.623434	
3068.211952	-1.593810	
3068.213472	-1.569982	
3068.215203	-1.512510	
3068.216729	-1.480461	
3068.218275	-1.448226	
3068.219882	-1.413156	
3068.221378	-1.378750	
3068.223037	-1.330165	
3068.224542	-1.300186	
3068.226212	-1.225924	
3068.227702	-1.203317	
3068.229415	-1.153696	
3068.230900	-1.100723	
3068.232633	-1.044979	
3068.234110	-1.003653	
3068.235831	-0.937472	
3068.237377	-0.906780	
3068.239101	-0.852087	
3068.240621	-0.806016	
3068.242353	-0.754014	
3068.243839	-0.704852	
3068.245623	-0.622815	
3068.247117	-0.582142	
3068.248904	-0.523336	
3068.250395	-0.476636	
3068.252190	-0.415474	
3068.253685	-0.381217	
3068.255433	-0.311886	
3068.256930	-0.282656	
3068.258693	-0.215967	
3068.260198	-0.168518	
3068.261969	-0.109998	
3068.263481	-0.052619	
3068.265208	-0.000887	
3068.266732	0.046200	
3068.268449	0.105408	
3068.269995	0.145659	
3068.271703	0.205951	
3068.273261	0.250814	
3068.274947	0.301672	
3068.276509	0.332033	
3068.278201	0.401707	
3068.279768	0.456404	
3068.281425	0.503181	
3068.283022	0.547355	
3068.284681	0.601725	
3068.286306	0.647072	
3068.287936	0.704439	
3068.289562	0.739361	
3068.291092	0.790903	
3068.292733	0.829386	
3068.294225	0.851550	
3068.295867	0.912704	
3068.297353	0.968302	
3068.298985	1.005661	
3068.300492	1.053058	
3068.302219	1.093072	
3068.303703	1.119139	
3068.305402	1.153851	
3068.306890	1.180853	
3068.308572	1.234385	
3068.310095	1.264843	
3068.311829	1.288199	
3068.313362	1.318400	
3068.315082	1.354062	
3068.316643	1.362743	
3068.318333	1.399526	
3068.319881	1.411434	
3068.321551	1.440462	
3068.323113	1.442621	
3068.324797	1.471959	
3068.326387	1.476858	
3068.328044	1.490884	
3068.329653	1.499916	
3068.331295	1.503521	
3068.332898	1.470211	
3068.334525	1.499839	
3068.336148	1.471714	
3068.337764	1.484157	
3068.339425	1.458654	
3068.341007	1.466815	
3068.342686	1.425432	
3068.344259	1.430157	
3068.345965	1.400900	
3068.347546	1.385378	
3068.349229	1.359275	
3068.350767	1.337502	
3068.352472	1.306806	
3068.354018	1.272352	
3068.355759	1.240790	
3068.357255	1.210747	
3068.359033	1.177191	
3068.360517	1.163740	
3068.362306	1.108351	
3068.363798	1.084076	
3068.365423	1.068660	
3068.366929	1.018918	
3068.368514	0.981785	
3068.370046	0.950578	
3068.371605	0.928905	
3068.373183	0.883599	
3068.374772	0.860831	
3068.376376	0.794388	
3068.377943	0.791874	
3068.379564	0.755502	
3068.381081	0.745983	
3068.382776	0.694244	
3068.384351	0.684511	
3068.386027	0.634314	
3068.387605	0.606386	
3068.389298	0.582401	
3068.390874	0.561398	
3068.392555	0.514355	
3068.394121	0.488985	
3068.395834	0.450426	
3068.397385	0.448702	
3068.399104	0.401756	
3068.400599	0.403214	
3068.402384	0.392897	
3068.403897	0.360195	
3068.405652	0.340996	
3068.407141	0.306764	
3068.408916	0.308726	
3068.410396	0.280076	
3068.412188	0.256035	
3068.413671	0.241730	
3068.415462	0.224501	
3068.416946	0.222761	
3068.418700	0.210688	
3068.420195	0.191119	
3068.421959	0.174514	
3068.423474	0.158807	
3068.425210	0.146541	
3068.426737	0.131483	
3068.428471	0.124418	
3068.430005	0.102971	
3068.431708	0.096651	
3068.433263	0.089528	
3068.434972	0.090689	
3068.436565	0.088755	
3068.438066	0.069528	
3068.439741	0.060653	
3068.441238	0.041422	
3068.442872	0.034244	
3068.444405	0.029615	
3068.446040	0.032113	
3068.447526	0.024515	
3068.449258	0.005151	
3068.450730	-0.000915	
3068.452451	0.002601	
3068.453934	0.002964	
3068.455639	-0.010539	
3068.457120	-0.012714	
3068.458891	-0.023514	
3068.460374	-0.033041	
3068.462161	-0.040711	
3068.463652	-0.025895	
3068.465437	-0.039966	
3068.466916	-0.035676	
3068.468703	-0.033218	
3068.470197	-0.054021	
3068.471944	-0.056748	
3068.473456	-0.068051	
3068.475168	-0.054851	
3068.476698	-0.069413	
3068.478426	-0.062134	
3068.479962	-0.057288	
3068.481661	-0.070646	
3068.483206	-0.081993	
3068.484896	-0.070569	
3068.486463	-0.094526	
3068.488122	-0.083794	
3068.489707	-0.089401	
3068.491351	-0.090642	
3068.492969	-0.095597	
3068.494610	-0.091492	
3068.496221	-0.086151	
3068.497849	-0.087085	
3068.499474	-0.091408	
3068.501075	-0.090505	
3068.502748	-0.110546	
3068.504324	-0.098981	
3068.506007	-0.105692	
3068.507560	-0.092628	
3068.509249	-0.122547	
3068.510724	-0.106333	
3068.512367	-0.116597	
3068.513850	-0.110546	
3068.515491	-0.116625	
3068.516998	-0.104004	
3068.518584	-0.103702	
3068.520120	-0.130031	
3068.521791	-0.111557	
3068.523317	-0.106852	
3068.524948	-0.115646	
3068.526501	-0.123195	
3068.528084	-0.121684	
3068.529667	-0.128706	
3068.531319	-0.106856	
3068.532924	-0.142354	
3068.534544	-0.109003	
3068.536161	-0.123791	
3068.537770	-0.103996	
3068.539432	-0.125769	
3068.541023	-0.114740	
3068.542679	-0.145093	
3068.544263	-0.114937	
3068.545949	-0.128960	
3068.547506	-0.113108	
3068.549226	-0.130760	
3068.550781	-0.123179	
3068.552485	-0.112593	
3068.554039	-0.120762	
3068.555732	-0.105205	
3068.557260	-0.124190	
3068.559008	-0.127799	
3068.560488	-0.117008	
3068.562259	-0.138108	
3068.563742	-0.107271	
