time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3068.265375	270.105438	1.706692	0.057616	59
3070.354170	270.060760	1.668153	0.056505	61
3072.441698	270.011475	1.627427	0.055030	63
3074.529764	270.011017	1.591310	0.054010	65
3076.617715	270.024597	1.551979	0.052963	67
3078.705193	270.112305	1.516882	0.052158	69
3080.792671	270.054810	1.479453	0.050967	71
3082.880104	270.138916	1.441836	0.049786	73
3084.967917	270.226166	1.404976	0.048680	75
3087.054170	270.300507	1.367939	0.047229	77
3089.141670	270.399872	1.332071	0.046388	79
3091.227958	270.512512	1.294895	0.044890	81
3093.314569	270.619019	1.259870	0.043687	83
3095.401248	270.737274	1.225847	0.042482	85
3097.487265	270.861847	1.192441	0.040938	87
3099.571778	270.898315	1.159228	0.039635	89
3101.657824	265.887604	1.171455	0.100000	91
3103.743505	271.051758	1.093473	0.036907	93
3105.829174	271.036652	1.060287	0.035654	95
