crossing time (s)	slope (V/s)	crossing number
3067.207045	34.399557	1850
3068.263747	31.701713	1851
3069.298083	31.704054	1852
3070.355307	32.863053	1853
3071.378415	31.350560	1854
3072.432987	29.790414	1855
3073.470080	30.040499	1856
3074.521128	29.277192	1857
3075.545562	28.549592	1858
3076.614193	26.771514	1859
3077.645070	27.092245	1860
3078.710661	27.035313	1861
3079.731909	25.167761	1862
3080.787090	24.709167	1863
3081.809431	25.149806	1864
3082.875576	23.717782	1865
3083.902441	23.376413	1866
3084.972323	22.357757	1867
3085.991826	22.413361	1868
3087.044912	21.075699	1869
3088.077186	20.913478	1870
3089.145663	20.911547	1871
3090.170646	20.252187	1872
3091.224907	19.224388	1873
3092.251268	18.619837	1874
3093.312281	18.842937	1875
3094.344142	18.218175	1876
3095.414101	17.445029	1877
3096.434705	17.201041	1878
3097.497043	16.257238	1879
3098.522924	16.242532	1880
3099.567990	16.086451	1881
3100.613546	15.352638	1882
3101.657282	14.757370	1883
3102.703562	14.300699	1884
3103.743127	14.157345	1885
3104.792423	13.596385	1886
3105.824816	13.236028	1887
