time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
1309.353922	207.860550	2.669805	0.090783	145
1311.449960	207.464203	2.555326	0.090585	147
1313.544764	207.579498	2.453360	0.092645	149
1315.636010	209.505569	2.364388	0.096733	151
1317.728052	210.635391	2.218450	0.089003	153
1319.829114	206.951874	2.110784	0.090119	155
1321.918678	209.968338	2.032026	0.100000	157
1324.012125	209.851807	1.875081	0.085593	159
1326.112176	207.268494	1.797970	0.100000	161
1328.197393	211.387497	1.685106	0.099367	163
1330.295260	209.860092	1.551281	0.090724	165
1332.395599	208.097961	1.455886	0.095880	167
1334.490020	208.685669	1.362884	0.098249	169
1336.581583	209.169907	1.262572	0.096513	171
1338.678463	209.482513	1.162452	0.093727	173
1340.773577	209.754227	1.072930	0.090918	175
1342.868669	210.115204	0.996074	0.085815	177
1344.949663	209.627747	0.918284	0.082245	179
1347.039379	209.517242	0.822318	0.086385	181
1349.153357	210.889542	0.756754	0.083501	183
1351.242405	210.431808	0.713213	0.071598	185
1353.322240	209.386627	0.642059	0.069624	187
1355.422170	210.263245	0.574597	0.069576	189
1357.537150	210.945328	0.529383	0.064026	191
1359.647765	210.668060	0.488959	0.057741	193
1361.740945	209.993622	0.449088	0.052726	195
1363.850525	209.494568	0.409520	0.048433	197
1365.954128	210.236023	0.373184	0.046419	199
1368.048639	212.894135	0.339955	0.047191	201
