crossing time (s)	slope (V/s)	crossing number
1309.378628	-78.174522	2449
1310.393885	-74.826109	2450
1311.468930	-68.508355	2451
1312.492447	-66.225770	2452
1313.563673	-61.831327	2453
1314.590242	-59.009926	2454
1315.631932	-55.583093	2455
1316.683134	-54.413745	2456
1317.751189	-51.223815	2457
1318.759132	-49.744218	2458
1319.860208	-47.043814	2459
1320.875932	-45.814988	2460
1321.913322	-43.557770	2461
1322.955723	-41.584209	2462
1324.043479	-37.911158	2463
1325.071466	-36.779831	2464
1326.120252	-33.884829	2465
1327.181820	-31.614016	2466
1328.208098	-30.260364	2467
1329.248676	-27.646135	2468
1330.313181	-26.199426	2469
1331.330943	-25.411816	2470
1332.400021	-22.781221	2471
1333.419691	-21.555721	2472
1334.476124	-20.933648	2473
1335.521669	-19.172355	2474
1336.586581	-16.971020	2475
1337.624854	-16.430472	2476
1338.666263	-14.323859	2477
1339.719321	-13.987932	2478
1340.783099	-13.229016	2479
1341.813847	-11.743748	2480
1342.861728	-11.284100	2481
1343.892866	-9.936137	2482
1344.950759	-9.164953	2483
1345.999948	-8.311008	2484
1347.049650	-6.917333	2485
1348.091307	-7.941619	2486
1349.152789	-6.544992	2487
1350.173843	-6.365465	2488
1351.252984	-5.259724	2489
1352.295417	-4.674026	2490
1353.320194	-4.486146	2491
1354.391608	-3.440158	2492
1355.429211	-2.923999	2493
1356.471680	-3.818774	2494
1357.542083	-2.117609	2495
1358.551872	-2.345964	2496
1359.638734	-2.923595	2497
1360.650482	-1.683397	2498
1361.755989	-1.387037	2499
1362.755607	-1.335703	2500
1363.852363	-1.900580	2501
1364.852514	-0.790808	2502
1365.942735	-0.893108	2503
1366.967423	-1.558120	2504
1368.028778	-1.345225	2505
1369.088241	-1.055791	2506
