time (s)	det(V)
1733.455788	0.124520	
1733.457270	0.120871	
1733.459054	0.115843	
1733.460541	0.124363	
1733.462344	0.117994	
1733.463823	0.135284	
1733.465614	0.111533	
1733.467098	0.121592	
1733.468846	0.112311	
1733.470353	0.125991	
1733.472095	0.145862	
1733.473610	0.106961	
1733.475349	0.116935	
1733.476893	0.094747	
1733.478613	0.090022	
1733.480150	0.064116	
1733.481851	0.085538	
1733.483406	0.077566	
1733.485096	0.083085	
1733.486664	0.074513	
1733.488342	0.063370	
1733.489946	0.044534	
1733.491611	0.051624	
1733.493203	0.023696	
1733.494851	0.012980	
1733.496448	-0.016298	
1733.498083	-0.015379	
1733.499707	-0.037096	
1733.501325	-0.052230	
1733.502986	-0.102685	
1733.504585	-0.099132	
1733.506267	-0.143158	
1733.507752	-0.171416	
1733.509305	-0.186700	
1733.510804	-0.250299	
1733.512443	-0.265985	
1733.513937	-0.328271	
1733.515557	-0.370145	
1733.517075	-0.422719	
1733.518646	-0.470781	
1733.520188	-0.558497	
1733.521808	-0.603200	
1733.523373	-0.702719	
1733.524968	-0.776744	
1733.526560	-0.867135	
1733.528127	-0.977407	
1733.529731	-1.097861	
1733.531364	-1.185787	
1733.532999	-1.327367	
1733.534591	-1.439322	
1733.536256	-1.524332	
1733.537832	-1.528255	
1733.539507	-1.528328	
1733.541088	-1.528279	
1733.542767	-1.528408	
1733.544330	-1.528517	
1733.546042	-1.528453	
1733.547576	-1.528448	
1733.549287	-1.528517	
1733.550788	-1.528477	
1733.552545	-1.528509	
1733.554033	-1.528465	
1733.555772	-1.528481	
1733.557286	-1.528517	
1733.559068	-1.528436	
1733.560547	-1.528577	
1733.562329	-1.528642	
1733.563813	-1.528622	
1733.565576	-1.528545	
1733.567073	-1.528513	
1733.568811	-1.528428	
1733.570315	-1.528561	
1733.572059	-1.528485	
1733.573592	-1.528452	
1733.575319	-1.528436	
1733.576849	-1.528408	
1733.578546	-1.528311	
1733.580093	-1.528380	
1733.581799	-1.519046	
1733.583401	-1.363996	
1733.584890	-1.159905	
1733.586561	-0.953055	
1733.588052	-0.746261	
1733.589707	-0.548999	
1733.591202	-0.324436	
1733.592922	-0.122943	
1733.594401	0.084773	
1733.596123	0.296360	
1733.597612	0.502385	
1733.599346	0.690048	
1733.600831	0.893478	
1733.602563	1.105332	
1733.604060	1.309072	
1733.605839	1.508881	
1733.607317	1.681273	
1733.609101	1.726652	
1733.610588	1.726942	
1733.612389	1.727155	
1733.613880	1.727063	
1733.615672	1.727123	
1733.617149	1.727151	
1733.618906	1.727139	
1733.620396	1.727010	
1733.622139	1.727131	
1733.623647	1.727051	
1733.625376	1.727051	
1733.626905	1.727115	
1733.628650	1.727192	
1733.630187	1.727208	
1733.631902	1.727172	
1733.633443	1.727119	
1733.635145	1.727212	
1733.636707	1.727046	
1733.638374	1.727200	
1733.639950	1.727047	
1733.641600	1.727152	
1733.643189	1.727103	
1733.644854	1.727172	
1733.646445	1.727059	
1733.648091	1.727107	
1733.649697	1.726966	
1733.651311	1.723042	
1733.652971	1.726221	
1733.654455	1.717105	
1733.656097	1.577177	
1733.657569	1.468316	
1733.659222	1.366548	
1733.660699	1.268970	
1733.662339	1.160057	
1733.663833	1.069198	
1733.665427	0.976293	
1733.666952	0.902518	
1733.668583	0.842669	
1733.670124	0.757789	
1733.671744	0.708280	
1733.673314	0.638474	
1733.674995	0.577702	
1733.676571	0.530966	
1733.678244	0.481712	
1733.679828	0.425126	
1733.681474	0.402325	
1733.683086	0.346283	
1733.684725	0.337047	
1733.686355	0.282020	
1733.687966	0.273089	
1733.689623	0.223037	
1733.691217	0.218743	
1733.692861	0.186456	
1733.694445	0.183604	
1733.696137	0.168759	
1733.697698	0.157806	
1733.699395	0.145742	
1733.700952	0.125427	
1733.702654	0.124762	
1733.704222	0.115795	
1733.705928	0.096508	
1733.707475	0.098461	
1733.709222	0.084044	
1733.710727	0.084217	
1733.712496	0.076596	
1733.713976	0.081212	
1733.715748	0.068144	
1733.717241	0.080350	
1733.719030	0.057147	
1733.720527	0.063169	
1733.722308	0.063205	
1733.723789	0.064003	
1733.725578	0.064184	
1733.727064	0.058802	
1733.728657	0.080229	
1733.730202	0.052627	
1733.731760	0.054129	
1733.733370	0.043450	
1733.734857	0.050315	
1733.736506	0.057179	
1733.738061	0.063898	
1733.739689	0.062923	
1733.741194	0.051116	
1733.742912	0.031946	
1733.744389	0.042190	
1733.746113	0.037001	
1733.747698	0.052369	
1733.749396	0.039229	
1733.750959	0.062871	
1733.752673	0.046286	
1733.754218	0.057679	
1733.755929	0.031708	
1733.757467	0.055906	
1733.759193	0.055938	
1733.760681	0.050258	
1733.762449	0.053735	
1733.763939	0.045110	
1733.765711	0.050883	
1733.767191	0.054460	
1733.768984	0.036784	
1733.770462	0.066130	
1733.772223	0.041086	
1733.773720	0.058238	
1733.775474	0.056301	
1733.776987	0.042552	
1733.778755	0.054871	
1733.780271	0.037718	
1733.782015	0.067705	
1733.783538	0.049211	
1733.785260	0.060237	
1733.786802	0.043877	
1733.788519	0.064406	
1733.790073	0.053964	
1733.791777	0.067834	
1733.793344	0.057050	
1733.795025	0.060663	
1733.796601	0.033593	
1733.798273	0.061719	
1733.799888	0.049521	
1733.801369	0.058122	
1733.803016	0.064853	
1733.804545	0.055455	
1733.806171	0.063624	
1733.807649	0.070154	
1733.809296	0.062678	
1733.810775	0.053308	
1733.812489	0.062931	
1733.813974	0.056961	
1733.815685	0.055717	
1733.817177	0.051781	
