time (s)	magX	magY	magZ
1733.456029	21.974285	-133.289886	12.438332
1733.459366	23.552311	-140.069550	15.360603
1733.462735	25.422564	-146.440094	18.575096
1733.466026	27.351259	-153.745758	22.958504
1733.469361	28.987730	-161.635880	27.108124
1733.472697	31.559324	-169.000015	30.731735
1733.476028	33.137352	-177.708374	37.219170
1733.479364	35.182938	-186.182938	41.894798
1733.482697	38.864994	-196.235535	48.966682
1733.486028	41.202808	-205.645233	57.441261
1733.489358	44.651085	-216.340729	66.441841
1733.492689	47.924023	-226.510223	75.500877
1733.496023	51.372299	-238.433075	86.780830
1733.499355	54.879021	-248.719452	98.995903
1733.502727	59.729984	-261.109894	112.613670
1733.507322	68.496788	-283.728210	143.940369
1733.510213	73.172417	-296.410889	162.818207
1733.513544	78.198715	-307.632385	183.040344
1733.516921	84.277031	-320.081238	203.846863
1733.519790	89.712448	-331.419647	228.335480
1733.523171	96.433670	-342.933380	255.103455
1733.526477	102.453537	-354.563995	283.274109
1733.529357	110.051437	-364.967285	314.250153
1733.532689	118.876678	-375.253662	347.856232
1733.536031	127.468155	-384.312714	384.852142
1733.539359	136.994736	-392.611908	424.185852
1733.542685	147.105789	-397.930450	464.571594
1733.546021	158.035065	-400.911163	506.126221
1733.549391	169.431915	-402.781433	550.661621
1733.552691	181.530106	-399.917572	594.963196
1733.556028	193.862076	-395.008148	641.135010
1733.559354	206.135605	-387.118073	684.852112
1733.562688	219.694916	-373.500275	729.504395
1733.566014	233.254242	-358.129150	772.578613
1733.569355	245.644669	-338.316193	813.022766
1733.572682	258.268860	-312.775574	849.609619
1733.576018	270.191681	-284.897125	881.403870
1733.579354	282.231445	-251.524841	924.068970
1733.583662	299.998840	-178.643494	948.206848
1733.586941	308.122742	-137.147293	956.915222
1733.589852	314.610168	-93.897720	960.655762
1733.593144	319.344238	-48.602570	959.019348
1733.596442	321.331390	-3.541203	949.551147
1733.599784	322.500305	41.753944	935.115112
1733.602682	320.746918	86.639977	916.704834
1733.606012	317.824646	129.947983	891.281067
1733.609350	314.084167	171.035065	863.928650
1733.612686	307.655182	209.199875	832.251343
1733.616019	299.765045	244.500870	798.879028
1733.619348	291.699585	276.587372	762.759827
1733.622684	282.640564	304.641144	725.530090
1733.626009	272.003510	329.421967	686.956177
1733.629343	260.489777	350.871429	648.148437
1733.632684	250.320282	367.820557	609.749878
1733.636023	237.988312	381.555206	570.591431
1733.639345	225.597900	390.906494	532.718872
1733.642676	213.558167	398.387512	494.904724
1733.646013	202.219757	402.011108	457.791931
1733.649341	190.472244	403.472229	424.594971
1733.653578	167.503220	397.101685	357.908844
1733.656863	157.275284	392.250732	327.867920
1733.660187	147.807129	384.360596	299.697266
1733.663538	137.988312	374.775574	272.753937
1733.666456	129.163055	364.196960	247.973114
1733.669766	121.039169	354.085907	224.594971
1733.672674	112.506134	341.461731	202.561066
1733.676015	105.492691	328.779083	182.981873
1733.679341	98.362366	315.628845	164.337799
1733.682671	91.874931	302.244873	147.856201
1733.686010	85.971947	289.270020	132.718872
1733.689394	80.653419	276.704254	118.575096
1733.692673	74.984222	263.963165	106.009346
1733.696041	70.250153	252.215668	93.735832
1733.699340	66.217422	240.526596	83.975441
1733.702673	62.418472	229.363541	75.325539
1733.706007	58.561077	218.960266	66.324944
1733.709352	54.586792	208.615433	58.434837
1733.712672	51.722973	198.329056	50.427818
1733.716001	48.391586	189.562241	44.115715
1733.719344	46.462891	180.795441	38.621857
1733.722678	43.657513	172.028641	32.835762
1733.726873	39.215668	155.956177	23.309174
1733.730217	37.053188	148.767395	18.458206
1733.733604	35.241379	141.344818	14.191696
1733.736447	32.903568	134.915833	11.503212
1733.739804	31.617769	128.662186	8.054932
1733.743098	30.098190	122.408531	4.372879
1733.745995	28.169495	116.388664	2.561073
1733.749331	26.123907	110.953247	-0.068966
1733.752692	25.539455	106.394501	-1.062542
1733.756005	24.779663	100.666855	-3.341911
1733.759337	22.383404	96.225014	-5.387497
1733.762669	21.272942	91.783165	-6.673294
1733.766015	20.454708	87.458206	-8.192871
1733.769338	19.519581	83.659256	-9.069553
1733.772669	17.941559	79.860313	-9.654007
1733.775992	17.240215	76.704269	-10.296909
1733.779331	16.188198	73.080650	-11.290478
1733.782662	15.019287	69.983047	-11.874931
1733.785997	13.908829	66.768555	-12.576275
1733.789332	13.149036	63.437172	-12.342491
1733.792666	12.330803	61.508476	-12.926945
1733.796002	12.038578	59.053772	-13.452957
1733.800270	10.402107	53.910576	-13.686737
1733.803579	10.343662	51.806545	-14.154301
1733.806866	9.700764	49.059612	-14.271191
1733.809754	9.350090	47.773815	-14.914089
1733.813084	8.882526	45.494446	-14.738754
1733.816423	8.648746	42.630627	-13.978962
1733.819328	8.181183	40.701927	-14.738754
1733.822654	7.538284	39.533020	-14.797199
1733.825997	7.713623	37.487434	-15.381653
1733.829328	6.836941	36.493862	-15.323208
1733.832657	6.661606	34.272938	-15.206318
1733.835997	6.603157	33.162476	-14.504974
1733.839320	6.661606	32.402687	-15.381653
1733.842656	5.901814	30.707773	-15.966106
1733.845989	6.252483	29.597311	-15.673882
1733.849327	5.375809	28.077732	-15.147873
1733.852654	5.258919	27.434834	-15.381653
1733.856020	5.200470	25.915253	-15.615433
1733.859325	4.674465	24.804792	-15.849216
1733.862695	4.849796	24.220339	-15.673882
1733.865989	4.499126	23.460548	-15.673882
1733.869335	4.791355	22.642315	-15.089428
1733.873511	4.206902	20.596725	-14.504974
1733.876837	4.206902	20.538280	-14.738754
1733.880194	3.739338	19.369375	-14.446529
1733.883080	3.447109	18.726475	-14.329636
1733.886448	3.271778	18.258913	-14.738754
