crossing time (s)	slope (V/s)	crossing number
7228.593134	-27.783263	6914
7229.649251	-27.404580	6915
7230.698395	-26.104334	6916
7231.707691	-25.214435	6917
7232.774733	-24.734505	6918
7233.799854	-23.455738	6919
7234.862803	-23.190534	6920
7235.911642	-22.558539	6921
7236.956067	-22.140104	6922
7237.987961	-21.923821	6923
7239.040257	-21.018967	6924
7240.077629	-20.354924	6925
7241.134537	-20.285876	6926
7242.180906	-18.561411	6927
7243.213489	-19.010920	6928
7244.271491	-17.575494	6929
7245.322474	-17.535007	6930
7246.362407	-17.444019	6931
7247.407866	-16.766931	6932
7248.442427	-15.847260	6933
7249.494822	-16.059788	6934
7250.547129	-14.087753	6935
7251.586211	-14.288786	6936
7252.615782	-13.021358	6937
7253.678744	-13.926018	6938
7254.736759	-14.166560	6939
7255.765023	-12.747452	6940
7256.809318	-12.590371	6941
7257.861311	-12.364330	6942
7258.912102	-11.492882	6943
7259.956956	-11.489218	6944
7260.985117	-11.142462	6945
7262.055072	-10.650771	6946
7263.082635	-10.044109	6947
7264.138035	-10.644236	6948
7265.174570	-9.599468	6949
7266.234136	-9.490064	6950
7267.270150	-9.236328	6951
7268.315972	-8.690326	6952
7269.365115	-7.858062	6953
7270.424021	-8.351442	6954
7271.465309	-7.841098	6955
7272.505888	-6.531320	6956
7273.539738	-7.564941	6957
7274.597939	-7.324280	6958
7275.615745	-6.650982	6959
7276.703348	-6.178841	6960
7277.727942	-6.024484	6961
7278.776815	-5.418693	6962
7279.806490	-5.146772	6963
7280.879530	-5.631635	6964
7281.886566	-5.094803	6965
7282.954757	-4.972679	6966
7283.993411	-4.741152	6967
7285.060101	-4.310795	6968
7286.069693	-4.689393	6969
7287.158340	-4.573252	6970
7288.169687	-4.158649	6971
7289.252602	-4.185767	6972
7290.260410	-4.300597	6973
7291.318369	-3.947174	6974
7292.372637	-3.434587	6975
7293.426424	-3.719308	6976
7294.451385	-3.172797	6977
7295.514853	-3.160535	6978
7296.535358	-4.035589	6979
7297.605436	-3.072555	6980
7298.628825	-2.947827	6981
7299.708423	-2.882308	6982
7300.706529	-2.225077	6983
7301.783150	-3.575318	6984
7302.810132	-1.925121	6985
7303.875594	-2.089183	6986
7304.915757	-2.402148	6987
7305.975205	-2.570596	6988
