time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
7229.632609	205.687729	1.653369	-0.070450	3
7231.720836	203.786621	1.580949	-0.055435	5
7233.812181	203.696274	1.580510	-0.075960	7
7235.902857	203.929245	1.498240	-0.059996	9
7237.998277	205.076355	1.476716	-0.066067	11
7240.086224	203.972992	1.432801	-0.063895	13
7242.175733	203.762085	1.386844	-0.062595	15
7244.270017	203.527054	1.345168	-0.063160	17
7246.360204	203.397064	1.320591	-0.058268	19
7248.444254	204.830109	1.266065	-0.060664	21
7250.543622	202.499603	1.234505	-0.059213	23
7252.626749	205.012009	1.193035	-0.058125	25
7254.724222	202.530014	1.164196	-0.053397	27
7256.806849	204.809189	1.112309	-0.057859	29
7258.907033	202.600723	1.090990	-0.051392	31
7260.988825	204.738663	1.051429	-0.050955	33
7263.085335	203.584564	1.004078	-0.052779	35
7265.180621	203.453461	0.978997	-0.048945	37
7267.270419	203.862030	0.945089	-0.047857	39
7269.360554	204.189651	0.911762	-0.046416	41
7271.451238	204.545364	0.881770	-0.045441	43
7273.536752	203.413681	0.856113	-0.047350	45
7275.623447	202.414383	0.811322	-0.042846	47
7277.724780	204.971939	0.782395	-0.039358	49
7279.809648	202.903503	0.769885	-0.046281	51
7281.900879	203.031586	0.717652	-0.035375	53
7284.001233	204.800430	0.708698	-0.038744	55
7286.079272	202.596649	0.684002	-0.039380	57
7288.167839	202.645355	0.646836	-0.034579	59
7290.270998	203.589401	0.624558	-0.033629	61
7292.359881	203.731018	0.606825	-0.033362	63
7294.456166	203.417419	0.585341	-0.032320	65
7296.545317	203.206940	0.565620	-0.030445	67
7298.622702	203.765213	0.542501	-0.027881	69
7300.717081	203.808746	0.512760	-0.028817	71
7302.827964	202.288757	0.495849	-0.029886	73
7304.911487	202.487991	0.488785	-0.024241	75
