crossing time (s)	slope (V/s)	crossing number
4014.966766	-17.789325	4947
4016.026143	-15.909116	4948
4017.079679	-16.136704	4949
4018.102499	-15.184136	4950
4019.160557	-17.202654	4951
4020.185061	-14.866150	4952
4021.226565	-14.622877	4953
4022.282971	-16.544764	4954
4023.344618	-14.736404	4955
4024.372978	-14.388113	4956
4025.391109	-13.950144	4957
4026.463174	-14.176501	4958
4027.491175	-15.614449	4959
4028.543601	-14.026397	4960
4029.600615	-12.651862	4961
4030.603573	-12.995636	4962
4031.667020	-12.755495	4963
4032.696040	-13.355522	4964
4033.772199	-12.992001	4965
4034.809156	-12.160044	4966
4035.850957	-12.980218	4967
4036.896554	-12.996124	4968
4037.953940	-12.930583	4969
4038.972780	-11.619086	4970
4040.023423	-13.475568	4971
4041.076785	-10.739665	4972
4042.116068	-11.576345	4973
4043.170509	-11.543735	4974
4044.175284	-11.670997	4975
4045.240453	-10.807248	4976
4046.300839	-12.080385	4977
4047.329279	-10.217599	4978
4048.387268	-11.140458	4979
4049.405591	-10.803026	4980
4050.453304	-11.286931	4981
4051.500695	-10.292519	4982
4052.552397	-9.955032	4983
4053.602780	-9.829670	4984
4054.638841	-11.225959	4985
4055.679142	-9.026493	4986
4056.720546	-9.743524	4987
4057.766714	-9.632434	4988
4058.802064	-10.089787	4989
4059.865349	-9.489798	4990
4060.879897	-9.580630	4991
4061.942421	-8.257754	4992
4062.996396	-9.824784	4993
4064.008419	-9.054431	4994
4065.086785	-8.975832	4995
4066.147074	-8.460398	4996
4067.153604	-8.667501	4997
4068.202284	-8.813554	4998
4069.252988	-8.285105	4999
4070.292409	-8.647752	5000
4071.335158	-8.454383	5001
4072.375505	-8.503579	5002
4073.424063	-7.929291	5003
4074.477704	-6.901988	5004
4075.499863	-7.402017	5005
4076.558397	-7.902836	5006
4077.604310	-6.280259	5007
4078.644140	-7.302624	5008
4079.703987	-6.931030	5009
4080.751810	-6.522241	5010
4081.772839	-6.422459	5011
4082.827562	-6.653513	5012
4083.863027	-6.321059	5013
4084.903932	-6.170969	5014
4085.950456	-5.783941	5015
4086.994299	-5.841747	5016
4088.033406	-6.814637	5017
4089.080655	-5.435112	5018
4090.110077	-6.006433	5019
4091.179171	-5.683788	5020
4092.212701	-5.840598	5021
4093.277850	-5.628178	5022
4094.283227	-6.941911	5023
4095.338185	-5.373043	5024
4096.391822	-4.987622	5025
4097.419563	-5.389692	5026
4098.484142	-5.202336	5027
4099.516625	-5.675607	5028
4100.564325	-4.765466	5029
4101.612240	-4.461941	5030
4102.641024	-5.438679	5031
4103.702326	-4.693852	5032
4104.744252	-5.042029	5033
4105.767971	-4.399149	5034
4106.831519	-4.685964	5035
4107.872607	-5.510594	5036
4108.909895	-5.038854	5037
4109.965028	-4.371822	5038
4110.979332	-4.205277	5039
4112.053555	-4.032999	5040
4113.071560	-4.295675	5041
4114.145159	-4.065457	5042
4115.158399	-4.412668	5043
4116.228787	-4.069133	5044
4117.235591	-3.883858	5045
4118.328417	-3.808305	5046
4119.343824	-3.125608	5047
4120.409987	-3.543686	5048
4121.431236	-3.281604	5049
4122.481364	-3.807595	5050
4123.533299	-2.265110	5051
4124.557877	-2.944864	5052
4125.638989	-2.714353	5053
4126.654891	-3.159964	5054
4127.683313	-2.763409	5055
4128.763396	-2.220874	5056
4129.775566	-3.024773	5057
4130.847357	-3.843462	5058
4131.865253	-3.292539	5059
4132.928996	-3.504469	5060
4133.966940	-2.976919	5061
4135.006774	-2.795208	5062
4136.071581	-2.643162	5063
4137.086198	-2.661636	5064
4138.160856	-3.379913	5065
4139.172941	-2.450615	5066
