time (s)	magX	magY	magZ
2901.255910	-1.696079	-17.217419	-12.926945
2901.259236	-1.871418	-16.925190	-12.926945
2901.262573	-1.520748	-16.574516	-13.277618
2901.265906	-1.228519	-16.399185	-12.985394
2901.269238	-1.520748	-16.808296	-13.336067
2901.272571	-1.988308	-16.282291	-13.043839
2901.275900	-1.696079	-15.464058	-11.874931
2901.279238	-1.462299	-15.464058	-12.459385
2901.282570	-1.228519	-15.873173	-12.400940
2901.285906	-0.994736	-15.464058	-12.751614
2901.289252	-1.345409	-15.230278	-12.517830
2901.293467	-1.345409	-14.762714	-12.517830
2901.296774	-1.871418	-14.002922	-12.400940
2901.300166	-1.053185	-14.704266	-12.167160
2901.303015	-1.520748	-14.528934	-12.108711
2901.306363	-1.345409	-14.470486	-12.284050
2901.309667	-0.994736	-14.178261	-12.225601
2901.312566	-1.286964	-14.178261	-12.284050
2901.315900	-1.170074	-13.769142	-12.517830
2901.319265	-1.053185	-14.528934	-12.751614
2901.322561	-1.053185	-14.002922	-11.933380
2901.325898	-1.345409	-14.119812	-12.108711
2901.329225	-1.170074	-13.476917	-11.874931
2901.332579	-0.585621	-14.236702	-11.816486
2901.335899	-1.170074	-14.236702	-11.524258
2901.339231	-0.644066	-13.652248	-12.400940
2901.342560	-1.053185	-13.243137	-11.874931
2901.345896	-0.468731	-13.710697	-11.699596
2901.349225	-0.468731	-13.301579	-11.816486
2901.352563	-0.819405	-13.769142	-12.050270
2901.355891	-0.877846	-12.892464	-11.465816
2901.359225	-0.877846	-13.009354	-11.232033
2901.362579	-1.053185	-12.892464	-11.465816
2901.366848	-0.410282	-13.476917	-12.108711
2901.370090	-1.228519	-13.009354	-11.582706
2901.373418	-1.228519	-13.301579	-11.699596
2901.376341	-1.345409	-13.126244	-12.108711
2901.379648	-1.403858	-12.950905	-11.758041
2901.382978	-0.994736	-13.360027	-11.524258
2901.385888	-0.877846	-13.593807	-11.407368
2901.389224	-1.228519	-13.476917	-11.407368
2901.392558	-1.286964	-13.535358	-11.933380
2901.395891	-1.520748	-13.593807	-12.459385
2901.399224	-0.877846	-13.535358	-11.991821
2901.402557	-1.053185	-13.944481	-11.641148
2901.405898	-0.877846	-14.178261	-12.342491
2901.409221	-1.053185	-14.002922	-12.342491
2901.412550	-0.819405	-14.002922	-12.634724
2901.415889	-0.877846	-13.886032	-13.102283
2901.419225	-1.403858	-14.178261	-12.284050
2901.422554	-0.877846	-14.002922	-12.284050
2901.425890	-1.403858	-13.710697	-11.874931
2901.429219	-1.228519	-14.178261	-12.225601
2901.432554	-1.520748	-14.470486	-11.991821
2901.435888	-1.111626	-14.762714	-12.050270
2901.440074	-0.877846	-14.061371	-11.465816
2901.443426	-1.111626	-14.587376	-12.050270
2901.446759	-0.994736	-14.236702	-11.348927
2901.449709	-0.819405	-14.412041	-11.582706
2901.453008	-0.936295	-14.412041	-11.348927
2901.456333	-0.877846	-15.347168	-11.524258
2901.459235	-1.403858	-14.821156	-12.108711
2901.462575	-0.760956	-14.704266	-11.641148
2901.465884	-0.585621	-15.464058	-11.816486
2901.469220	-1.111626	-15.873173	-12.284050
2901.472549	-0.410282	-15.697838	-12.284050
2901.475896	-0.760956	-15.639393	-12.342491
2901.479213	-0.877846	-16.165401	-11.816486
2901.482552	-0.760956	-16.457626	-12.108711
2901.485886	-1.170074	-16.457626	-12.284050
2901.489211	-0.877846	-16.574516	-12.167160
2901.492547	-0.293392	-16.048512	-12.459385
2901.495876	-0.936295	-16.808296	-12.693165
2901.499210	-0.702511	-16.165401	-11.991821
2901.502543	-0.819405	-17.275860	-11.758041
2901.505896	-0.293392	-17.451199	-12.810055
2901.509213	-0.936295	-17.860313	-12.576275
2901.513495	-1.111626	-18.327877	-12.517830
2901.516808	-0.468731	-18.912331	-12.517830
2901.520151	-0.585621	-18.795441	-13.160728
2901.522972	-1.170074	-19.029221	-13.219177
2901.526314	-0.351841	-19.204559	-12.459385
2901.529644	-0.293392	-19.321449	-12.576275
2901.532544	-0.702511	-19.905903	-13.745182
2901.535872	-0.118061	-20.373466	-13.628288
2901.539210	-0.351841	-20.373466	-13.452957
2901.542545	-0.176502	-20.957920	-13.394508
2901.545875	-0.760956	-21.074810	-13.277618
2901.549214	-0.468731	-21.834602	-13.336067
2901.552537	-0.410282	-21.951492	-13.102283
2901.555873	-0.176502	-22.126823	-13.043839
2901.559209	-0.702511	-23.003510	-13.277618
