crossing time (s)	slope (V/s)	crossing number
6861.077313	-35.360277	6568
6862.126600	-35.576664	6569
6863.158524	-34.245340	6570
6864.221141	-32.916461	6571
6865.251483	-32.148139	6572
6866.302597	-31.087731	6573
6867.345462	-30.820871	6574
6868.380645	-30.953224	6575
6869.440211	-29.484317	6576
6870.490035	-29.203817	6577
6871.520685	-28.343332	6578
6872.582903	-27.389794	6579
6873.630688	-27.033946	6580
6874.663807	-27.203055	6581
6875.702935	-26.199178	6582
6876.749535	-25.935420	6583
6877.800766	-25.175528	6584
6878.848148	-24.076152	6585
6879.878556	-24.377125	6586
6880.933956	-23.782664	6587
6881.979198	-23.651501	6588
6883.037043	-23.434266	6589
6884.074735	-22.780368	6590
6885.123674	-21.578983	6591
6886.152370	-20.784160	6592
6887.210732	-20.070110	6593
6888.253479	-20.318758	6594
6889.306634	-19.702135	6595
6890.344315	-20.015137	6596
6891.383520	-18.758286	6597
6892.431554	-18.863208	6598
6893.479263	-18.530678	6599
6894.510704	-16.828686	6600
6895.553681	-18.165895	6601
6896.614383	-17.267490	6602
6897.646611	-16.840034	6603
6898.684454	-16.429512	6604
6899.752907	-16.548221	6605
6900.786677	-15.533847	6606
6901.830638	-15.576998	6607
6902.874786	-15.526156	6608
6903.924010	-15.188708	6609
6904.967633	-14.437071	6610
6905.996239	-14.039071	6611
6907.064436	-13.750013	6612
6908.103334	-13.007655	6613
6909.151023	-13.171786	6614
6910.187653	-12.221900	6615
6911.238478	-11.750823	6616
6912.291663	-11.767068	6617
6913.322520	-11.904054	6618
6914.371873	-11.622104	6619
6915.417942	-11.081530	6620
6916.459845	-11.140275	6621
6917.501871	-10.645168	6622
6918.557782	-9.977851	6623
6919.571292	-10.531518	6624
6920.652587	-9.038634	6625
6921.683128	-9.413992	6626
6922.746448	-9.027854	6627
6923.771540	-8.745413	6628
6924.828687	-9.061692	6629
6925.856290	-9.338815	6630
6926.921527	-8.655662	6631
6927.951950	-8.177677	6632
6929.002584	-8.222034	6633
6930.049838	-8.138049	6634
6931.076853	-7.053799	6635
6932.138947	-7.316106	6636
6933.174044	-7.309364	6637
6934.217346	-6.961388	6638
6935.283082	-6.709648	6639
6936.314405	-6.674863	6640
6937.373694	-6.304478	6641
6938.405830	-6.499149	6642
6939.447998	-5.509395	6643
6940.490971	-5.725806	6644
6941.547663	-6.272824	6645
6942.581875	-6.392027	6646
6943.650909	-5.748704	6647
6944.665951	-5.824147	6648
6945.739868	-4.347852	6649
6946.758497	-4.878344	6650
6947.840005	-4.935288	6651
6948.850922	-5.504987	6652
6949.912049	-4.334401	6653
6950.939429	-4.166373	6654
6951.997642	-4.037170	6655
6953.037076	-4.299343	6656
6954.097689	-4.450699	6657
6955.118205	-4.046524	6658
6956.171463	-3.681447	6659
6957.218144	-3.980033	6660
6958.276656	-3.494739	6661
6959.307841	-3.296884	6662
6960.361661	-3.457545	6663
6961.385264	-3.649056	6664
6962.456339	-3.329022	6665
6963.472546	-2.879926	6666
6964.546033	-3.309819	6667
6965.563824	-2.780231	6668
6966.641601	-2.800818	6669
6967.649199	-2.574465	6670
6968.721309	-2.936579	6671
