time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
6862.124509	21.718676	1.885372	0.047585	169
6864.214985	22.126709	1.850408	0.048308	171
6866.304719	22.324032	1.822324	0.047596	173
6868.393761	22.124670	1.793355	0.047550	175
6870.481298	21.742016	1.750794	0.048274	177
6872.573707	22.051285	1.706680	0.050775	179
6874.668658	22.795702	1.674260	0.050185	181
6876.757108	22.461954	1.658237	0.048066	183
6878.843068	21.938545	1.617603	0.049226	185
6880.933826	22.125601	1.575850	0.050362	187
6883.025660	22.318722	1.542574	0.050533	189
6885.117684	22.316635	1.512482	0.050424	191
6887.208338	22.225388	1.482716	0.050652	193
6889.297783	22.275536	1.452777	0.050844	195
6891.386405	22.585804	1.423191	0.051778	197
6893.473655	23.157991	1.390146	0.052423	199
6895.565508	23.223206	1.353242	0.052107	201
6897.659327	22.449963	1.316489	0.051162	203
6899.751696	21.746555	1.295392	0.052514	205
6901.840418	22.139780	1.273483	0.053286	207
6903.926581	22.958000	1.242913	0.052977	209
6906.015687	23.282654	1.210144	0.052546	211
6908.104737	23.141249	1.178569	0.052400	213
6910.194872	23.001453	1.149884	0.052318	215
6912.284310	22.903521	1.121738	0.052198	217
6914.374411	22.830887	1.093329	0.052062	219
6916.465051	22.744728	1.064307	0.051968	221
6918.557707	22.861631	1.034925	0.052333	223
6920.652086	23.041134	1.012429	0.052978	225
6922.743751	23.134417	0.991821	0.052290	227
6924.831637	22.956326	0.969299	0.051797	229
6926.915782	22.835503	0.943541	0.052150	231
6929.005045	22.827478	0.915700	0.052314	233
6931.095801	22.966034	0.889112	0.052218	235
6933.184746	23.207098	0.865456	0.051960	237
6935.272177	23.321894	0.843596	0.052131	239
6937.361885	23.497911	0.820480	0.052089	241
6939.455784	23.522118	0.796828	0.051974	243
6941.546923	23.181833	0.774249	0.051126	245
6943.642466	22.599653	0.753809	0.050410	247
6945.735603	22.221249	0.738654	0.050585	249
6947.822431	22.391396	0.720734	0.050310	251
6949.910940	22.965830	0.701476	0.049497	253
6951.996944	23.326641	0.680811	0.048722	255
6954.084932	23.455059	0.660409	0.048117	1
6956.178235	23.359224	0.641103	0.047556	3
6958.262402	23.188915	0.622426	0.046642	5
6960.359991	23.150284	0.604296	0.046204	7
6962.456728	23.281944	0.587058	0.045738	9
6964.554542	23.371445	0.573744	0.045042	11
6966.645024	23.413164	0.560320	0.044467	13
6968.735416	23.466862	0.545844	0.043499	15
