crossing time (s)	slope (V/s)	crossing number
7143.539903	-22.357190	6833
7144.604862	-22.078101	6834
7145.632992	-20.860132	6835
7146.666901	-21.371845	6836
7147.711429	-20.628087	6837
7148.760529	-20.072374	6838
7149.801965	-19.972518	6839
7150.846200	-19.560052	6840
7151.898322	-18.785274	6841
7152.957816	-17.916062	6842
7153.984339	-18.204034	6843
7155.047594	-17.229531	6844
7156.091814	-16.582314	6845
7157.137117	-15.746350	6846
7158.170696	-14.154758	6847
7159.220558	-13.712717	6848
7160.256383	-13.782378	6849
7161.320583	-13.597622	6850
7162.359662	-13.306528	6851
7163.412534	-13.165942	6852
7164.450486	-12.931241	6853
7165.498799	-13.047055	6854
7166.540212	-11.793683	6855
7167.592886	-10.782026	6856
7168.626683	-10.021211	6857
7169.684880	-9.780590	6858
7170.709863	-9.964384	6859
7171.777750	-9.239698	6860
7172.804732	-9.462839	6861
7173.858324	-8.521197	6862
7174.884449	-8.815954	6863
7175.957010	-8.667534	6864
7177.000089	-8.025837	6865
7178.033170	-8.184729	6866
7179.082318	-7.137990	6867
7180.145626	-7.934516	6868
7181.159214	-6.934028	6869
7182.235713	-6.197582	6870
7183.267554	-6.853786	6871
7184.317280	-6.682049	6872
7185.362413	-6.509744	6873
7186.421030	-6.335232	6874
7187.436117	-5.436829	6875
7188.497629	-5.359815	6876
7189.527878	-5.278627	6877
7190.575988	-5.027902	6878
7191.623656	-4.442105	6879
7192.683981	-5.923658	6880
7193.711723	-4.469384	6881
7194.779702	-4.272756	6882
7195.821120	-4.823040	6883
7196.885071	-3.506845	6884
7197.905952	-3.782415	6885
7198.958278	-3.792448	6886
7199.974555	-2.887186	6887
7201.047627	-3.321295	6888
7202.084713	-3.231208	6889
7203.165063	-3.633979	6890
7204.167207	-3.887992	6891
7205.222917	-3.283611	6892
7206.278570	-3.026146	6893
7207.667912	-44.894246	6894
7208.717939	-44.765513	6895
7209.764193	-44.790668	6896
7210.806382	-43.038052	6897
7211.864162	-41.909416	6898
