time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2002.027708	268.449951	3.165946	0.100000	97
2004.123021	277.506042	3.146551	0.100000	99
2006.214147	92.616844	1.848284	-0.100000	101
2008.303962	271.167572	3.026539	0.100000	103
2010.395123	269.110748	2.979874	0.075558	105
2012.487423	268.397125	2.926728	0.064324	107
2014.579586	268.104004	2.887492	0.059888	109
2016.666372	270.810272	2.853312	0.057720	111
2018.755183	271.997070	2.768732	0.038006	113
2020.851735	267.787567	2.721283	0.041965	115
2022.935350	273.010742	2.687689	0.038619	117
2025.032020	268.355103	2.604406	0.026024	119
2027.115353	273.244171	2.585682	0.032422	121
2029.212246	268.195984	2.508882	0.025960	123
2031.294568	273.700714	2.457765	0.017661	125
2033.391255	268.509888	2.417182	0.032409	127
2035.474328	273.184906	2.325365	0.005319	129
2037.569101	269.348450	2.322638	0.033139	131
2039.653161	272.927887	2.215382	0.002280	133
2041.747855	269.300659	2.206498	0.025499	135
