crossing time (s)	slope (V/s)	crossing number
8526.834037	-1.351735	7580
8527.836950	-1.403757	7581
8528.919896	-2.085841	7582
8529.973177	-1.052549	7583
8531.009048	-0.867401	7584
8532.045815	-1.141724	7585
8533.094879	-1.175590	7586
8534.136159	-0.907672	7587
8535.179299	-1.636630	7588
8536.226362	-1.988457	7589
8537.260204	-0.451975	7590
8538.310353	0.029236	7591
8539.359600	-1.484666	7592
8540.383262	-1.657497	7593
8541.444266	-0.538481	7594
8542.469366	-2.172177	7595
8543.496900	-1.838875	7596
8544.566039	-1.540175	7597
8545.599887	-2.695502	7598
8546.655034	-0.455779	7599
8547.692428	-0.920734	7600
8548.734635	-0.769395	7601
8549.766577	-1.250579	7602
8550.823612	-1.089495	7603
8551.851759	-1.120187	7604
8552.899770	-0.576761	7605
