crossing time (s)	slope (V/s)	crossing number
6745.329229	-31.025586	6457
6746.381600	-29.815016	6458
6747.424772	-29.299945	6459
6748.460128	-28.670632	6460
6749.501379	-27.937516	6461
6750.541547	-27.830456	6462
6751.597467	-27.976009	6463
6752.633501	-26.366763	6464
6753.695323	-25.852879	6465
6754.718690	-26.203980	6466
6755.764164	-24.606843	6467
6756.811245	-24.732527	6468
6757.872801	-25.128317	6469
6758.894656	-23.313603	6470
6759.955214	-23.730308	6471
6760.992827	-22.818255	6472
6762.043666	-22.735931	6473
6763.077005	-21.389431	6474
6764.145059	-21.781990	6475
6765.165880	-21.597807	6476
6766.225700	-20.980268	6477
6767.267699	-20.273675	6478
6768.316832	-19.687721	6479
6769.350740	-18.463940	6480
6770.419024	-18.882741	6481
6771.452452	-19.650182	6482
6772.489923	-18.038614	6483
6773.529899	-17.133551	6484
6774.581231	-16.846584	6485
6775.625917	-17.304002	6486
6776.667301	-16.681997	6487
6777.709452	-14.768142	6488
6778.763457	-16.245950	6489
6779.793832	-15.856004	6490
6780.857920	-14.493510	6491
6781.900762	-14.923812	6492
6782.948555	-14.252777	6493
6783.982440	-13.932718	6494
6785.026153	-13.913972	6495
6786.074564	-12.662164	6496
6787.114771	-12.705209	6497
6788.160975	-12.695961	6498
6789.214458	-12.251267	6499
6790.236961	-11.460455	6500
6791.306488	-11.536017	6501
6792.357482	-12.112171	6502
6793.395757	-9.805083	6503
6794.438799	-9.919007	6504
6795.491383	-10.909376	6505
6796.527803	-10.272672	6506
6797.567100	-10.161812	6507
6798.606740	-10.163829	6508
6799.661508	-8.965546	6509
6800.693493	-8.127452	6510
6801.757263	-9.260335	6511
6802.789164	-9.724115	6512
6803.841389	-8.276937	6513
6804.885286	-8.568822	6514
6805.939343	-7.926988	6515
6806.966118	-7.259595	6516
6808.032256	-8.279726	6517
6809.062078	-7.978784	6518
6810.113369	-7.273680	6519
6811.149906	-6.547307	6520
6812.206180	-7.613077	6521
6813.239331	-5.925557	6522
6814.295369	-7.059982	6523
6815.328534	-7.211783	6524
6816.379477	-5.811277	6525
6817.426778	-6.653694	6526
6818.478907	-5.713551	6527
6819.514548	-5.290123	6528
6820.570851	-5.391145	6529
6821.600803	-5.006113	6530
6822.650787	-5.759464	6531
6823.686109	-5.246700	6532
6824.734782	-4.285963	6533
6825.764323	-4.384632	6534
6826.849501	-4.932284	6535
6827.861151	-4.748103	6536
6828.938698	-4.567727	6537
6829.967099	-3.924152	6538
6831.011447	-4.320166	6539
6832.048347	-4.756276	6540
6833.102648	-4.453559	6541
