time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
10193.735893	222.506149	-0.834674	-0.007409	163
10195.819588	222.345871	-0.834213	-0.006287	165
10197.897722	222.213669	-0.830669	-0.004803	167
10199.978282	222.185730	-0.825357	-0.003494	169
10202.059021	222.106583	-0.822998	-0.002484	171
10204.140719	222.146790	-0.822569	-0.001660	173
10206.224256	222.137573	-0.815552	-0.000097	175
10208.306238	222.099380	-0.810845	0.001179	177
10210.387479	222.107880	-0.808322	0.001857	179
10212.472880	222.142502	-0.807094	0.002605	181
10214.549045	222.075027	-0.802469	0.004534	183
10216.633549	222.058090	-0.796387	0.005957	185
10218.715123	222.063187	-0.794180	0.006850	187
10220.794884	222.100784	-0.791673	0.008086	189
10222.880245	222.067444	-0.789928	0.009293	191
10224.958894	222.008057	-0.784509	0.011341	193
10227.041902	221.980759	-0.781466	0.011565	195
10229.122965	221.967697	-0.777506	0.012901	197
10231.204354	221.786453	-0.770103	0.014759	199
10233.289530	221.695282	-0.766227	0.015174	201
10235.375054	221.674408	-0.768128	0.016210	203
10237.460049	221.676865	-0.763687	0.017621	205
10239.537634	221.715057	-0.759257	0.018183	207
10241.621150	221.720428	-0.757027	0.019377	209
10243.701915	221.634003	-0.750232	0.020819	211
10245.787023	221.599579	-0.749212	0.021584	213
10247.867902	221.587799	-0.745058	0.022731	215
10249.947633	221.570236	-0.741433	0.023778	217
10252.024809	221.511948	-0.737894	0.025161	219
10254.115105	221.443375	-0.735207	0.026015	221
10256.193213	221.405930	-0.729245	0.027160	223
10258.270802	221.377594	-0.730725	0.028321	225
10260.355845	221.359451	-0.726675	0.029395	227
10262.437716	221.228836	-0.724116	0.030673	229
10264.514654	221.100510	-0.719202	0.031738	231
10266.604854	221.131622	-0.719889	0.032523	233
10268.682180	221.150635	-0.714175	0.033454	235
10270.768033	221.209518	-0.711042	0.034600	237
10272.850388	221.200241	-0.704912	0.035556	239
10274.932434	221.190521	-0.703725	0.036701	241
10277.011565	221.149872	-0.700152	0.037603	243
10279.093978	221.187820	-0.699032	0.038347	245
10281.179755	221.190948	-0.697380	0.039471	247
10283.258461	221.078201	-0.693681	0.040552	249
10285.339310	220.943008	-0.692114	0.041488	251
10287.421660	220.784622	-0.687784	0.042362	253
10289.505393	220.734299	-0.684384	0.043248	255
10291.584316	220.550919	-0.679173	0.044325	1
10293.668077	220.442978	-0.677406	0.045184	3
10295.749068	220.536499	-0.674466	0.046155	5
10297.825217	220.403122	-0.670469	0.047095	7
10299.910116	220.335541	-0.665501	0.047754	9
10301.995382	220.182724	-0.659594	0.048756	11
10304.080550	220.111725	-0.657468	0.049607	13
10306.158119	220.194321	-0.657123	0.050611	15
10308.242200	220.331284	-0.654533	0.051186	17
10310.322504	220.161606	-0.648166	0.052108	19
10312.408414	220.151184	-0.648561	0.053172	21
10314.490428	220.360031	-0.644974	0.053810	23
10316.567249	220.247467	-0.641213	0.054646	25
10318.649833	220.105728	-0.638430	0.055565	27
10320.733841	219.925674	-0.635245	0.056504	29
10322.815826	219.844406	-0.631615	0.057184	31
10324.905547	220.026154	-0.630131	0.058243	33
10326.983091	219.808533	-0.625839	0.059071	35
