time (s)	det(V)
10195.034963	0.869196	
10195.036446	0.941633	
10195.038215	0.867081	
10195.039695	0.690995	
10195.041451	0.774164	
10195.042950	0.884354	
10195.044713	0.813343	
10195.046210	0.643251	
10195.047965	0.725808	
10195.049477	0.732543	
10195.051200	0.753958	
10195.052724	0.749688	
10195.054462	0.718980	
10195.056004	0.681520	
10195.057690	0.607810	
10195.059247	0.549548	
10195.060941	0.585574	
10195.062502	0.584877	
10195.064195	0.653447	
10195.065800	0.370675	
10195.067292	0.616604	
10195.068910	0.503070	
10195.070440	0.446150	
10195.072067	0.566177	
10195.073541	0.500306	
10195.075180	0.505865	
10195.076654	0.529774	
10195.078354	0.454673	
10195.079838	0.624254	
10195.081548	0.492572	
10195.083028	0.448611	
10195.084736	0.419667	
10195.086240	0.540908	
10195.088010	0.422278	
10195.089516	0.430725	
10195.091241	0.477675	
10195.092762	0.490836	
10195.094494	0.496065	
10195.096030	0.465796	
10195.097726	0.524750	
10195.099274	0.387880	
10195.100971	0.501172	
10195.102531	0.399961	
10195.104206	0.445702	
10195.105776	0.518188	
10195.107446	0.503312	
10195.109042	0.368262	
10195.110686	0.443261	
10195.112298	0.430995	
10195.113929	0.401427	
10195.115557	0.358026	
10195.117194	0.417339	
10195.118831	0.332756	
10195.120449	0.468499	
10195.122130	0.416070	
10195.123702	0.525922	
10195.125373	0.358433	
10195.126945	0.505209	
10195.128638	0.301013	
10195.130200	0.448973	
10195.131889	0.248540	
10195.133434	0.291240	
10195.135138	0.302427	
10195.136628	0.370127	
10195.138287	0.280928	
10195.139771	0.465667	
10195.141394	0.267574	
10195.142892	0.498490	
10195.144484	0.424642	
10195.146014	0.378397	
10195.147634	0.329610	
10195.149190	0.296582	
10195.150774	0.414753	
10195.152384	0.189336	
10195.153955	0.212048	
10195.155588	0.217571	
10195.157193	0.348946	
10195.158865	0.264271	
10195.160464	0.306762	
10195.162106	0.151768	
10195.163712	0.189453	
10195.165384	0.269085	
10195.166960	0.364012	
10195.168651	0.214038	
10195.170200	0.476402	
10195.171903	0.134696	
10195.173450	0.272569	
10195.175162	0.244979	
10195.176694	0.313404	
10195.178415	0.157250	
10195.179925	0.110502	
10195.181705	0.208664	
10195.183184	0.187962	
10195.184970	0.158793	
10195.186453	0.156332	
10195.188224	0.194279	
10195.189707	0.203419	
10195.191503	0.092822	
10195.192992	0.178226	
10195.194796	0.181864	
10195.196274	0.120641	
10195.198043	0.078227	
10195.199546	0.067979	
10195.201299	0.095363	
10195.202808	0.056377	
10195.204534	0.103396	
10195.206058	0.125213	
10195.207787	0.044349	
10195.209330	0.054303	
10195.210835	0.226614	
10195.212483	0.056679	
10195.213977	0.121632	
10195.215615	0.284706	
10195.217133	0.101889	
10195.218811	-0.005917	
10195.220296	0.142044	
10195.222025	0.048607	
10195.223498	0.148062	
10195.225241	0.206348	
10195.226709	0.131582	
10195.228422	0.100612	
10195.229927	0.072289	
10195.231686	0.106921	
10195.233170	0.061131	
10195.234962	0.087790	
10195.236439	0.064885	
10195.238210	0.093692	
10195.239691	0.078581	
10195.241466	0.140299	
10195.242943	0.111247	
10195.244688	0.098864	
10195.246181	0.053501	
10195.247921	0.101281	
10195.249452	0.145899	
10195.251190	0.138833	
10195.252713	0.058609	
10195.254425	0.078195	
10195.255964	0.111626	
10195.257654	0.075814	
10195.259213	0.219480	
10195.260886	0.079734	
10195.262456	-0.000595	
10195.264105	0.064974	
10195.265692	0.069618	
10195.267344	0.142503	
10195.268950	-0.050514	
10195.270586	0.095661	
10195.272189	0.043708	
10195.273819	0.164711	
10195.275489	-0.057765	
10195.277075	0.150592	
10195.278762	-0.020966	
10195.280238	0.138628	
10195.281879	0.140803	
10195.283354	0.130853	
10195.284988	0.039720	
10195.286471	0.044897	
10195.288089	0.041279	
10195.289590	0.168063	
10195.291246	0.035599	
10195.292770	0.010418	
10195.294414	0.287426	
10195.295949	0.119344	
10195.297579	0.229909	
10195.299138	0.068905	
10195.300803	0.042500	
10195.302376	0.044828	
10195.304042	0.102457	
10195.305634	0.032320	
10195.307264	-0.014960	
10195.308894	0.150205	
10195.310542	0.072769	
10195.312160	-0.016588	
10195.313767	0.034487	
10195.315429	-0.065093	
10195.317027	0.095577	
10195.318707	-0.144793	
10195.320277	0.004025	
10195.321985	-0.045934	
10195.323543	-0.054615	
10195.325236	-0.098616	
10195.326794	-0.074551	
10195.328480	-0.070164	
10195.330028	0.032554	
10195.331759	-0.120007	
10195.333260	-0.077016	
10195.335021	-0.104824	
10195.336505	-0.027214	
10195.338273	-0.115624	
10195.339759	-0.146251	
10195.341544	-0.143145	
10195.343040	0.118619	
10195.344838	-0.140451	
10195.346313	-0.096393	
10195.348100	-0.129494	
10195.349586	0.007570	
10195.351336	-0.088695	
10195.352840	-0.204803	
10195.354403	-0.155198	
10195.355962	-0.070245	
10195.357457	-0.061169	
10195.359084	-0.209750	
10195.360641	-0.083417	
10195.362258	-0.154509	
10195.363777	-0.151754	
10195.365479	-0.112844	
10195.366963	-0.062881	
10195.368662	-0.128813	
10195.370258	-0.098089	
10195.371971	-0.084271	
10195.373529	-0.087216	
10195.375240	-0.112635	
10195.376779	0.022072	
10195.378489	-0.267447	
10195.380037	-0.112047	
10195.381736	-0.132579	
10195.383248	-0.078813	
10195.385001	-0.095551	
10195.386492	-0.008100	
10195.388259	-0.104921	
10195.389737	0.014813	
10195.391523	-0.136257	
10195.393000	-0.065979	
10195.394771	-0.015431	
10195.396255	-0.180641	
10195.398005	-0.108627	
10195.399518	-0.060210	
10195.401274	-0.083232	
10195.402789	-0.002589	
10195.404509	-0.133163	
10195.406034	-0.139576	
10195.407738	-0.065701	
10195.409276	-0.005478	
10195.410964	0.006849	
10195.412512	-0.097915	
10195.414192	-0.078112	
10195.415771	-0.151915	
10195.417453	-0.077903	
10195.419030	-0.274650	
10195.420676	-0.150066	
10195.422279	-0.221452	
10195.423805	0.105736	
10195.425462	0.025069	
10195.426938	-0.027891	
10195.428580	-0.161120	
10195.430055	-0.205391	
10195.431695	-0.189407	
10195.433176	-0.187082	
10195.434866	-0.112691	
10195.436348	-0.138174	
10195.438041	-0.111338	
10195.439539	-0.226822	
10195.441221	-0.123189	
10195.442749	-0.178635	
10195.444497	-0.209931	
10195.446035	-0.393425	
10195.447751	-0.174280	
10195.449289	-0.256079	
10195.450990	-0.154030	
10195.452538	-0.343413	
10195.454213	-0.229166	
10195.455785	-0.282058	
10195.457433	-0.192291	
10195.459028	-0.247398	
10195.460698	-0.239152	
10195.462287	-0.284656	
10195.463925	-0.282259	
10195.465523	-0.424882	
10195.467152	-0.208408	
10195.468824	-0.301563	
10195.470420	-0.351518	
10195.472095	-0.347208	
10195.473673	-0.346950	
10195.475359	-0.350527	
10195.476945	-0.347760	
10195.478604	-0.411351	
10195.480165	-0.394263	
10195.481878	-0.485931	
10195.483426	-0.460452	
10195.485140	-0.483128	
10195.486680	-0.422715	
10195.488406	-0.399963	
10195.489918	-0.359390	
10195.491663	-0.529683	
10195.493151	-0.406158	
10195.494775	-0.060295	
10195.496284	-0.484497	
10195.497864	-0.337604	
10195.499406	-0.383954	
10195.500963	-0.411004	
10195.502524	-0.574937	
10195.504126	-0.484389	
10195.505708	-0.497493	
10195.507265	-0.415544	
10195.508885	-0.486830	
10195.510385	-0.329870	
10195.512084	-0.530360	
10195.513658	-0.546678	
10195.515342	-0.555118	
10195.516902	-0.260257	
10195.518585	-0.581249	
10195.520153	-0.484006	
10195.521833	-0.564282	
10195.523371	-0.450309	
10195.525099	-0.557374	
10195.526636	-0.423996	
