crossing time (s)	slope (V/s)	crossing number
1174.152135	71.253154	210
1175.195921	63.957596	211
1176.235587	63.568338	212
1177.285633	56.597207	213
1178.349877	58.382292	214
1179.379058	53.443553	215
1180.417872	52.065017	216
1181.471356	46.941279	217
1182.513264	48.151217	218
1183.556078	46.305627	219
1184.602236	42.246355	220
1185.662049	40.131157	221
1186.681771	39.288008	222
1187.738465	36.154970	223
1188.786966	34.397829	224
1189.822734	34.864519	225
1190.863530	30.518300	226
1191.911684	30.429701	227
1192.951295	27.191243	228
1194.010997	26.936246	229
1195.046602	24.780138	230
1196.074551	23.303840	231
1197.130706	22.460937	232
1198.198195	20.918152	233
1199.211756	19.042758	234
1200.262371	18.363039	235
1201.303391	17.788895	236
1202.373121	16.859852	237
1203.401874	14.420213	238
1204.441897	13.473866	239
1205.477847	12.339784	240
1206.517408	11.963951	241
1207.552654	11.484054	242
1208.610846	10.272418	243
1209.636667	10.081127	244
1210.699280	9.413264	245
1211.730648	8.566784	246
1212.786348	7.901640	247
1213.828127	7.067381	248
1214.876610	6.492591	249
1215.897615	5.610975	250
1216.973114	5.019912	251
1217.987768	4.426434	252
1219.084830	3.820527	253
1220.084647	3.775810	254
1221.146962	3.041323	255
1222.175391	3.162022	256
1223.243468	2.864673	257
1224.253077	2.176898	258
1225.342341	2.546978	259
1226.336206	1.881441	260
1227.411973	2.054393	261
1228.402679	1.312828	262
1229.500626	1.867633	263
