crossing time (s)	slope (V/s)	crossing number
1105.756639	79.228484	173
1106.791093	75.459596	174
1107.820737	67.090526	175
1108.883226	63.450187	176
1109.913573	56.964229	177
1110.975745	53.613520	178
1112.008631	49.708800	179
1113.066855	43.540796	180
1114.110589	39.927693	181
1115.155375	36.180986	182
1116.195557	32.252759	183
1117.243852	29.574250	184
1118.291657	25.677667	185
1119.328953	23.697797	186
1120.381357	20.395243	187
1121.416125	18.296217	188
1122.458917	15.905181	189
1123.490300	14.231348	190
1124.564997	11.733211	191
1125.578162	11.287339	192
1126.634069	9.327667	193
1127.673900	8.203575	194
1128.735519	6.382283	195
1129.778224	6.300835	196
1130.820855	4.941578	197
1131.854666	4.751579	198
1132.895618	3.957087	199
1133.949813	3.314346	200
1134.936528	2.439819	201
1136.064159	2.017675	202
1136.995790	1.828855	203
