time (s)	det(V)
451.353593	-0.067930	
451.355136	-0.101071	
451.356859	-0.069827	
451.358397	-0.122719	
451.360103	-0.049154	
451.361653	-0.082899	
451.363359	-0.053315	
451.364918	-0.044908	
451.366603	-0.057774	
451.368179	-0.197472	
451.369840	-0.044227	
451.371420	-0.028992	
451.373074	-0.048275	
451.374668	-0.075265	
451.376315	-0.051683	
451.377939	-0.060397	
451.379542	-0.060372	
451.381216	-0.099870	
451.382806	-0.061819	
451.384482	-0.194616	
451.386079	-0.045613	
451.387754	-0.088140	
451.389335	-0.023691	
451.391032	-0.078649	
451.392591	-0.039268	
451.394307	-0.122558	
451.395849	-0.131464	
451.397558	-0.106561	
451.399123	-0.092269	
451.400837	-0.137728	
451.402390	-0.042052	
451.404096	-0.069823	
451.405578	-0.147429	
451.407232	-0.036525	
451.408722	-0.018252	
451.410324	-0.076748	
451.411834	-0.060256	
451.413391	-0.041314	
451.414967	-0.107822	
451.416578	-0.090037	
451.418180	-0.213952	
451.419760	-0.113836	
451.421393	-0.041101	
451.422946	-0.055240	
451.424576	-0.159062	
451.426201	-0.034434	
451.427857	-0.102787	
451.429461	-0.032259	
451.431107	-0.053045	
451.432703	-0.088305	
451.434397	-0.086665	
451.435963	-0.045347	
451.437671	-0.110223	
451.439229	-0.064348	
451.440935	-0.110686	
451.442488	-0.023489	
451.444202	-0.045738	
451.445763	-0.075072	
451.447483	-0.083197	
451.448994	-0.069110	
451.450751	-0.063386	
451.452230	-0.090496	
451.454016	-0.076276	
451.455498	-0.059406	
451.457269	-0.122473	
451.458760	-0.043155	
451.460559	-0.064993	
451.462033	-0.096450	
451.463818	-0.019054	
451.465303	-0.103580	
451.467068	-0.081537	
451.468569	-0.081086	
451.470319	-0.051397	
451.471842	-0.049431	
451.473584	-0.015916	
451.475109	-0.100003	
451.476818	-0.053262	
451.478361	-0.147106	
451.479869	-0.111854	
451.481529	-0.074935	
451.483023	-0.116930	
451.484647	-0.058411	
451.486171	-0.093284	
451.487815	-0.053496	
451.489294	-0.035888	
451.491027	-0.106444	
451.492503	-0.043731	
451.494224	-0.067253	
451.495709	-0.095697	
451.497410	-0.076993	
451.498895	-0.062314	
451.500682	-0.068502	
451.502171	-0.069041	
451.503959	-0.081896	
451.505441	-0.099705	
451.507232	-0.079116	
451.508716	-0.046430	
451.510498	-0.048654	
451.511982	-0.080220	
