crossing time (s)	slope (V/s)	crossing number
451.102988	-20.361904	217
451.543808	0.178085	218
451.924734	-7.397515	219
452.318787	-6.832966	220
452.694662	-2.783564	221
453.168571	-14.877054	222
453.986032	-7.930993	223
454.439885	-7.639364	224
454.777276	0.873574	225
455.287792	-12.193853	226
455.967762	-0.262051	227
456.531343	-4.529646	228
457.385778	-8.007791	229
458.038859	0.217659	230
458.661641	-2.083071	231
459.481688	-8.247465	232
460.222893	-3.880563	233
460.834887	-2.393801	234
461.525959	-5.083146	235
462.279941	-0.037734	236
462.974348	-4.109034	237
463.630185	-5.138064	238
464.282375	1.302829	239
465.070136	-7.733851	240
465.757309	-4.678708	241
466.362725	0.809597	242
466.892483	-19.583133	243
467.599990	-0.083179	244
470.172191	-13.539204	245
470.426405	-20.800811	246
