crossing time (s)	slope (V/s)	crossing number
1870.807448	106.823570	745
1871.856640	108.498109	746
1872.896897	107.324014	747
1873.944380	104.760797	748
1875.000319	101.559990	749
1876.053288	103.523017	750
1877.092998	94.606192	751
1878.131643	98.688866	752
1879.171808	94.088201	753
1880.221892	91.859552	754
1881.274436	93.344474	755
1882.299338	89.742031	756
1883.381076	86.834256	757
1884.401428	86.658592	758
1885.445501	86.313109	759
1886.484975	79.444192	760
1887.545486	83.471710	761
1888.572158	78.511199	762
1889.621074	78.679763	763
1890.668000	75.701588	764
1891.709937	75.873815	765
1892.775838	71.995015	766
1893.805189	73.991295	767
1894.859573	70.210736	768
1895.908305	68.210031	769
1896.947585	68.768386	770
1897.981169	65.039546	771
1899.045416	64.305389	772
1900.078690	63.494950	773
1901.117885	60.450020	774
1902.177670	60.442807	775
1903.203241	59.372358	776
1904.261080	56.717239	777
1905.295450	55.699240	778
1906.352056	55.560880	779
1907.374692	53.119739	780
1908.436308	52.289452	781
1909.463921	50.963295	782
1910.538692	50.025616	783
1911.558617	48.012821	784
1912.617656	47.937058	785
1913.646820	45.316982	786
1914.709105	44.703465	787
1915.745819	42.852349	788
1916.802449	43.486141	789
1917.833674	41.035042	790
1918.887992	40.310991	791
1919.917847	39.453387	792
1920.968632	38.403067	793
1921.992879	37.142709	794
1923.058102	36.112036	795
1924.096306	35.256587	796
1925.143489	34.103596	797
1926.184565	33.107352	798
1927.248954	31.635155	799
1928.273337	31.435266	800
1929.321382	30.150953	801
1930.365749	29.350058	802
1931.404158	28.126583	803
1932.448249	27.729640	804
1933.483537	27.389413	805
1934.540112	26.161553	806
1935.599357	25.416333	807
1936.615953	24.349731	808
1937.676318	24.113780	809
1938.713467	22.536691	810
1939.753529	22.572449	811
1940.799304	20.957800	812
1941.849789	20.890487	813
1942.875084	19.513295	814
1943.950262	19.776706	815
1944.966570	18.588840	816
1946.027504	17.779824	817
1947.050576	17.150634	818
1948.120108	16.956472	819
1949.140847	16.465027	820
1950.208603	15.839140	821
1951.224214	15.124370	822
1952.285750	14.665441	823
1953.308436	14.281934	824
1954.383976	13.338125	825
1955.407162	13.330296	826
1956.459152	13.121980	827
1957.487916	12.235255	828
1958.558652	11.557934	829
1959.578071	11.044930	830
1960.633467	10.939705	831
1961.656973	10.187995	832
1962.726361	10.196903	833
1963.752050	8.951156	834
1964.809011	9.014482	835
1965.829870	8.424580	836
1966.888562	8.563386	837
1967.924675	7.873576	838
1968.983183	7.819577	839
1970.032181	7.367358	840
1971.064040	7.187280	841
1972.103744	7.079900	842
1973.154338	6.490152	843
1974.195872	6.256378	844
1975.247124	5.571751	845
1976.268839	5.644354	846
1977.323953	5.211256	847
1978.355455	5.283265	848
1979.412708	4.106927	849
1980.423663	4.534833	850
1981.507876	4.486737	851
