crossing time (s)	slope (V/s)	crossing number
4627.367111	31.400209	3196
4628.422013	26.443623	3197
4629.455175	25.352889	3198
4630.505475	28.228676	3199
4631.538060	29.981896	3200
4632.578045	28.831148	3201
4633.618393	27.217707	3202
4634.670194	26.278113	3203
4635.714023	25.635842	3204
4636.774241	27.132284	3205
4637.798221	28.163087	3206
4638.844901	24.958866	3207
4639.880771	24.316748	3208
4640.922012	25.020843	3209
4641.970115	25.085515	3210
4643.013018	26.021494	3211
4644.053624	23.120918	3212
4645.092176	23.887959	3213
4646.152104	25.159498	3214
4647.166156	24.594634	3215
4648.224903	23.191318	3216
4649.260259	22.357116	3217
4650.304352	23.951979	3218
4651.354630	22.888125	3219
4652.394435	21.921164	3220
4653.442021	22.737768	3221
4654.470376	22.575715	3222
4655.514338	22.613092	3223
4656.561700	20.704531	3224
4657.609449	21.602193	3225
4658.646713	21.886751	3226
4659.679798	20.832862	3227
4660.745371	20.764486	3228
4661.777138	20.539508	3229
4662.823060	21.140108	3230
4663.871206	19.194882	3231
4664.891367	20.008333	3232
4665.953621	19.911653	3233
4666.981533	19.887218	3234
4668.022250	19.105545	3235
4669.068244	18.132581	3236
4670.107628	19.183233	3237
4671.156538	18.670179	3238
4672.191597	18.434300	3239
4673.242382	17.903877	3240
4674.277764	18.666886	3241
4675.320962	17.766502	3242
4676.358199	17.864902	3243
4677.411464	17.695854	3244
4678.447735	17.586511	3245
4679.496215	17.124203	3246
4680.519656	16.795791	3247
4681.583119	16.535536	3248
4682.612254	15.978365	3249
