time (s)	magX	magY	magZ
1789.333478	170.239624	80.862656	-53.757454
1789.336737	164.921097	77.589706	-49.257164
1789.340070	158.842773	74.959671	-45.165985
1789.342967	153.524261	73.147865	-41.367039
1789.346313	148.556396	70.050262	-37.334312
1789.349641	143.588547	67.654007	-34.178261
1789.352584	138.328461	66.075974	-31.898891
1789.355882	134.003510	64.673294	-27.924610
1789.359213	129.152542	61.634132	-25.236122
1789.362550	125.002922	59.822327	-22.898308
1789.365877	120.561073	57.601402	-20.502048
1789.369208	116.119232	56.198715	-17.638229
1789.372545	112.670952	54.620689	-16.469322
1789.375873	108.696671	52.867329	-13.839279
1789.379213	105.482178	50.880188	-12.085918
1789.382546	101.975449	49.828171	-10.507889
1789.385875	98.351837	48.074810	-8.637642
1789.389212	94.962006	46.789013	-7.176510
1789.392548	91.981293	45.210987	-6.299828
1789.395914	88.591461	43.516071	-5.832264
1789.399203	85.610756	41.938049	-3.552895
1789.402547	82.220924	40.652252	-3.202225
1789.406725	77.253067	38.314438	-0.981300
1789.410076	74.564583	37.379311	-0.163063
1789.413416	72.635887	36.210403	0.304497
1789.416328	70.239624	35.099941	2.116302
1789.419654	67.726479	33.814144	1.940971
1789.422989	64.862656	32.937462	2.525421
1789.425882	62.933956	32.060783	3.694328
1789.429204	61.005260	30.716539	3.869659
1789.432535	59.544125	29.664524	5.330795
1789.435874	56.972530	28.729399	5.389236
1789.439227	55.394505	27.326710	6.499702
1789.442540	53.816483	26.683811	6.265923
1789.445873	51.712448	25.865576	6.675041
1789.449207	50.309761	25.339567	7.025719
1789.452541	48.848625	24.521332	7.551720
1789.455875	47.562828	23.527761	7.843948
1789.459206	45.809467	23.060200	7.610168
1789.462532	44.348335	22.183517	7.201050
1789.465867	43.354763	21.189947	7.610168
1789.469209	42.068962	20.254822	7.551720
1789.472531	41.192284	20.254822	7.843948
1789.475871	39.672707	19.845703	7.727058
1789.480138	37.685562	18.501461	8.194626
1789.483523	36.691994	18.501461	8.486847
1789.486332	35.990646	17.800117	8.369957
1789.489656	34.880184	17.157219	8.077728
1789.492965	34.237286	17.215664	8.253067
1789.496290	33.945061	16.748100	7.843948
1789.499196	33.477497	16.163647	7.668610
1789.502535	32.250145	16.222092	7.785500
1789.505870	32.016365	15.988311	8.253067
1789.509197	31.022793	15.345411	8.077728
1789.512534	30.321449	15.871420	7.843948
1789.515864	29.269432	15.286966	8.486847
1789.519197	28.801872	15.053185	7.785500
1789.522534	28.568089	14.410286	8.077728
1789.525862	27.282288	13.767387	8.019287
1789.529197	26.990063	13.767387	7.317940
1789.532543	26.522499	13.358271	7.317940
1789.535865	25.821156	13.066044	7.084160
1789.539200	25.704266	13.299825	7.376389
1789.542528	25.119812	12.481590	8.194626
1789.545902	24.652248	13.066044	8.369957
1789.550466	23.775570	12.189363	7.843948
1789.553377	23.015778	12.014026	8.662186
1789.556717	22.314434	11.195791	8.895966
1789.560055	21.671535	11.955582	7.493279
1789.562950	21.846874	10.962009	8.603737
1789.566306	21.496201	11.020454	8.194626
1789.569193	20.736412	11.020454	7.960838
1789.572518	20.151958	10.494448	8.253067
1789.575864	20.035069	10.026884	8.486847
1789.579229	19.275276	10.494448	7.201050
1789.582529	19.216831	9.793104	8.779076
1789.585859	18.983051	9.500877	8.311516
1789.589191	18.807716	9.909994	8.779076
1789.592526	18.106373	9.325541	8.019287
1789.595857	18.106373	9.383986	8.837517
1789.599187	18.457043	8.974869	7.960838
1789.602519	17.580360	9.267096	7.960838
1789.605854	17.580360	8.974869	7.551720
1789.609189	17.112797	8.741087	8.253067
1789.612554	16.995907	8.273525	8.019287
1789.615852	16.995907	8.331970	7.376389
1789.619192	16.177673	8.682642	8.603737
1789.623391	16.002338	7.981298	7.025719
1789.626779	15.827000	8.098188	7.727058
1789.630107	16.294563	8.215080	7.317940
1789.632980	15.885448	8.565752	7.551720
1789.636271	16.002338	8.565752	7.902390
1789.639609	16.177673	8.448860	7.317940
1789.642517	15.768559	8.156633	7.259499
1789.645848	14.891876	8.098188	7.084160
1789.649185	15.125656	7.864407	7.317940
1789.652518	15.359436	8.507305	7.376389
1789.655886	14.774982	8.039743	7.259499
1789.659181	14.365871	8.039743	7.434830
1789.662528	15.008766	8.215080	7.025719
1789.665848	14.774982	8.448860	6.850380
1789.669184	14.482761	7.747517	6.967270
1789.672514	14.365871	7.981298	7.376389
1789.675849	14.365871	7.981298	7.317940
1789.679179	14.132088	7.922853	6.967270
1789.682514	14.950325	7.338398	6.733482
1789.685849	14.482761	7.338398	6.733482
1789.689194	14.365871	7.630627	6.967270
1789.692520	14.365871	7.630627	7.025719
1789.696699	13.781418	7.630627	6.967270
1789.700066	14.248978	7.396843	7.259499
1789.703359	14.307423	7.864407	6.967270
1789.706291	14.190529	7.805962	7.785500
1789.709603	13.664520	7.747517	7.084160
1789.712937	13.956749	7.455288	6.967270
1789.715843	14.015198	7.689072	7.376389
1789.719179	13.956749	7.396843	7.551720
1789.722513	13.606079	7.279953	6.967270
1789.725843	14.365871	7.338398	7.259499
1789.729173	14.541203	7.279953	7.434830
1789.732529	14.541203	7.513733	8.019287
1789.735855	13.722969	7.864407	7.960838
1789.739177	14.248978	7.572180	7.960838
1789.742545	14.482761	7.805962	8.428406
1789.745842	14.774982	8.098188	7.785500
1789.749189	14.716541	7.396843	7.376389
1789.752509	14.599651	7.747517	7.960838
1789.755840	15.359436	7.747517	7.843948
1789.759169	15.359436	7.396843	7.960838
1789.762513	14.541203	7.572180	8.136177
1789.765838	15.008766	8.741087	6.967270
1789.770042	15.242546	8.507305	6.967270
1789.773381	15.534775	8.039743	7.084160
1789.776696	15.827000	8.273525	7.785500
1789.779621	16.177673	8.916424	7.317940
1789.782960	16.353012	8.974869	7.493279
1789.785891	16.294563	9.325541	6.675041
1789.789166	16.762127	9.208651	8.077728
1789.792517	16.879017	8.916424	6.733482
1789.795838	17.112797	9.325541	7.610168
1789.799166	17.229687	9.676212	7.376389
1789.802498	16.879017	9.267096	7.960838
1789.805838	17.931030	9.559322	7.493279
1789.809168	17.872589	9.851549	7.727058
1789.812499	17.872589	9.734657	8.253067
1789.815837	18.106373	9.909994	8.428406
1789.819169	17.931030	10.494448	8.428406
1789.822506	18.457043	10.669783	7.960838
1789.825836	18.573933	10.319111	8.545296
1789.829168	19.450615	10.552893	7.960838
1789.832498	19.684395	10.786674	8.194626
1789.835857	19.216831	10.669783	7.843948
1789.840102	19.859730	10.728230	8.603737
1789.843421	20.444183	11.020454	8.194626
1789.846754	20.911747	11.371128	8.077728
1789.849610	21.028637	11.604908	8.019287
1789.852917	21.262421	11.838690	8.019287
1789.856249	21.788425	12.014026	8.136177
1789.859162	22.255989	12.189363	7.727058
1789.862493	22.197544	12.656926	7.843948
1789.865828	23.424896	12.481590	8.603737
1789.869163	23.366451	13.241380	8.779076
1789.872494	23.658676	13.416716	8.895966
1789.875831	24.301575	13.124489	8.720627
1789.879174	24.886028	14.176505	7.960838
1789.882489	25.528927	13.650496	8.603737
1789.885823	25.704266	14.118059	8.019287
1789.889161	26.464054	14.760959	8.837517
1789.892492	26.697834	15.111630	8.311516
1789.895823	27.574520	15.520748	9.305084
1789.899158	28.100525	15.988311	8.895966
1789.902495	29.152542	16.338982	8.486847
1789.905862	29.561661	16.689655	8.662186
1789.909163	30.496784	17.332554	9.129745
1789.913344	32.367035	17.683226	8.428406
1789.916674	33.185272	18.033897	8.779076
1789.919997	34.178841	18.501461	8.662186
1789.922936	34.880184	19.495031	8.486847
1789.926247	36.458210	19.728813	7.493279
1789.929598	37.334892	20.605494	7.610168
1789.932486	37.977791	21.540619	7.960838
1789.935820	39.263588	21.657509	7.727058
1789.939158	40.666275	22.534191	7.902390
1789.942492	41.192284	23.235535	7.201050
1789.945841	42.536530	24.287552	7.376389
1789.949164	43.997662	24.813559	6.850380
