time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3686.261965	89.440002	2.138308	-0.100000	41
3688.350298	88.906517	2.174413	-0.100000	43
3690.435008	89.873314	2.091169	-0.100000	45
3692.528105	88.544861	2.076028	-0.100000	47
3694.609044	277.067657	1.944717	0.100000	49
3696.695864	101.855782	1.873217	-0.100000	51
3698.786508	92.131104	1.965068	-0.100000	53
3700.876324	88.800575	1.953248	-0.100000	55
3702.964368	91.600212	1.915725	-0.100000	57
3705.051492	88.042160	1.897333	-0.100000	59
3707.136057	91.824959	1.860767	-0.100000	61
3709.218591	86.702103	1.839653	-0.100000	63
3711.305849	86.206329	1.787694	-0.100000	65
3713.399591	90.138374	1.762012	-0.100000	67
3715.484453	88.227211	1.762009	-0.100000	69
3717.565437	85.278381	1.699164	-0.100000	71
3719.661520	89.785980	1.681354	-0.100000	73
3721.740105	85.521492	1.669965	-0.100000	75
3723.832033	83.055618	1.590499	-0.100000	77
3725.917972	87.588531	1.615828	-0.100000	79
3728.000049	274.277191	1.649567	0.100000	81
3730.093948	91.570778	1.537663	-0.100000	83
3732.172222	84.633301	1.519933	-0.100000	85
3734.263886	274.509369	1.591771	0.100000	87
3736.354366	88.262802	1.467058	-0.100000	89
3738.432629	84.984673	1.437271	-0.100000	91
3740.517742	84.497276	1.389926	-0.100000	93
3742.610835	86.707916	1.366019	-0.100000	95
3744.701230	87.369995	1.350584	-0.100000	97
3746.787600	86.915672	1.326199	-0.100000	99
3748.873500	80.476921	1.264531	-0.100000	101
3750.959974	86.132896	1.270784	-0.100000	103
3753.047423	85.850349	1.250530	-0.100000	105
3755.131597	85.596008	1.230078	-0.100000	107
3757.212398	85.290756	1.208751	-0.100000	109
3759.292530	270.024658	1.259633	0.100000	111
3761.381819	274.925385	1.198555	0.100000	113
3763.478207	84.414169	1.123264	-0.100000	115
3765.558448	269.637848	1.191522	0.100000	117
3767.636114	267.213867	1.151316	0.100000	119
3769.733495	84.496864	1.042602	-0.100000	121
3771.823338	270.565430	1.103500	0.100000	123
3773.895935	267.590912	1.065841	0.100000	125
3775.985726	267.927490	1.006572	0.100000	127
3778.082570	269.795288	0.985430	0.100000	129
3780.162117	269.325867	0.973830	0.100000	131
3782.237639	264.284119	-0.926977	0.100000	133
3784.328123	264.312531	-0.897073	0.100000	135
3786.422274	264.568787	-0.847703	0.100000	137
3788.513790	263.933502	-0.861290	0.100000	139
3790.602143	261.193420	-0.751651	0.100000	141
3792.687907	264.230957	-0.827679	0.100000	143
3794.774331	264.284698	-0.807006	0.100000	145
