crossing time (s)	slope (V/s)	crossing number
3686.254247	44.695531	2345
3687.300904	50.967162	2346
3688.362286	50.000852	2347
3689.397547	45.317483	2348
3690.431108	50.537853	2349
3691.484627	47.160526	2350
3692.519959	44.801151	2351
3693.568778	47.670511	2352
3694.606841	47.201410	2353
3695.666259	43.029476	2354
3696.695972	42.876305	2355
3697.742921	45.970073	2356
3698.784375	40.565346	2357
3699.832598	43.483833	2358
3700.878173	42.077443	2359
3701.921175	40.929643	2360
3702.966210	39.852511	2361
3704.001749	40.016092	2362
3705.054527	39.822514	2363
3706.083128	38.420689	2364
3707.138029	35.900272	2365
3708.187864	38.230512	2366
3709.210359	36.948317	2367
3710.279202	35.799989	2368
3711.299536	35.967381	2369
3712.367838	35.160413	2370
3713.406924	34.006897	2371
3714.435216	33.754046	2372
3715.484121	33.677226	2373
3716.535152	33.288654	2374
3717.563755	32.024184	2375
3718.616764	31.643210	2376
3719.665607	31.963251	2377
3720.700329	30.364506	2378
3721.747476	29.762813	2379
3722.795555	29.987914	2380
3723.849582	29.537630	2381
3724.859805	28.702621	2382
3725.920313	27.394273	2383
3726.972032	27.603590	2384
3728.000854	28.017913	2385
3729.047980	26.425457	2386
3730.052118	26.139108	2387
3731.147643	25.574990	2388
3732.172508	25.359523	2389
3733.235581	23.806458	2390
3734.268417	23.736807	2391
3735.318196	23.689658	2392
3736.354443	23.118405	2393
3737.401066	22.906483	2394
3738.435723	22.386306	2395
3739.494270	22.297052	2396
3740.515335	21.735310	2397
3741.571137	20.944744	2398
3742.614834	20.814836	2399
3743.650298	20.656457	2400
3744.707445	20.087894	2401
3745.738601	19.933228	2402
3746.790652	19.026768	2403
3747.838913	18.885627	2404
3748.872713	18.559662	2405
3749.912819	18.739696	2406
3750.961049	17.821581	2407
3752.001543	18.499631	2408
3753.050552	16.911511	2409
3754.079045	16.883906	2410
3755.127806	17.266324	2411
3756.179233	15.781691	2412
3757.217203	16.573137	2413
3758.272499	15.219911	2414
3759.293580	15.367781	2415
3760.371938	15.452831	2416
3761.382388	14.360167	2417
3762.425917	14.910590	2418
3763.478191	13.270239	2419
3764.518625	14.109456	2420
3765.550413	13.826916	2421
3766.616655	12.869259	2422
3767.642744	13.197427	2423
3768.707706	13.363834	2424
3769.742609	12.230709	2425
3770.776337	11.654965	2426
3771.838016	12.122461	2427
3772.883889	11.239322	2428
3773.903419	11.763250	2429
3774.970980	11.010398	2430
3775.986977	10.141780	2431
3777.037817	11.274878	2432
3778.075690	10.200909	2433
3779.115744	10.637191	2434
3780.161737	10.485928	2435
3781.227225	9.766747	2436
3782.231060	9.607435	2437
3783.303076	9.480484	2438
3784.337550	9.467883	2439
3785.387216	9.298254	2440
3786.427009	8.607859	2441
3787.464679	8.840558	2442
3788.513324	7.501693	2443
3789.546519	7.956484	2444
3790.600211	8.136320	2445
3791.640029	7.846640	2446
3792.690327	7.794248	2447
3793.730555	7.141793	2448
3794.783216	7.358314	2449
3795.816666	7.047907	2450
