crossing time (s)	slope (V/s)	crossing number
5272.942165	24.114120	3668
5273.970300	25.624574	3669
5275.027808	24.610312	3670
5276.061145	23.485240	3671
5277.100367	25.097618	3672
5278.137920	22.828177	3673
5279.189417	22.588998	3674
5280.233979	23.758494	3675
5281.272076	23.879438	3676
5282.309007	21.147665	3677
5283.353508	22.945895	3678
5284.386723	22.712526	3679
5285.440474	21.509401	3680
5286.488312	21.739638	3681
5287.523254	21.928623	3682
5288.568662	20.808559	3683
5289.599563	20.831917	3684
5290.650152	21.372174	3685
5291.684594	20.594478	3686
5292.737740	20.527649	3687
5293.783192	19.849268	3688
5294.811345	20.030807	3689
5295.863973	20.793058	3690
5296.904728	19.319996	3691
5297.944338	19.362153	3692
5298.976707	19.796591	3693
5300.022692	18.923064	3694
5301.072048	18.711442	3695
5302.118326	18.838212	3696
5303.156237	18.464964	3697
5304.191926	18.080853	3698
5305.236638	18.185807	3699
5306.280322	17.958422	3700
5307.323611	17.253750	3701
5308.374810	17.550650	3702
5309.402415	17.227602	3703
5310.450639	16.614442	3704
5311.502536	16.845525	3705
5312.540352	16.510467	3706
5313.586260	15.993691	3707
5314.630881	16.189846	3708
5315.664711	16.210253	3709
5316.716183	15.856022	3710
5317.748565	15.720730	3711
5318.791875	15.830459	3712
5319.820718	15.650256	3713
5320.868876	15.052862	3714
5321.911196	15.026736	3715
5322.958576	14.769321	3716
5323.985544	14.501015	3717
5325.039237	14.378992	3718
5326.073609	14.428422	3719
5327.123258	14.253931	3720
5328.182450	13.715409	3721
5329.204735	13.889005	3722
5330.247577	13.835774	3723
5331.292112	13.493813	3724
5332.332172	13.130071	3725
5333.370268	13.519235	3726
5334.421677	12.933291	3727
5335.456958	13.087280	3728
5336.502062	12.401524	3729
5337.542217	12.490969	3730
5338.598305	12.235682	3731
5339.621805	12.167362	3732
5340.669390	12.132126	3733
5341.725152	12.332196	3734
5342.764025	11.429076	3735
5343.812382	12.253255	3736
5344.830765	11.684953	3737
5345.895407	11.101892	3738
5346.916025	11.182475	3739
5347.969557	11.456021	3740
5349.008716	11.254318	3741
5350.052527	10.682774	3742
5351.091049	10.635228	3743
5352.131943	10.642143	3744
5353.172526	10.129671	3745
5354.210050	10.526251	3746
5355.269103	10.389181	3747
5356.316016	9.923441	3748
5357.348782	9.923810	3749
5358.383433	10.107657	3750
5359.433495	10.121799	3751
5360.469339	9.585782	3752
5361.522180	9.347910	3753
5362.559845	9.361361	3754
5363.601669	9.455894	3755
5364.644063	9.118982	3756
5365.686446	9.005980	3757
5366.714325	8.910005	3758
5367.762547	8.993180	3759
5368.796009	8.458337	3760
5369.856814	8.789946	3761
5370.888412	8.519801	3762
5371.950965	8.000883	3763
5372.986127	8.734568	3764
5374.023928	8.194720	3765
5375.054764	7.451922	3766
5376.093064	7.872671	3767
5377.161498	7.368929	3768
5378.186240	7.823546	3769
5379.225723	7.453514	3770
5380.269165	7.542521	3771
5381.319600	7.354608	3772
5382.345056	7.093488	3773
5383.407035	7.478486	3774
5384.436175	6.543653	3775
5385.473729	7.307956	3776
5386.520913	7.014313	3777
5387.567256	6.439760	3778
5388.621255	6.461743	3779
5389.652604	6.259503	3780
5390.698814	6.354626	3781
5391.737427	6.257325	3782
5392.790911	6.432627	3783
5393.814505	6.371506	3784
5394.872846	5.843444	3785
5395.902540	6.109858	3786
5396.957046	5.718138	3787
5397.970183	5.987207	3788
5399.036949	5.576667	3789
5400.055448	5.411314	3790
5401.118308	5.889339	3791
5402.161938	5.069192	3792
5403.201944	5.688218	3793
5404.242944	5.197488	3794
5405.289040	5.343740	3795
5406.322236	5.266179	3796
5407.362877	4.712024	3797
5408.393880	5.287712	3798
5409.455173	4.869223	3799
5410.490833	5.260929	3800
5411.538507	5.140795	3801
5412.577663	4.933983	3802
5413.623722	4.971354	3803
5414.669203	5.184063	3804
5415.696136	4.815195	3805
5416.748829	4.882068	3806
5417.785227	4.817044	3807
5418.826892	4.390371	3808
5419.873047	4.138684	3809
5420.921055	4.223666	3810
5421.951642	4.322669	3811
5423.004279	4.194771	3812
5424.040063	4.199786	3813
5425.090279	4.201073	3814
5426.116291	4.103370	3815
5427.154449	4.109940	3816
5428.216865	3.480472	3817
5429.251163	4.240602	3818
5430.286958	3.506419	3819
5431.332360	3.417978	3820
5432.388833	3.346348	3821
5433.417881	3.248458	3822
5434.479135	3.737471	3823
5435.510663	3.678604	3824
5436.559914	3.228987	3825
5437.587709	3.549722	3826
5438.655143	3.241772	3827
5439.673346	3.316382	3828
5440.724108	3.369459	3829
5441.755712	3.327975	3830
5442.804025	2.561091	3831
5443.844249	3.215028	3832
5444.891764	3.230337	3833
5445.925694	2.986552	3834
5446.967787	2.370972	3835
5448.027071	3.013963	3836
5449.058865	2.774191	3837
5450.104083	3.243341	3838
5451.147846	2.679690	3839
5452.187375	2.987089	3840
5453.227760	2.714316	3841
5454.272137	2.611655	3842
5455.317063	2.491892	3843
5456.366592	2.376777	3844
5457.399845	2.345386	3845
5458.464983	2.585802	3846
5459.490859	2.777061	3847
5460.530465	2.303483	3848
5461.566141	2.510996	3849
5462.622090	2.198126	3850
5463.673093	2.162153	3851
5464.704591	2.350273	3852
5465.756394	2.528758	3853
5466.793653	1.717718	3854
5467.845652	2.033515	3855
5468.857839	2.078222	3856
5469.927486	2.297931	3857
5470.962326	2.125505	3858
5472.013380	1.763913	3859
5473.059020	1.877803	3860
5474.128578	2.059574	3861
5475.140980	1.685147	3862
5476.196969	1.750408	3863
5477.234812	1.676109	3864
