time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
5273.973694	92.454514	1.539905	-0.062019	85
5276.058187	92.508827	1.523771	-0.063476	87
5278.142603	92.385887	1.506872	-0.064035	89
5280.228907	104.500496	1.388506	-0.100000	91
5282.313157	92.279701	1.469762	-0.100000	93
5284.398281	101.316849	1.376217	-0.100000	95
5286.484535	91.949158	1.445559	-0.100000	97
5288.569110	92.102280	1.440843	-0.068012	99
5290.652959	95.731384	1.346071	-0.100000	101
5292.737149	92.137482	1.411443	-0.069526	103
5294.820495	92.005623	1.397599	-0.070560	105
5296.903733	91.829529	1.383312	-0.071080	107
5298.986887	103.461838	1.260475	-0.100000	109
5301.070695	91.502884	1.343321	-0.100000	111
5303.154233	91.291382	1.333088	-0.072719	113
5305.238240	91.352051	1.312809	-0.100000	115
5307.322147	100.295288	1.229094	-0.100000	117
5309.405936	112.133743	1.202919	-0.100000	119
5311.491452	91.246307	1.268312	-0.100000	121
5313.575750	103.756859	1.193958	-0.100000	123
5315.660193	91.058548	1.237679	-0.100000	125
5317.745150	105.759750	1.204831	-0.100000	127
5319.829342	91.308128	1.198052	-0.100000	129
5321.915006	91.283958	1.200968	-0.076789	131
5323.999531	89.321907	1.194761	-0.100000	133
5326.084503	91.049133	1.168855	-0.100000	135
5328.170400	90.840652	1.157151	-0.100000	137
5330.253048	90.931168	1.153224	-0.078820	139
5332.336426	89.956757	1.131780	-0.100000	141
5334.419720	90.555504	1.125440	-0.079764	143
5336.503161	90.359924	1.103082	-0.100000	145
5338.587037	90.262794	1.096343	-0.080525	147
5340.669631	90.038345	1.073446	-0.100000	149
5342.754079	89.966187	1.067330	-0.081515	151
5344.836450	89.914032	1.054474	-0.081851	153
5346.920663	89.857101	1.040832	-0.082258	155
5349.005751	94.360329	1.007266	-0.100000	157
5351.089910	89.723709	1.014741	-0.082944	159
5353.174785	269.678375	-1.003104	0.083253	161
5355.260637	269.372864	-0.981615	0.100000	163
5357.345145	270.190094	-0.972831	0.100000	165
5359.430169	318.929535	-0.932832	0.100000	167
5361.515344	269.741425	-0.943590	0.100000	169
5363.598353	268.642487	-0.927608	0.100000	171
5365.682078	269.466492	-0.936755	0.084641	173
5367.764350	269.416321	-0.922906	0.084974	175
5369.848411	269.126068	-0.897044	0.100000	177
5371.932322	269.453125	-0.886946	0.100000	179
5374.014217	268.737549	-0.885362	0.085849	181
5376.095607	268.476654	-0.871886	0.086039	183
5378.180228	268.070892	-0.864701	0.100000	185
5380.263659	269.776062	-0.822944	0.100000	187
5382.346838	268.860077	-0.838808	0.100000	189
5384.431787	269.087860	-0.819824	0.100000	191
5386.516664	268.911255	-0.808360	0.100000	193
5388.602864	268.757507	-0.796808	0.100000	195
5390.687271	268.051208	-0.793386	0.087151	197
5392.772806	268.248016	-0.784549	0.086968	199
5394.858307	268.343079	-0.774790	0.087021	201
5396.943141	268.874908	-0.758273	0.100000	203
5399.027328	268.875153	-0.748177	0.100000	205
5401.111625	268.137482	-0.746628	0.086858	207
5403.195397	267.856049	-0.737421	0.086902	209
5405.279238	267.674225	-0.726920	0.086904	211
5407.361746	267.569183	-0.717102	0.086991	213
5409.445818	267.397644	-0.705059	0.086808	215
5411.529265	267.046234	-0.694061	0.086851	217
5413.612518	266.869751	-0.683780	0.086815	219
5415.694738	266.789856	-0.673920	0.086561	221
5417.779247	266.674255	-0.663046	0.086348	223
5419.864004	266.549133	-0.653346	0.085963	225
5421.947392	266.378265	-0.643478	0.085770	227
5424.033596	262.678162	-0.771752	0.100000	229
5426.117132	266.277557	-0.627861	0.085099	231
5428.205522	266.243713	-0.618852	0.084634	233
5430.287847	266.104279	-0.611364	0.084232	235
5432.375926	266.060730	-0.603275	0.083777	237
5434.462254	265.914856	-0.593562	0.083468	239
5436.544983	265.912262	-0.586157	0.083036	241
5438.631894	265.884430	-0.576976	0.082628	243
5440.711259	265.689240	-0.568304	0.082247	245
5442.794203	265.485199	-0.558715	0.082092	247
5444.878635	265.213593	-0.549761	0.081875	249
5446.959031	264.864136	-0.540314	0.081782	251
5449.044490	264.586578	-0.532349	0.081655	253
5451.128841	264.448792	-0.524411	0.081114	255
5453.211978	264.277039	-0.516287	0.081000	1
5455.297770	263.960937	-0.507374	0.080716	3
5457.383395	263.593811	-0.498030	0.080972	5
5459.470135	263.512085	-0.490620	0.080301	7
5461.553118	263.654938	-0.483337	0.079476	9
5463.645990	263.616669	-0.476547	0.078747	11
5465.731496	263.597961	-0.469751	0.078189	13
5467.820611	263.757690	-0.464871	0.076862	15
5469.904144	263.706482	-0.457569	0.076472	17
5471.991827	263.132202	-0.449163	0.076637	19
5474.086548	262.749969	-0.442211	0.076542	21
5476.166023	262.305389	-0.433832	0.076591	23
