crossing time (s)	slope (V/s)	crossing number
2528.868350	122.437585	1357
2529.936558	113.673918	1358
2530.960611	113.410060	1359
2532.010366	113.320120	1360
2533.072205	111.644224	1361
2534.101367	107.450366	1362
2535.159556	107.271819	1363
2536.211955	107.222166	1364
2537.244171	99.632876	1365
2538.294701	103.716111	1366
2539.338846	99.579942	1367
2540.388030	95.024791	1368
2541.425325	98.113247	1369
2542.488395	94.286623	1370
2543.525797	91.854322	1371
2544.568980	90.375796	1372
2545.621266	90.562982	1373
2546.672920	86.036973	1374
2547.703124	85.825493	1375
2548.746815	85.412260	1376
2549.799226	79.868581	1377
2550.844901	81.662994	1378
2551.882883	78.423578	1379
2552.931736	76.133182	1380
2553.992881	76.582910	1381
2555.013920	72.768522	1382
2556.070776	72.300197	1383
2557.112458	70.830449	1384
2558.154456	68.405145	1385
2559.208879	68.032545	1386
2560.242736	66.584972	1387
2561.293402	64.352274	1388
2562.340215	62.967979	1389
2563.386934	62.236615	1390
2564.419311	60.287374	1391
2565.468901	58.367375	1392
2566.520877	57.764444	1393
2567.555364	54.951271	1394
2568.613400	54.516429	1395
2569.639360	53.223440	1396
2570.709763	51.996332	1397
2571.732477	51.258404	1398
2572.788326	49.979269	1399
2573.824933	47.198291	1400
2574.879133	47.846467	1401
2575.918961	45.650429	1402
2576.963164	44.333504	1403
2577.996395	44.197285	1404
2579.048716	42.128467	1405
2580.071122	41.448842	1406
2581.139018	40.217960	1407
2582.171656	38.212350	1408
2583.228393	38.051885	1409
2584.283263	36.706905	1410
2585.322692	35.483972	1411
2586.365162	34.546431	1412
2587.415213	33.841004	1413
2588.431376	33.099352	1414
2589.509710	32.530452	1415
2590.530271	31.038429	1416
2591.579963	29.929071	1417
2592.634881	29.381269	1418
2593.664313	28.554167	1419
2594.720140	27.284512	1420
2595.760516	25.944558	1421
2596.790615	25.944468	1422
2597.834287	24.805710	1423
2598.876405	24.135032	1424
2599.953263	23.395764	1425
2600.970120	22.299174	1426
2602.047376	21.968824	1427
2603.054573	20.862649	1428
2604.126091	20.763313	1429
2605.155371	20.016611	1430
2606.199046	19.486025	1431
2607.233697	18.791565	1432
2608.292332	18.070706	1433
2609.332092	17.336778	1434
2610.383702	16.986262	1435
2611.405544	15.760005	1436
2612.467045	15.805820	1437
2613.500250	14.712998	1438
2614.580620	14.669156	1439
2615.589715	13.951818	1440
2616.648312	13.705608	1441
2617.676708	13.161427	1442
2618.726323	12.478251	1443
2619.773981	11.597173	1444
2620.821839	11.942137	1445
2621.865275	11.085555	1446
2622.897476	10.903795	1447
2623.955889	10.746076	1448
2624.994668	9.921741	1449
2626.014733	9.626797	1450
2627.110424	9.389444	1451
2628.119301	8.564907	1452
2629.186366	8.480915	1453
2630.205674	7.769668	1454
2631.267140	8.027465	1455
2632.311576	7.352304	1456
2633.340801	7.312303	1457
2634.391559	6.816604	1458
2635.430234	6.222697	1459
2636.466100	6.250468	1460
2637.552867	5.746090	1461
2638.558031	6.284174	1462
2639.646782	5.630601	1463
2640.631716	5.163676	1464
2641.728987	5.051419	1465
2642.732295	4.602524	1466
2643.808036	3.923031	1467
2644.840119	4.772241	1468
2645.899809	4.216707	1469
2646.943554	3.662976	1470
2647.987017	3.456053	1471
2649.026144	3.536711	1472
2650.070912	3.362667	1473
2651.115952	3.153430	1474
2652.165679	3.076075	1475
2653.214301	2.886734	1476
2654.258941	2.823725	1477
2655.308452	2.908100	1478
2656.357386	2.763375	1479
2657.380660	2.283626	1480
2658.474648	2.350875	1481
2659.468579	1.985970	1482
2660.587401	1.680372	1483
2661.545090	2.102708	1484
2662.723823	1.921190	1485
2663.635986	1.608076	1486
2665.757836	1.412609	1487
