time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
5294.603087	40.321648	1.260538	0.100000	251
5296.689051	40.316345	1.226685	0.100000	253
5298.781418	41.190842	1.232335	0.100000	255
5300.859428	40.498241	1.213966	0.100000	1
5302.951762	40.923489	1.193079	0.100000	3
5305.039073	40.897835	1.200848	0.100000	5
5307.121276	40.752865	1.184373	0.100000	7
5309.203839	41.064262	1.160707	0.100000	9
5311.291777	41.466927	1.151216	0.100000	11
5313.378245	41.798847	1.142289	0.100000	13
5315.462716	42.223686	1.130588	0.100000	15
5317.551670	41.819435	1.114474	0.100000	17
5319.643015	40.512218	1.108783	0.100000	19
5321.726288	41.156090	1.109514	0.100000	21
5323.807695	42.712017	1.087556	0.100000	23
5325.899677	41.466537	1.070039	0.100000	25
5327.987097	40.849049	1.068134	0.100000	27
5330.068866	42.039581	1.060237	0.100000	29
5332.152987	42.732723	1.041400	0.100000	31
5334.241910	42.567371	1.030413	0.100000	33
5336.321505	42.353748	1.017811	0.100000	35
5338.410501	42.507236	1.007682	0.100000	37
5340.500316	42.365074	0.998045	0.100000	39
5342.589679	42.080685	0.985938	0.100000	41
5344.677135	42.467804	0.976179	0.100000	43
5346.764247	42.783287	0.976159	0.100000	45
5348.842113	42.664059	0.959243	0.100000	47
5350.929553	42.593288	0.940242	0.100000	49
5353.021752	42.637280	0.930962	0.100000	51
5355.110416	42.817963	0.925580	0.100000	53
5357.196053	42.573933	0.919976	0.100000	55
5359.279243	42.268089	0.908922	0.100000	57
5361.365679	42.355812	0.896769	0.100000	59
5363.449971	42.240421	0.888759	0.100000	61
5365.540309	42.022339	0.884545	0.100000	63
5367.624847	42.784500	0.877007	0.100000	65
5369.706994	43.877438	0.866807	0.100000	67
5371.791851	44.251144	0.848702	0.100000	69
5373.880580	43.351349	0.839078	0.100000	71
5375.969279	42.503723	0.830889	0.100000	73
5378.056302	42.661842	0.826177	0.100000	75
5380.143430	43.154915	0.817179	0.100000	77
5382.230506	43.381855	0.807391	0.100000	79
5384.315354	43.397350	0.797774	0.100000	81
5386.400956	43.264935	0.791091	0.100000	83
5388.491523	43.564240	0.779951	0.100000	85
5390.576523	44.036484	0.776028	0.100000	87
5392.654407	44.432018	0.765871	0.100000	89
5394.741418	44.709846	0.754279	0.100000	91
5396.822852	44.489033	0.743818	0.100000	93
5398.915161	44.601265	0.733266	0.100000	95
