crossing time (s)	slope (V/s)	crossing number
5293.560043	-11.106020	6138
5294.608890	-11.097448	6139
5295.671176	-11.044172	6140
5296.695407	-11.305909	6141
5297.728803	-11.720407	6142
5298.769174	-10.290458	6143
5299.814212	-10.262804	6144
5300.861646	-11.383081	6145
5301.904542	-11.281418	6146
5302.949434	-9.874124	6147
5304.001574	-10.147474	6148
5305.033655	-10.820383	6149
5306.085902	-9.680530	6150
5307.112092	-9.675834	6151
5308.177798	-9.456450	6152
5309.208040	-9.766845	6153
5310.263548	-8.890198	6154
5311.293049	-9.348881	6155
5312.339078	-8.542779	6156
5313.373667	-8.129420	6157
5314.425459	-8.457516	6158
5315.471941	-8.577964	6159
5316.516540	-8.789671	6160
5317.555700	-9.550728	6161
5318.599241	-8.918197	6162
5319.646196	-7.748794	6163
5320.674127	-8.664550	6164
5321.723803	-8.151118	6165
5322.775786	-7.936764	6166
5323.815020	-8.738440	6167
5324.862316	-8.353631	6168
5325.898329	-7.849391	6169
5326.942023	-8.665899	6170
5327.994401	-8.176135	6171
5329.022434	-7.396920	6172
5330.075317	-8.669563	6173
5331.115829	-7.525608	6174
5332.151446	-7.990638	6175
5333.206020	-7.100688	6176
5334.228771	-7.111947	6177
5335.316197	-6.862674	6178
5336.347648	-8.016892	6179
5337.379113	-7.316617	6180
5338.408590	-7.698867	6181
5339.469423	-5.960165	6182
5340.492793	-6.750811	6183
5341.555031	-6.887858	6184
5342.581303	-7.869720	6185
5343.634634	-6.481456	6186
5344.685550	-6.691650	6187
5345.696875	-6.647950	6188
5346.749384	-5.471095	6189
5347.812147	-5.901612	6190
5348.848475	-6.035678	6191
5349.904769	-5.390495	6192
5350.932338	-6.005705	6193
5351.984662	-5.913441	6194
5353.024311	-5.711451	6195
5354.057848	-6.265330	6196
5355.104203	-6.305050	6197
5356.127713	-5.480581	6198
5357.195057	-5.724622	6199
5358.242868	-5.002081	6200
5359.282272	-5.540411	6201
5360.328964	-5.414062	6202
5361.365605	-5.406899	6203
5362.410365	-4.285470	6204
5363.465519	-4.820639	6205
5364.491827	-5.267395	6206
5365.540218	-4.853903	6207
5366.584449	-5.188218	6208
5367.620913	-4.469138	6209
5368.663298	-4.744757	6210
5369.704114	-5.525560	6211
5370.765816	-5.373361	6212
5371.771388	-5.017023	6213
5372.840290	-5.360372	6214
5373.874144	-5.428373	6215
5374.930784	-4.025191	6216
5375.983313	-4.252819	6217
5377.007687	-4.719238	6218
5378.057419	-4.550635	6219
5379.095753	-2.913176	6220
5380.141703	-4.446319	6221
5381.176436	-3.800991	6222
5382.210802	-4.429713	6223
5383.273392	-4.018511	6224
5384.299027	-4.129272	6225
5385.352059	-4.719422	6226
5386.397077	-3.348317	6227
5387.456080	-3.925740	6228
5388.474612	-3.505632	6229
5389.510809	-3.898784	6230
5390.573059	-4.501955	6231
5391.613438	-3.227221	6232
5392.657991	-3.530621	6233
5393.695576	-4.190554	6234
5394.718438	-3.573794	6235
5395.801731	-5.151676	6236
5396.827759	-4.172208	6237
5397.879447	-3.020645	6238
5398.904247	-3.162976	6239
5399.948499	-2.551403	6240
