time (s)	magX	magY	magZ
5293.792071	-182.887192	-110.896561	-115.417297
5293.795400	-180.023392	-109.902985	-111.735245
5293.798774	-177.744003	-108.909409	-108.637642
5293.802069	-175.639984	-108.558746	-105.423141
5293.805402	-172.600815	-107.389832	-102.091766
5293.808732	-170.555237	-106.980713	-99.169495
5293.812094	-168.334320	-105.402695	-96.013443
5293.815397	-165.470474	-105.052017	-93.850967
5293.819574	-161.028641	-103.006424	-87.129753
5293.822960	-158.983063	-102.772644	-84.265930
5293.826281	-156.820587	-101.369965	-82.220345
5293.829184	-154.950333	-100.317947	-80.233200
5293.832518	-152.670959	-99.558151	-78.070724
5293.835917	-150.625366	-98.798355	-75.616020
5293.838727	-148.813553	-98.272354	-73.219757
5293.842064	-146.183517	-97.278793	-71.583290
5293.845397	-144.897720	-96.402100	-69.654594
5293.848722	-142.618347	-96.402100	-66.966103
5293.852065	-141.040329	-95.525421	-65.271187
5293.855424	-138.702515	-94.590302	-63.050266
5293.858731	-136.656921	-93.772064	-61.296906
5293.862063	-135.312683	-93.070724	-59.660435
5293.865394	-133.559326	-91.784927	-58.082413
5293.868737	-131.805969	-91.375809	-56.212158
5293.872061	-130.929276	-90.908249	-54.867916
5293.875391	-128.825241	-89.680893	-53.114555
5293.878724	-127.539459	-88.745758	-52.354767
5293.882056	-125.786087	-88.745758	-50.659851
5293.885390	-124.149628	-87.576859	-49.432499
5293.888719	-122.922272	-86.524841	-47.971367
5293.892978	-120.116882	-85.297485	-45.633553
5293.896321	-118.714203	-84.596146	-44.698425
5293.899608	-117.311508	-84.128586	-43.237289
5293.902475	-115.850372	-83.836349	-42.009937
5293.905813	-115.090591	-82.959671	-41.425484
5293.909143	-113.863235	-82.199890	-39.789017
5293.912071	-112.109879	-81.907654	-39.379898
5293.915387	-110.824081	-81.732330	-38.678555
5293.918722	-109.655182	-81.206314	-37.977211
5293.922053	-108.135590	-80.621857	-36.866749
5293.925387	-107.317368	-79.452942	-35.464058
5293.928750	-106.382233	-79.160736	-35.171829
5293.932055	-105.447113	-78.284042	-33.886032
5293.935380	-103.635300	-77.874924	-33.243134
5293.938718	-103.050858	-77.348907	-32.834019
5293.942059	-102.291061	-76.881348	-31.957336
5293.945381	-101.648163	-76.004669	-30.846874
5293.948718	-100.713043	-76.004669	-30.613094
5293.952047	-99.251907	-75.420227	-29.444187
5293.955384	-98.667450	-75.595566	-29.151962
5293.958717	-98.433655	-75.361786	-28.625954
5293.962048	-97.966095	-74.660431	-28.742844
5293.966245	-95.745178	-74.075974	-27.047928
5293.969583	-94.985397	-73.725311	-26.171246
5293.972951	-94.459381	-72.848633	-25.645237
5293.975837	-93.933365	-72.731735	-25.937466
5293.979160	-92.939804	-72.673294	-25.937466
5293.982495	-92.472244	-72.673294	-24.359440
5293.985407	-92.238464	-72.147293	-24.417885
5293.988711	-91.011108	-71.738159	-23.891880
5293.992046	-90.660431	-71.679718	-23.599651
5293.995378	-89.959091	-71.855057	-23.833431
5293.998717	-89.257736	-71.504379	-22.781418
5294.002044	-88.965530	-71.212158	-22.606079
5294.005379	-88.497955	-70.861481	-22.021629
5294.008714	-88.264175	-70.919922	-22.664528
5294.012043	-87.738174	-70.803040	-22.372299
5294.015377	-86.978378	-70.335480	-22.313854
5294.018712	-87.036819	-70.277039	-21.729401
5294.022049	-86.043243	-70.803040	-21.846291
5294.025375	-86.277039	-70.569260	-21.378731
5294.028723	-85.984802	-70.218582	-21.495621
5294.032045	-85.517242	-70.218582	-21.612511
5294.035376	-85.108124	-70.160141	-21.144947
5294.039641	-83.588547	-70.452362	-20.911167
5294.042971	-84.114548	-70.277039	-20.677383
5294.046229	-84.173004	-70.277039	-21.144947
5294.049134	-83.705444	-70.335480	-20.560493
5294.052473	-83.705444	-70.510818	-19.917595
5294.055792	-83.354752	-70.160141	-20.735828
5294.058702	-83.413208	-69.634125	-20.735828
5294.062044	-82.711868	-70.160141	-20.268269
5294.065371	-82.244308	-69.692581	-20.092930
5294.068710	-82.361191	-70.452362	-20.618938
5294.072042	-82.302750	-70.277039	-20.034485
5294.075369	-82.127411	-70.277039	-19.683815
5294.078701	-82.010513	-70.160141	-18.748688
5294.082040	-82.536530	-69.692581	-20.618938
5294.085373	-81.776733	-69.809464	-19.683815
5294.088718	-81.133835	-70.101700	-20.034485
5294.092040	-82.478088	-70.277039	-20.034485
5294.095373	-81.952072	-70.744598	-20.034485
5294.098707	-81.718292	-71.329041	-19.683815
5294.102062	-81.893631	-71.621277	-19.976040
5294.105370	-81.601410	-71.621277	-20.092930
5294.109991	-82.010513	-72.088837	-20.560493
5294.112902	-82.010513	-71.796616	-20.502048
5294.116248	-82.302750	-72.205719	-20.677383
5294.119145	-82.010513	-73.199295	-21.261837
5294.122481	-82.419632	-73.316193	-21.320282
5294.125812	-82.478088	-73.257751	-21.437176
5294.128699	-83.004089	-74.017532	-21.729401
5294.132032	-82.828766	-74.134430	-22.138519
