time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
7325.323941	225.740387	1.437454	-0.092717	95
7327.417398	225.633621	1.360530	-0.100000	97
7329.510400	226.130997	1.337629	-0.098743	99
7331.599734	226.349823	1.307997	-0.100000	101
7333.686689	224.611572	1.238082	-0.087312	103
7335.776731	224.558121	1.229014	-0.100000	105
7337.870394	224.957321	1.190838	-0.100000	107
7339.957933	224.603745	1.138937	-0.092891	109
7342.050888	224.787964	1.077210	-0.069581	111
7344.148447	225.794922	1.037480	-0.062527	113
7346.242209	226.099274	1.023605	-0.079505	115
7348.328267	225.683334	1.003402	-0.087917	117
7350.422177	225.978317	0.967194	-0.082054	119
7352.513165	226.344894	0.908967	-0.060289	121
7354.594351	223.132233	0.887209	-0.065369	123
7356.697505	225.731888	0.854513	-0.062720	125
7358.788133	225.139404	0.832838	-0.062361	127
7360.880572	224.388565	0.806322	-0.059992	129
7362.961647	225.424988	0.789151	-0.051503	131
7365.058307	223.649628	0.735390	-0.063695	133
7367.139165	226.327576	0.728971	-0.048649	135
