time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2314.978427	86.898384	3.079379	0.006734	133
2317.070102	86.993431	3.000836	-0.002228	135
2319.162490	87.297394	2.960285	-0.009110	137
2321.255312	87.451187	2.892425	-0.014954	139
2323.346074	87.493996	2.840338	-0.018953	141
2325.436641	87.266380	2.792047	-0.023644	143
2327.525524	86.895096	2.737049	-0.025634	145
2329.613834	86.175934	2.673792	-0.027538	147
2331.702405	85.555641	2.615630	-0.029064	149
2333.793361	85.434547	2.552069	-0.030183	151
2335.885115	86.228195	2.494122	-0.029635	153
2337.977976	87.137383	2.440865	-0.031461	155
2340.069574	87.551788	2.393775	-0.033201	157
2342.159633	87.357330	2.338312	-0.034503	159
2344.247705	86.872116	2.288258	-0.035539	161
2346.334966	86.468323	2.232955	-0.036583	163
2348.422514	86.198547	2.177378	-0.036437	165
2350.510068	85.996819	2.122825	-0.037260	167
2352.598339	86.004402	2.071851	-0.037527	169
2354.687202	86.017906	2.018218	-0.037787	171
2356.775958	86.070801	1.964817	-0.038651	173
2358.865666	86.086327	1.912588	-0.039160	175
2360.955865	85.981369	1.858116	-0.040223	177
2363.046588	85.729866	1.805738	-0.041164	179
2365.137444	85.477531	1.762503	-0.041463	181
2367.227247	85.462357	1.717397	-0.041823	183
2369.314525	85.620605	1.671524	-0.041837	185
2371.399986	85.628975	1.619849	-0.042166	187
2373.484614	85.515160	1.564985	-0.042910	189
2375.569549	85.481094	1.508351	-0.043441	191
2377.655832	85.424698	1.455925	-0.044065	193
2379.744384	85.550789	1.406406	-0.044319	195
2381.834073	85.553604	1.354945	-0.044817	197
2383.925023	85.470612	1.309176	-0.045114	199
2386.015380	85.302147	1.263388	-0.045375	201
2388.105608	85.212402	1.220615	-0.045101	203
2390.195378	85.193695	1.178772	-0.045004	205
2392.284860	85.168892	1.135463	-0.044702	207
2394.372656	252.598312	-1.124804	0.100000	209
2396.460703	85.155991	1.053817	-0.044240	211
2398.548003	265.124878	-1.013099	0.044265	213
2400.634785	265.033569	-0.972728	0.044525	215
2402.719641	264.884430	-0.935579	0.044587	217
2404.806155	265.424835	-0.893219	0.100000	219
2406.889002	264.220978	-0.859796	0.045441	221
2408.973741	263.797760	-0.824258	0.045465	223
2411.059527	263.416046	-0.788124	0.045088	225
2413.146726	263.139282	-0.750819	0.044362	227
2415.240389	263.347961	-0.717468	0.043247	229
2417.334227	263.953522	-0.686405	0.041782	231
2419.430725	264.527313	-0.659548	0.040357	233
2421.525292	264.947632	-0.634874	0.039283	235
2423.616985	264.866943	-0.608519	0.038324	237
2425.706740	264.530365	-0.582839	0.037860	239
2427.798553	264.171387	-0.555384	0.037369	241
2429.882804	263.835937	-0.528641	0.036583	243
2431.968373	263.465118	-0.501788	0.035943	245
2434.062158	263.213928	-0.477417	0.035233	247
2436.151478	262.926453	-0.453290	0.034654	249
2438.244569	262.718567	-0.432227	0.034218	251
2440.344414	262.425964	-0.412399	0.033691	253
