time (s)	det(V)
2315.653295	-0.113583	
2315.654909	-0.112613	
2315.656450	-0.105015	
2315.658121	-0.106377	
2315.659609	-0.120766	
2315.661323	-0.130257	
2315.662896	-0.118695	
2315.664578	-0.113322	
2315.666144	-0.114143	
2315.667831	-0.113334	
2315.669391	-0.109926	
2315.671111	-0.117181	
2315.672671	-0.116246	
2315.674389	-0.112484	
2315.675899	-0.119997	
2315.677634	-0.131779	
2315.679123	-0.105813	
2315.680894	-0.121415	
2315.682384	-0.106034	
2315.684160	-0.100387	
2315.685641	-0.106695	
2315.687418	-0.112021	
2315.688894	-0.113797	
2315.690651	-0.120065	
2315.692152	-0.116025	
2315.693902	-0.115412	
2315.695412	-0.124134	
2315.697162	-0.117817	
2315.698693	-0.125628	
2315.700412	-0.109624	
2315.701949	-0.119038	
2315.703670	-0.104351	
2315.705217	-0.116774	
2315.706906	-0.099762	
2315.708464	-0.106893	
2315.710161	-0.114059	
2315.711738	-0.131876	
2315.713407	-0.106252	
2315.715003	-0.131562	
2315.716660	-0.109636	
2315.718250	-0.113809	
2315.719773	-0.111658	
2315.721450	-0.108117	
2315.722933	-0.116919	
2315.724573	-0.120162	
2315.726049	-0.124271	
2315.727695	-0.117221	
2315.729181	-0.129097	
2315.730894	-0.116448	
2315.732378	-0.130466	
2315.734071	-0.107940	
2315.735562	-0.109902	
2315.737245	-0.109225	
2315.738767	-0.125487	
2315.740548	-0.102228	
2315.742068	-0.116145	
2315.743802	-0.114200	
2315.745324	-0.102232	
2315.747049	-0.107126	
2315.748590	-0.105756	
2315.750295	-0.101917	
2315.751848	-0.113475	
2315.753531	-0.104625	
2315.755104	-0.121983	
2315.756774	-0.104653	
2315.758338	-0.119779	
2315.760000	-0.109140	
2315.761591	-0.128396	
2315.763251	-0.111175	
2315.764872	-0.121942	
2315.766511	-0.104290	
2315.768139	-0.128484	
2315.769737	-0.102510	
2315.771398	-0.121269	
2315.773009	-0.100499	
2315.774665	-0.119441	
2315.776252	-0.097897	
2315.777931	-0.127666	
2315.779502	-0.099839	
2315.781209	-0.098199	
2315.782761	-0.112315	
2315.784442	-0.106026	
2315.785995	-0.097744	
2315.787683	-0.108697	
