crossing time (s)	slope (V/s)	crossing number
1631.496133	-43.532654	2708
1632.550976	-41.484521	2709
1633.586546	-39.846290	2710
1634.623619	-39.181562	2711
1635.687946	-37.098831	2712
1636.728358	-35.937408	2713
1637.758203	-34.943622	2714
1638.821888	-31.835806	2715
1639.861981	-30.838146	2716
1640.924671	-31.122074	2717
1641.960516	-28.434573	2718
1642.992819	-28.022742	2719
1644.038466	-26.580173	2720
1645.087416	-25.525049	2721
1646.134733	-24.077671	2722
1647.189750	-23.358063	2723
1648.241474	-21.636993	2724
1649.283453	-21.153790	2725
1650.325295	-20.055031	2726
1651.374836	-18.964983	2727
1652.421184	-17.057798	2728
1653.467490	-16.982716	2729
1654.511265	-16.057299	2730
1655.534662	-15.098512	2731
1656.610178	-13.883684	2732
1657.653848	-13.697418	2733
1658.693524	-12.370660	2734
1659.750442	-11.270711	2735
1660.773721	-10.759851	2736
1661.826346	-10.769046	2737
1662.889580	-10.580299	2738
1663.916340	-9.460569	2739
1664.985933	-8.939938	2740
1666.011485	-8.200612	2741
1667.064335	-8.340022	2742
1668.116134	-7.834661	2743
1669.158153	-7.135421	2744
1670.199883	-6.199200	2745
1671.230556	-4.790100	2746
1672.324143	-5.649228	2747
1673.353623	-4.872280	2748
1674.397113	-5.021416	2749
1675.436890	-4.890543	2750
1676.503143	-4.165874	2751
1677.530566	-3.615217	2752
1678.569702	-3.621126	2753
1679.627973	-3.566608	2754
1680.654071	-4.030633	2755
1681.726741	-3.520886	2756
1682.740716	-2.598016	2757
1683.842059	-2.403875	2758
1684.859289	-2.381397	2759
1685.925574	-2.086210	2760
1686.957966	-2.810535	2761
1687.998186	-2.106505	2762
1689.068777	-1.072020	2763
1690.081864	-0.984793	2764
1691.170815	-1.600253	2765
