time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
1632.535834	27.944756	2.024724	-0.029373	149
1634.627195	27.217558	1.956640	-0.031864	151
1636.715751	25.647890	1.860862	-0.028978	153
1638.811890	26.635651	1.766916	-0.022519	155
1640.908889	27.997532	1.699140	-0.025042	157
1642.999366	26.941706	1.631026	-0.027110	159
1645.087378	25.974867	1.549398	-0.023420	161
1647.179035	26.158596	1.466717	-0.020763	163
1649.273210	26.379843	1.392141	-0.019715	165
1651.366029	26.585754	1.322237	-0.018163	167
1653.457334	26.797497	1.253980	-0.016587	169
1655.550889	27.133390	1.182993	-0.015433	171
1657.644263	26.989950	1.112498	-0.015732	173
1659.744898	26.100721	1.051606	-0.015322	175
1661.840507	25.896301	1.004812	-0.010858	177
1663.925175	26.833422	0.947420	-0.008471	179
1666.011902	27.321371	0.878294	-0.009417	181
1668.107476	26.925886	0.821809	-0.009340	183
1670.210387	26.500904	0.772433	-0.008170	185
1672.302913	26.480574	0.732258	-0.006189	187
1674.401620	26.655935	0.686669	-0.005210	189
1676.494698	26.820366	0.646054	-0.004111	191
1678.590787	26.826506	0.604295	-0.004019	193
1680.678569	26.430218	0.563346	-0.004239	195
1682.767559	25.819794	0.523135	-0.003504	197
1684.852764	25.783506	0.482316	-0.001842	199
1686.967828	26.703796	0.448840	0.000507	201
1689.078115	27.610023	0.424582	0.000902	203
1691.165357	27.429630	0.405065	0.000831	205
