time (s)	magX	magY	magZ
3965.906523	9.466980	44.383984	-11.056694
3965.909862	8.940975	45.143776	-10.706024
3965.913182	9.817654	45.377556	-10.589134
3965.916097	9.759209	46.137344	-10.822914
3965.919430	10.226772	46.429573	-11.465816
3965.922764	10.051434	47.189362	-10.939804
3965.926093	10.518997	48.007599	-10.764473
3965.929430	9.992989	47.598480	-10.472240
3965.932779	10.226772	48.650497	-10.939804
3965.936089	10.694332	49.468731	-10.706024
3965.939432	11.337231	50.345413	-10.530689
3965.942760	11.395679	50.754528	-10.939804
3965.946088	11.278786	51.397430	-10.881363
3965.949426	11.512569	52.507889	-9.946236
3965.952816	12.097023	52.917007	-9.887787
3965.956092	12.155468	54.144360	-10.180019
3965.959421	12.155468	55.137932	-10.296909
3965.962759	12.739922	55.430157	-9.946236
3965.966092	12.681477	56.482174	-8.952663
3965.970293	13.265930	58.586205	-9.127998
3965.973613	13.558155	59.813560	-8.718884
3965.976559	14.142609	60.865578	-8.192871
3965.979844	14.142609	61.800701	-8.017540
3965.983214	15.019287	63.261833	-7.666866
3965.986541	15.077732	64.547630	-7.316193
3965.989419	15.545296	65.190529	-6.907074
3965.992752	16.071308	66.593216	-6.965523
3965.996085	16.480423	67.995911	-6.088840
3965.999468	17.064877	69.573929	-5.270603
3966.002761	17.941559	71.093513	-5.387497
3966.006094	18.116894	72.262421	-4.627708
3966.009417	18.233784	74.658676	-3.575691
3966.012756	18.292229	75.710693	-2.640568
3966.016090	18.584457	76.645821	-3.166573
3966.019445	19.928699	78.399185	-2.640568
3966.022749	20.162479	80.503212	-1.530102
3966.026091	20.454708	82.081238	-1.530102
3966.029420	20.513153	83.717712	-0.828758
3966.032749	20.337818	86.230858	0.164818
3966.036084	21.506725	88.042664	0.573929
3966.039411	21.740505	89.971359	2.502625
3966.043644	22.617184	94.413208	3.496193
3966.047006	23.493866	96.049675	4.548210
3966.049874	24.078320	98.387497	5.308006
3966.053202	24.195210	101.192871	5.717117
3966.056557	25.013447	103.881355	7.412033
3966.059847	25.597900	106.160721	8.990067
3966.062779	26.123907	108.498543	9.925186
3966.066078	26.942142	111.479248	11.094093
3966.069414	27.117479	114.167732	12.496780
3966.072740	28.286385	117.382233	13.490349
3966.076076	28.929283	120.655167	14.893036
3966.079413	29.922855	123.343658	16.587959
3966.082744	30.390417	126.441261	17.756866
3966.086076	31.500879	130.357101	19.919342
3966.089406	33.078903	133.337814	22.315598
3966.092739	33.721802	136.902985	24.068962
3966.096075	34.598480	140.175919	26.289879
3966.099408	36.118061	144.267090	29.095261
3966.102747	37.579197	149.118073	31.374626
3966.106071	38.689659	152.507889	34.530678
3966.109406	40.092346	157.008179	36.810051
3966.112744	41.085918	161.274689	54.635887
3966.117005	44.826420	170.392166	46.511971
3966.120259	46.170662	175.301575	50.720039
3966.123209	47.865578	179.451202	54.168320
3966.126509	49.677383	185.412613	58.201050
3966.129837	51.430744	190.205139	63.168900
3966.133166	53.008770	195.582108	67.902977
3966.136089	54.995911	200.783752	73.163063
3966.139403	58.035069	206.569855	78.540031
