time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3966.303007	102.575874	2.086367	-0.100000	37
3968.391702	80.626968	2.145645	-0.100000	39
3970.482139	80.132874	2.145742	-0.078867	41
3972.564884	80.457787	2.131607	-0.077172	43
3974.647099	84.836227	2.069546	-0.100000	45
3976.736219	57.101349	1.934772	-0.100000	47
3978.827114	79.466614	2.049255	-0.081369	49
3980.910522	78.547554	1.996914	-0.100000	51
3982.992388	68.965607	1.893291	-0.100000	53
3985.082477	80.068283	1.969580	-0.085268	55
3987.173509	79.327019	1.969922	-0.080380	57
3989.255366	73.648956	1.877731	-0.100000	59
3991.337467	73.807831	1.825192	-0.100000	61
3993.424305	80.779922	1.888460	-0.100000	63
3995.513752	79.708328	1.868785	-0.082882	65
3997.603412	55.185616	1.704017	-0.100000	67
3999.690302	79.627739	1.843027	-0.081535	69
4001.776483	79.874680	1.824189	-0.081455	71
4003.862342	102.202484	1.635575	-0.100000	73
4005.948950	79.402733	1.767449	-0.100000	75
4008.034673	79.486671	1.743706	-0.100000	77
4010.119744	79.801613	1.733838	-0.082335	79
4012.202335	79.116737	1.717456	-0.083414	81
4014.284328	77.875595	1.694265	-0.084440	83
4016.368784	96.447586	1.503278	-0.100000	85
4018.458029	87.782707	1.514374	-0.100000	87
4020.549137	79.351967	1.543532	-0.100000	89
4022.634523	79.798035	1.612032	-0.084273	91
4024.714125	78.037376	1.583557	-0.100000	93
4026.796722	97.324150	1.387467	-0.100000	95
4028.886395	78.397438	1.517468	-0.100000	97
4030.977736	101.397331	1.327426	-0.100000	99
4033.063848	80.427704	1.432832	-0.100000	101
4035.144983	74.455925	1.452646	-0.100000	103
4037.226970	77.199257	1.459087	-0.085006	105
4039.309983	77.441925	1.353547	-0.100000	107
4041.394778	77.627403	1.405915	-0.100000	109
4043.480437	76.598877	1.393351	-0.084648	111
4045.566670	76.728493	1.370069	-0.084919	113
4047.651816	77.847824	1.342110	-0.100000	115
4049.736598	77.724998	1.322804	-0.100000	117
4051.821195	78.026871	1.303442	-0.100000	119
4053.907166	78.014893	1.283562	-0.100000	121
