time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
1484.692193	23.121809	2.178849	0.085292	25
1486.783102	23.109324	2.065560	0.087434	27
1488.875110	23.491497	1.943331	0.088520	29
1490.969849	23.967934	1.832677	0.088092	31
1493.063274	24.492247	1.720857	0.088074	33
1495.157010	24.965401	1.614720	0.089159	35
1497.252394	24.695990	1.509873	0.089722	37
1499.350314	23.495007	1.401099	0.087413	39
1501.449776	22.379885	1.310112	0.086091	41
1503.541226	22.916634	1.228627	0.085381	43
1505.629261	24.637566	1.137068	0.082998	45
1507.718604	25.592314	1.041141	0.080880	47
1509.810764	25.380547	0.953564	0.079449	49
1511.910683	24.776079	0.876764	0.077860	51
1514.007929	24.389565	0.807061	0.075565	53
1516.104362	24.323458	0.743256	0.072158	55
1518.198031	24.587994	0.680860	0.068061	57
1520.287120	24.812490	0.623700	0.063557	59
1522.381234	25.057863	0.564575	0.058953	61
1524.470804	25.057819	0.511780	0.054404	63
1526.563345	24.939402	0.461847	0.050591	65
1528.677035	25.389509	0.420142	0.047060	67
1530.807467	25.975685	0.386511	0.043600	69
1532.915451	26.101751	0.359572	0.039722	71
1535.020398	26.402367	0.326207	0.037279	73
