crossing time (s)	slope (V/s)	crossing number
1484.702661	-53.516610	2585
1485.764176	-50.127173	2586
1486.786402	-47.943091	2587
1487.861696	-42.372786	2588
1488.895528	-40.201747	2589
1489.954297	-36.219800	2590
1490.971893	-36.120270	2591
1492.051294	-33.884934	2592
1493.083979	-33.075630	2593
1494.103744	-30.306953	2594
1495.165285	-29.704501	2595
1496.205000	-27.024540	2596
1497.249183	-25.166261	2597
1498.326778	-22.573629	2598
1499.354291	-22.060995	2599
1500.387620	-19.420869	2600
1501.440387	-19.102739	2601
1502.481864	-16.938797	2602
1503.551635	-15.382826	2603
1504.580974	-14.818046	2604
1505.617875	-14.779779	2605
1506.672433	-12.516185	2606
1507.702391	-12.067680	2607
1508.769675	-11.069182	2608
1509.820271	-9.899393	2609
1510.862618	-8.576946	2610
1511.907462	-8.712712	2611
1512.970023	-7.926584	2612
1514.007728	-7.147559	2613
1515.057402	-5.677885	2614
1516.102370	-6.352937	2615
1517.153082	-6.153447	2616
1518.197024	-5.723432	2617
1519.233956	-4.462385	2618
1520.295539	-4.776510	2619
1521.359699	-4.007759	2620
1522.370385	-3.029260	2621
1523.455929	-3.060925	2622
1524.467438	-2.425748	2623
1525.559020	-2.792003	2624
1526.578828	-2.114359	2625
1527.633969	-1.584517	2626
1528.687963	-1.991064	2627
1529.718145	-2.192046	2628
1530.795731	-1.953289	2629
1531.815442	-1.642300	2630
1532.912930	-1.192096	2631
1533.917548	-1.356931	2632
1535.012143	-1.907030	2633
1536.036318	-1.924129	2634
