time (s)	det(V)
1909.933993	0.104077	
1909.935562	0.163365	
1909.937244	0.118647	
1909.938797	0.150995	
1909.940505	0.180099	
1909.942060	0.156227	
1909.943756	0.149951	
1909.945306	0.178367	
1909.947039	0.170500	
1909.948542	0.207262	
1909.950297	0.198404	
1909.951779	0.197409	
1909.953551	0.205900	
1909.955031	0.300014	
1909.956784	0.239122	
1909.958271	0.272597	
1909.960034	0.295208	
1909.961539	0.277645	
1909.963287	0.299571	
1909.964795	0.338879	
1909.966555	0.338916	
1909.968065	0.378119	
1909.969785	0.391920	
1909.971309	0.419071	
1909.973026	0.442778	
1909.974576	0.464974	
1909.976280	0.476438	
1909.977842	0.512472	
1909.979531	0.558435	
1909.981139	0.526591	
1909.982633	0.567623	
1909.984280	0.604193	
1909.985803	0.667425	
1909.987448	0.689698	
1909.988930	0.767916	
1909.990571	0.753756	
1909.992045	0.853679	
1909.993753	0.869425	
1909.995235	0.930499	
1909.996960	0.935341	
1909.998450	1.016701	
1910.000139	1.057753	
1910.001620	1.104144	
1910.003399	1.165273	
1910.004893	1.225589	
1910.006667	1.276773	
1910.008163	1.317113	
1910.009905	1.379125	
1910.011416	1.464251	
1910.013153	1.489968	
1910.014681	1.558087	
1910.016411	1.607889	
1910.017952	1.649695	
1910.019681	1.708581	
1910.021220	1.698409	
1910.022926	1.720630	
1910.024486	1.723965	
1910.026171	1.724759	
1910.027742	1.722950	
1910.029424	1.723703	
1910.031020	1.725403	
1910.032691	1.724879	
1910.034271	1.725754	
1910.035909	1.725383	
1910.037523	1.725870	
1910.039152	1.720851	
1910.040787	1.723639	
1910.042388	1.722869	
1910.044062	1.722450	
1910.045643	1.726797	
1910.047322	1.723441	
1910.048903	1.719159	
1910.050587	1.720086	
1910.052155	1.726660	
1910.053875	1.714583	
1910.055352	1.686425	
1910.056990	1.618814	
1910.058469	1.537111	
1910.060096	1.486846	
1910.061587	1.412133	
1910.063208	1.354447	
1910.064724	1.282159	
1910.066375	1.218616	
1910.067919	1.113827	
1910.069547	1.023472	
1910.071129	0.995012	
1910.072711	0.885978	
1910.074316	0.761362	
1910.075969	0.677266	
1910.077574	0.571898	
1910.079226	0.492427	
1910.080825	0.419353	
1910.082469	0.332563	
1910.084109	0.219089	
1910.085709	0.144332	
1910.087384	0.024195	
1910.088969	-0.044359	
1910.090664	-0.159472	
1910.092250	-0.219788	
1910.093933	-0.364953	
1910.095504	-0.429938	
1910.097225	-0.545329	
1910.098783	-0.595715	
1910.100499	-0.703658	
1910.102043	-0.751849	
1910.103758	-0.902242	
1910.105302	-0.918142	
1910.106996	-1.073961	
1910.108487	-1.146258	
1910.110276	-1.177928	
1910.111757	-1.277339	
1910.113547	-1.348886	
1910.115029	-1.405838	
1910.116810	-1.469869	
1910.118291	-1.512702	
1910.120045	-1.514152	
1910.121535	-1.526466	
1910.123309	-1.526144	
1910.124833	-1.527458	
1910.126328	-1.526160	
1910.127906	-1.523502	
1910.129412	-1.527897	
1910.131052	-1.527099	
1910.132550	-1.525375	
1910.134171	-1.527804	
1910.135678	-1.525326	
1910.137363	-1.527808	
1910.138847	-1.524891	
1910.140589	-1.527707	
1910.142061	-1.528263	
1910.143786	-1.527731	
1910.145344	-1.527965	
1910.147057	-1.527985	
1910.148587	-1.528066	
1910.150309	-1.527449	
1910.151807	-1.527018	
1910.153589	-1.525588	
1910.155072	-1.501600	
1910.156861	-1.504045	
1910.158349	-1.449715	
1910.160141	-1.392126	
1910.161626	-1.329772	
1910.163404	-1.299394	
1910.164890	-1.230494	
1910.166667	-1.163801	
1910.168168	-1.122926	
1910.169917	-1.067339	
1910.171429	-0.993439	
1910.173155	-0.938175	
1910.174670	-0.877871	
1910.176386	-0.838651	
1910.177925	-0.774689	
1910.179649	-0.734954	
1910.181196	-0.682348	
1910.182904	-0.643310	
1910.184457	-0.644550	
1910.186129	-0.550199	
1910.187693	-0.540547	
1910.189349	-0.474793	
1910.190938	-0.456343	
1910.192581	-0.400168	
1910.194209	-0.396672	
1910.195825	-0.320746	
1910.197451	-0.339731	
1910.198978	-0.281192	
1910.200613	-0.287170	
1910.202104	-0.240296	
1910.203747	-0.197169	
1910.205240	-0.187699	
1910.206864	-0.173749	
1910.208365	-0.158368	
1910.210037	-0.104002	
1910.211524	-0.136672	
1910.213194	-0.102866	
1910.214711	-0.085863	
1910.216371	-0.073919	
1910.217913	-0.097851	
1910.219612	-0.061362	
1910.221157	-0.028008	
1910.222858	-0.027919	
1910.224430	-0.024241	
1910.226121	-0.004523	
1910.227697	0.002269	
1910.229362	0.007711	
1910.230939	0.011268	
1910.232593	0.027309	
1910.234202	-0.000120	
1910.235824	0.069264	
1910.237459	0.041380	
1910.239062	0.059495	
1910.240741	0.023285	
1910.242348	0.051962	
1910.244003	0.020578	
1910.245602	0.057602	
1910.247285	0.053968	
1910.248862	0.084862	
1910.250553	0.045440	
1910.252115	0.116838	
1910.253816	0.050113	
1910.255376	0.088004	
1910.257044	0.079246	
1910.258582	0.088644	
1910.260297	0.066541	
1910.261799	0.111110	
1910.263584	0.068877	
1910.265073	0.112625	
1910.266844	0.081510	
1910.268325	0.096165	
1910.270098	0.081667	
1910.271591	0.107827	
1910.273185	0.101579	
1910.274724	0.109197	
1910.276273	0.056957	
1910.277865	0.112347	
1910.279363	0.089136	
1910.281014	0.081035	
1910.282589	0.072374	
1910.284204	0.095666	
1910.285747	0.106264	
1910.287398	0.077405	
1910.288887	0.092141	
1910.290619	0.067681	
1910.292195	0.102876	
1910.293903	0.065703	
1910.295466	0.105132	
1910.297169	0.098908	
1910.298727	0.073280	
1910.300408	0.078086	
1910.301970	0.088971	
1910.303689	0.094775	
1910.305196	0.094618	
1910.306962	0.090026	
1910.308444	0.119839	
1910.310229	0.096544	
1910.311716	0.087581	
1910.313484	0.099823	
1910.314966	0.100246	
1910.316766	0.095110	
1910.318249	0.074799	
1910.320046	0.089820	
1910.321527	0.103045	
1910.323273	0.057433	
1910.324774	0.062303	
1910.326515	0.071568	
1910.328032	0.148082	
1910.329754	0.094413	
1910.331303	0.110325	
1910.333023	0.102075	
1910.334556	0.086751	
1910.336254	0.086755	
1910.337798	0.098369	
1910.339478	0.090389	
1910.341043	0.086763	
1910.342698	0.118188	
1910.344316	0.092479	
1910.345799	0.106506	
1910.347454	0.039901	
1910.348973	0.133588	
1910.350602	0.103493	
1910.352081	0.094590	
1910.353717	0.095504	
1910.355202	0.061598	
1910.356917	0.155812	
1910.358414	0.067028	
1910.360139	0.125044	
1910.361630	0.097184	
1910.363301	0.095807	
1910.364799	0.068958	
1910.366526	0.104939	
1910.368038	0.108733	
1910.369750	0.089337	
1910.371276	0.102719	
1910.372997	0.079915	
1910.374543	0.134631	
1910.376257	0.099557	
1910.377809	0.039241	
1910.379489	0.088209	
1910.381061	0.093933	
1910.382732	0.087484	
1910.384323	0.082187	
1910.385970	0.083641	
1910.387565	0.074291	
1910.389192	0.100826	
1910.390821	0.090646	
1910.392461	0.103247	
1910.394088	0.057111	
1910.395708	0.103895	
1910.397382	0.069071	
1910.398978	0.081297	
1910.400660	0.064216	
1910.402251	0.081591	
1910.403951	0.083311	
1910.405543	0.111094	
1910.407212	0.081993	
1910.408775	0.094820	
1910.410493	0.078114	
1910.412037	0.131534	
1910.413753	0.082054	
1910.415301	0.092016	
1910.417025	0.084116	
1910.418507	0.107887	
1910.420151	0.118679	
1910.421640	0.081139	
1910.423243	0.124565	
1910.424775	0.106743	
1910.426342	0.068619	
1910.427898	0.075391	
1910.429515	0.075012	
1910.431097	0.073393	
1910.432694	0.066186	
1910.434271	0.068124	
1910.435847	0.078791	
1910.437461	0.076712	
1910.439093	0.100246	
1910.440729	0.082005	
1910.442322	0.071653	
1910.444008	0.090062	
1910.445592	0.102993	
1910.447275	0.052796	
1910.448850	0.056752	
1910.450539	0.085208	
1910.452113	0.093224	
1910.453814	0.052728	
1910.455355	0.107215	
1910.457067	0.087262	
1910.458610	0.086372	
1910.460326	0.063350	
1910.461835	0.086352	
1910.463584	0.047112	
1910.465076	0.093716	
1910.466841	0.065501	
1910.468330	0.047664	
1910.470121	0.083959	
1910.471604	0.121503	
1910.473398	0.076394	
1910.474883	0.060317	
1910.476652	0.081377	
1910.478145	0.119066	
1910.479891	0.087456	
1910.481398	0.076773	
1910.483150	0.071109	
1910.484666	0.063689	
1910.486395	0.070005	
1910.487936	0.093055	
1910.489638	0.086521	
1910.491193	0.066553	
1910.492694	0.063914	
1910.494352	0.066122	
1910.495846	0.072833	
1910.497482	0.070557	
1910.498998	0.073167	
1910.500707	0.077409	
1910.502186	0.089599	
1910.503899	0.054947	
1910.505383	0.147566	
1910.507090	0.083516	
1910.508576	0.053187	
1910.510296	0.067628	
1910.511782	0.101406	
1910.513567	0.062686	
1910.515047	0.106038	
1910.516825	0.061888	
1910.518316	0.106236	
1910.520101	0.060120	
1910.521585	0.100085	
1910.523386	0.085623	
1910.524861	0.072523	
1910.526629	0.065203	
1910.528127	0.087790	
1910.529889	0.091931	
1910.531394	0.092165	
1910.533119	0.074609	
1910.534641	0.044985	
1910.536347	0.068631	
