time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2453.202737	195.127777	2.294656	0.039793	137
2455.293956	195.356155	2.264745	0.040131	139
2457.385129	195.606293	2.231972	0.041216	141
2459.474896	195.995285	2.202003	0.040950	143
2461.563052	196.031021	2.179779	0.039496	145
2463.650118	195.465805	2.141936	0.039711	147
2465.739563	195.276825	2.086753	0.043117	149
2467.834929	196.066223	2.046080	0.045639	151
2469.929225	196.669022	2.023241	0.043315	153
2472.018827	196.443329	2.005218	0.041834	155
2474.106504	196.183594	1.977774	0.041570	157
2476.194388	196.145126	1.940647	0.042723	159
2478.282510	196.384720	1.902309	0.043814	161
2480.372562	196.674667	1.868819	0.044300	163
2482.463294	196.875732	1.838016	0.044014	165
2484.554558	196.880554	1.803286	0.043596	167
2486.646929	196.498383	1.769260	0.042925	169
2488.741049	195.830597	1.736158	0.042799	171
2490.833166	195.246811	1.705220	0.043471	173
2492.921857	195.337662	1.678368	0.045378	175
2495.008718	196.188766	1.658574	0.047148	177
2497.094964	197.237793	1.623395	0.046800	179
2499.181779	197.703522	1.583075	0.045368	181
2501.272983	197.414917	1.547217	0.045012	183
2503.363691	197.055740	1.520656	0.044968	185
2505.453556	196.990295	1.493834	0.045055	187
2507.541960	196.771240	1.464450	0.045103	189
2509.629867	196.497849	1.432954	0.045476	191
2511.722463	196.426971	1.396412	0.046530	193
2513.814061	196.617920	1.367875	0.047452	195
2515.909782	196.922134	1.343883	0.047447	197
2518.003083	196.997910	1.321449	0.046451	199
2520.092829	196.933044	1.299416	0.045243	201
2522.180727	196.830032	1.270545	0.044770	203
2524.267000	196.700897	1.243343	0.045010	205
2526.354537	196.863388	1.215072	0.044932	207
2528.443854	196.885773	1.186825	0.044833	209
2530.534490	196.839172	1.159755	0.044754	211
2532.624949	196.644058	1.134400	0.044188	213
2534.716892	196.378952	1.109270	0.044260	215
2536.810098	196.094269	1.083675	0.044587	217
2538.899992	196.058136	1.059168	0.045075	219
2540.987572	196.275970	1.037375	0.045671	221
2543.074308	196.864197	1.013650	0.046031	223
2545.156508	197.486908	0.986864	0.045899	225
2547.241998	197.864594	0.959458	0.044837	227
2549.329627	197.814377	0.931429	0.043846	229
2551.418329	197.666473	0.908572	0.043302	231
2553.509269	197.467102	0.886871	0.043021	233
2555.599199	197.291962	0.864298	0.042758	235
2557.686248	197.108078	0.842202	0.042736	237
2559.779912	196.974548	0.821763	0.043157	239
2561.877488	197.044769	0.802588	0.043294	241
2563.971747	197.141571	0.783662	0.043133	243
2566.068667	197.322601	0.767564	0.042366	245
2568.156040	197.245834	0.751796	0.041233	247
2570.245266	197.088730	0.733379	0.040424	249
2572.333625	197.005890	0.716421	0.040155	251
2574.427544	196.955719	0.697680	0.039586	253
2576.516727	196.873840	0.680025	0.039162	255
2578.609644	196.774216	0.660982	0.038621	1
2580.695279	196.633026	0.645834	0.038183	3
2582.791204	196.499817	0.631363	0.038079	5
2584.877241	196.476868	0.615554	0.037536	7
2586.969122	196.686539	0.601247	0.037667	9
2589.050811	197.152802	0.585364	0.037498	11
2591.138505	197.695740	0.568051	0.037673	13
2593.212733	198.184036	0.549426	0.036898	15
2595.299033	198.330643	0.533133	0.035933	17
2597.391560	198.165039	0.518877	0.034623	19
2599.477183	198.072021	0.501216	0.034263	21
2601.561384	198.175735	0.483324	0.033854	23
