time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
485.531016	166.086563	0.422646	0.100000	13
486.580390	307.800415	0.407549	-0.100000	15
487.639610	167.316162	0.387985	0.100000	17
488.691066	307.005920	0.375315	-0.100000	19
489.676531	169.057327	0.334940	0.100000	21
490.435297	182.560806	-0.018926	0.100000	23
491.190924	6.842628	-0.322118	-0.100000	25
492.117433	43.733486	0.257118	0.100000	27
493.289466	335.140839	-0.268971	-0.100000	29
494.223215	35.912247	0.234810	0.100000	31
495.395858	315.989227	-0.329701	-0.100000	33
496.315520	21.587894	0.223489	0.100000	35
497.519581	324.469666	-0.257678	-0.100000	37
498.408383	230.719711	-0.328896	-0.100000	39
499.631283	318.536224	-0.318163	-0.100000	41
500.508835	206.773254	-0.217672	-0.100000	43
501.391115	225.315781	-0.372529	-0.100000	45
502.189980	15.584045	-0.232819	-0.100000	47
503.401863	314.350922	0.333138	0.100000	49
504.712780	87.146675	-0.259043	-0.100000	51
505.991980	358.215454	-0.079400	-0.100000	53
507.647301	20.164007	0.299732	0.100000	55
509.176989	164.438065	0.403050	0.100000	57
510.366241	310.541229	0.289830	0.100000	59
511.246840	179.652679	0.266586	0.100000	61
512.454658	314.225708	0.442364	0.100000	63
513.305481	6.141315	-0.253648	-0.100000	65
514.541890	314.397339	0.422668	0.100000	67
