crossing time (s)	slope (V/s)	crossing number
484.978351	-31.362574	268
485.547480	2.070840	269
485.919786	-32.011180	270
486.533164	1.345239	271
487.015773	-20.386727	272
487.692560	2.626929	273
488.013065	-31.004313	274
488.658671	0.589283	275
489.126592	-14.782746	276
489.648888	-0.260546	277
490.122946	-37.830566	278
490.354914	2.212192	279
490.827727	-34.772852	280
491.226380	-15.489707	281
491.793154	0.493767	282
492.192682	-24.750179	283
492.954334	0.909287	284
493.359105	-17.799364	285
493.851540	0.277233	286
494.259188	-18.848834	287
494.964639	0.057344	288
495.444839	-15.669320	289
495.818630	-0.097037	290
496.389495	-22.082358	291
497.112611	1.163777	292
497.521404	-8.491060	293
498.108344	-2.358001	294
498.457536	-20.256472	295
499.218620	1.503558	296
499.644428	-7.612225	297
500.082535	-0.199274	298
500.558221	-18.418905	299
501.109585	-0.636804	300
501.402262	-6.138431	301
501.748231	-9.151225	302
502.200323	0.768062	303
502.634150	-11.216693	304
503.432342	1.567022	305
503.856742	-5.664144	306
504.706713	-9.917283	307
505.559273	-5.377892	308
506.007363	-4.119069	309
506.794389	-13.145885	310
507.658897	-4.105542	311
508.145097	-12.496682	312
509.177562	-7.090581	313
509.608636	-36.751795	314
510.330250	-20.589300	315
510.658078	-11.294578	316
511.246492	-3.098725	317
511.651055	-27.181248	318
512.449113	-15.599490	319
512.723723	-7.472532	320
513.313308	-2.699292	321
513.678783	-17.623543	322
514.520544	-15.626700	323
