crossing time (s)	slope (V/s)	crossing number
1456.155070	128.993670	412
1457.191212	125.286166	413
1458.243624	123.168924	414
1459.264660	126.646853	415
1460.327493	118.689008	416
1461.384934	118.569889	417
1462.411477	120.266848	418
1463.457730	113.490096	419
1464.510233	115.021033	420
1465.551597	110.073178	421
1466.605973	109.394758	422
1467.637764	108.723194	423
1468.683739	103.631256	424
1469.745873	102.148848	425
1470.780345	101.255101	426
1471.831900	95.189042	427
1472.870916	97.316158	428
1473.925547	90.318476	429
1474.981953	91.937680	430
1475.994068	88.350718	431
1477.057377	84.238454	432
1478.103441	84.192615	433
1479.143602	79.973413	434
1480.204218	80.050303	435
1481.223851	77.450523	436
1482.297705	73.201896	437
1483.323328	73.256144	438
1484.380000	69.121295	439
1485.413170	68.287173	440
1486.466397	65.323661	441
1487.506510	64.159754	442
1488.565741	61.068291	443
1489.593894	60.005199	444
1490.644617	58.155453	445
1491.675990	56.249166	446
1492.737785	53.273693	447
1493.772324	53.670605	448
1494.824189	49.678551	449
1495.864446	49.422684	450
1496.918060	46.477295	451
1497.967419	46.660998	452
1498.998917	43.095220	453
1500.046168	43.482658	454
1501.102252	40.381047	455
1502.142605	39.742202	456
1503.180803	37.280283	457
1504.209152	37.249425	458
1505.277532	34.715148	459
1506.309551	34.055287	460
1507.364420	32.102878	461
1508.402234	31.658094	462
1509.453365	29.609496	463
1510.485355	28.983577	464
1511.538459	27.138382	465
1512.577267	25.762446	466
1513.631007	25.283054	467
1514.656094	23.404612	468
1515.715850	23.512656	469
1516.755128	21.527496	470
1517.794569	20.732806	471
1518.854960	20.088918	472
1519.882677	17.907898	473
1520.934175	17.702908	474
1521.969821	16.557579	475
1523.026805	16.019135	476
1524.065686	14.608761	477
1525.091527	14.745846	478
1526.168362	13.013274	479
1527.176384	12.831858	480
1528.246198	12.329400	481
1529.268246	11.911716	482
1530.331919	10.705564	483
1531.340597	10.214549	484
1532.420580	9.878280	485
1533.442567	9.400489	486
1534.517146	8.180187	487
1535.527568	8.290811	488
1536.605931	7.802207	489
1537.607194	7.459820	490
1538.697020	6.575736	491
1539.706971	6.348127	492
1540.779460	6.057702	493
1541.785431	5.720031	494
1542.867046	5.052141	495
1543.860724	5.338276	496
1544.956689	5.107191	497
1545.943796	4.167303	498
1547.056609	4.107432	499
1548.033296	3.909232	500
1549.114563	3.694079	501
1550.104584	3.209823	502
1551.203542	3.371099	503
1552.204193	2.647834	504
1553.285354	2.622975	505
1554.303312	2.815439	506
1555.348339	2.832123	507
1556.392387	2.393172	508
1557.418962	2.073672	509
1558.472606	2.291516	510
1559.515491	2.098880	511
1560.565552	1.758361	512
1561.597108	1.965013	513
1563.689007	1.812539	514
1564.608226	1.381138	515
1565.620763	-0.442096	516
1567.783940	1.033874	517
