crossing time (s)	slope (V/s)	crossing number
7563.373269	-6.871070	7178
7564.400642	-6.345907	7179
7565.438933	-5.629958	7180
7566.483234	-4.772606	7181
7567.549247	-5.417509	7182
7568.577456	-5.052820	7183
7569.646649	-4.906135	7184
7570.676162	-4.206601	7185
7571.751386	-4.147033	7186
7572.789598	-4.182417	7187
7573.847185	-3.350656	7188
7574.871576	-3.249060	7189
7575.947503	-2.765296	7190
7576.957483	-3.094044	7191
7578.019769	-2.562769	7192
7579.030983	-2.730814	7193
7580.108620	-2.280197	7194
7581.144579	-2.405306	7195
