crossing time (s)	slope (V/s)	crossing number
2121.080131	-33.777960	3155
2122.147830	-32.894673	3156
2123.170812	-31.281154	3157
2124.231038	-30.062028	3158
2125.244970	-30.048687	3159
2126.334108	-28.868479	3160
2127.355481	-28.010527	3161
2128.397700	-27.936690	3162
2129.464281	-27.955747	3163
2130.498516	-27.338603	3164
2131.539734	-25.877067	3165
2132.579587	-26.404531	3166
2133.648650	-25.127142	3167
2134.688795	-24.443928	3168
2135.708546	-23.954196	3169
2136.779726	-23.448624	3170
2137.819236	-22.222949	3171
2138.844880	-22.191711	3172
2139.909877	-20.809081	3173
2140.964480	-18.596171	3174
2141.987647	-19.819093	3175
2143.061393	-19.864749	3176
2144.104784	-17.910300	3177
2145.130787	-18.036733	3178
2146.165238	-18.303541	3179
2147.239637	-18.129238	3180
2148.286351	-17.527552	3181
2149.335727	-15.105155	3182
2150.349177	-15.865278	3183
2151.391242	-15.279355	3184
2152.466292	-15.648795	3185
2153.504891	-15.141576	3186
2154.541986	-14.105907	3187
2155.587940	-14.885655	3188
2156.632506	-14.267262	3189
2157.671216	-11.816095	3190
2158.724188	-12.951440	3191
2159.781849	-12.397548	3192
2160.808715	-12.576765	3193
2161.876848	-11.839802	3194
2162.894644	-11.494879	3195
2163.963114	-10.627198	3196
2164.985925	-10.415059	3197
2166.045272	-10.077153	3198
2167.068868	-10.531581	3199
2168.139390	-9.140174	3200
2169.171538	-9.363382	3201
2170.206509	-8.857367	3202
2171.259912	-9.198441	3203
2172.320267	-8.829597	3204
2173.341504	-8.466483	3205
2174.405249	-7.960146	3206
2175.440194	-8.291277	3207
2176.496438	-7.389795	3208
2177.526248	-7.118609	3209
2178.607438	-6.494535	3210
2179.637930	-7.222549	3211
2180.670321	-6.943889	3212
2181.715554	-6.305953	3213
2182.775999	-5.827302	3214
2183.803024	-6.532459	3215
2184.868171	-5.923905	3216
2185.885346	-6.018164	3217
2186.935245	-5.533193	3218
2187.983312	-5.479466	3219
2189.028560	-4.392384	3220
2190.087771	-4.545339	3221
2191.124772	-4.814563	3222
2192.167477	-4.328214	3223
2193.240564	-4.593268	3224
2194.246986	-4.664256	3225
2195.312628	-3.850216	3226
2196.360213	-3.942328	3227
