time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3366.346532	35.665569	1.107283	0.100000	235
3368.429639	36.063976	1.081365	0.100000	237
3370.516189	36.187164	1.055974	0.100000	239
3372.607082	35.931862	1.038986	0.100000	241
3374.698227	35.369320	1.017681	0.100000	243
3376.799132	35.322208	1.000772	0.100000	245
3378.889426	35.542301	0.994753	0.100000	247
3380.972887	35.701412	0.986848	0.100000	249
3383.048014	35.734947	0.959924	0.100000	251
3385.135859	35.689850	0.929999	0.100000	253
3387.229830	35.602783	0.912443	0.100000	255
3389.325902	35.342220	0.900758	0.100000	1
3391.421421	35.126858	0.887854	0.100000	3
3393.509963	34.746590	0.875251	0.100000	5
3395.595333	34.577847	0.860096	0.100000	7
3397.680817	35.168617	0.845085	0.100000	9
3399.769116	36.345592	0.829476	0.100000	11
3401.845655	37.734108	0.810559	0.100000	13
3403.931325	38.365311	0.788231	0.100000	15
3406.026196	37.219898	0.768001	0.100000	17
3408.126227	35.107052	0.758154	0.100000	19
3410.222922	34.021538	0.754481	0.100000	21
3412.309436	34.601757	0.742649	0.100000	23
