crossing time (s)	slope (V/s)	crossing number
3366.335188	-10.578063	4331
3367.406513	-10.559613	4332
3368.435570	-9.851939	4333
3369.498505	-9.570822	4334
3370.525905	-9.844322	4335
3371.565790	-9.347350	4336
3372.603766	-9.011515	4337
3373.672535	-9.955358	4338
3374.707412	-9.510737	4339
3375.746657	-8.623291	4340
3376.782954	-10.099725	4341
3377.814802	-8.522911	4342
3378.894216	-8.171202	4343
3379.913109	-7.508436	4344
3380.970684	-8.988797	4345
3382.009892	-7.135814	4346
3383.054707	-7.839720	4347
3384.120955	-7.477846	4348
3385.132604	-8.036158	4349
3386.196951	-7.735197	4350
3387.233975	-6.668418	4351
3388.278215	-6.253503	4352
3389.326397	-6.805486	4353
3390.366534	-6.419813	4354
3391.417670	-7.395619	4355
3392.444617	-6.492650	4356
3393.503314	-6.101504	4357
3394.549810	-6.209070	4358
3395.601743	-6.070515	4359
3396.630830	-5.126472	4360
3397.689988	-6.252119	4361
3398.706871	-5.065125	4362
3399.740580	-4.106403	4363
3400.801653	-5.124708	4364
3401.843504	-5.688211	4365
3402.897312	-5.467915	4366
3403.926383	-4.245991	4367
3405.000018	-4.231066	4368
3406.021621	-4.222284	4369
3407.072834	-3.820508	4370
3408.124518	-4.916801	4371
3409.146724	-3.955829	4372
3410.209386	-5.148578	4373
3411.249228	-5.939607	4374
3412.291421	-4.976330	4375
3413.333222	-4.369634	4376
