crossing time (s)	slope (V/s)	crossing number
2611.829430	-29.842279	3617
2612.870383	-31.651362	3618
2613.911496	-32.017822	3619
2614.972114	-31.533123	3620
2616.017644	-29.855818	3621
2617.052993	-29.613638	3622
2618.099533	-28.880794	3623
2619.135013	-28.553472	3624
2620.191106	-28.114714	3625
2621.221928	-27.688868	3626
2622.282700	-26.828288	3627
2623.317688	-26.146276	3628
2624.369813	-26.183564	3629
2625.417636	-25.552561	3630
2626.455134	-26.482836	3631
2627.507068	-26.100057	3632
2628.550256	-24.804705	3633
2629.611236	-24.114766	3634
2630.639845	-23.758853	3635
2631.685514	-24.044969	3636
2632.732253	-23.671111	3637
2633.781768	-22.963669	3638
2634.799263	-21.036814	3639
2635.856297	-22.064278	3640
2636.910467	-20.437893	3641
2637.942234	-19.689131	3642
2638.980692	-19.209804	3643
2640.025723	-20.250370	3644
2641.078115	-18.853951	3645
2642.128054	-18.723609	3646
2643.162633	-18.117174	3647
2644.236402	-18.250361	3648
2645.267806	-17.152645	3649
2646.298628	-17.506443	3650
2647.341670	-16.739929	3651
2648.401945	-16.719255	3652
2649.449592	-15.649211	3653
2650.492722	-16.181524	3654
2651.527729	-15.354750	3655
2652.585608	-15.415194	3656
2653.603076	-15.605066	3657
2654.685769	-15.165745	3658
2655.702223	-14.881668	3659
2656.766083	-13.486728	3660
2657.791385	-13.764322	3661
2658.841252	-14.115004	3662
2659.887041	-13.415025	3663
2660.941403	-13.576627	3664
2661.991957	-11.068015	3665
2663.029646	-12.374081	3666
2664.053706	-11.754434	3667
2665.106864	-11.167814	3668
2666.166326	-11.280829	3669
2667.190122	-10.700883	3670
2668.239501	-11.381449	3671
2669.311926	-11.229445	3672
2670.328678	-10.984202	3673
2671.387661	-11.261765	3674
2672.424988	-10.706630	3675
2673.463813	-8.488621	3676
2674.509086	-9.132699	3677
2675.545968	-9.156860	3678
2676.595678	-8.830715	3679
2677.655440	-8.575909	3680
2678.671911	-7.719903	3681
2679.743580	-8.866162	3682
2680.796662	-7.209939	3683
2681.831022	-8.373856	3684
2682.871924	-8.217933	3685
2683.926531	-7.054011	3686
2684.967500	-6.533917	3687
2686.005003	-7.493236	3688
2687.053802	-8.052080	3689
2688.104008	-6.507981	3690
2689.154359	-6.308641	3691
2690.194463	-6.461874	3692
2691.239982	-6.671480	3693
2692.285394	-5.514285	3694
2693.320886	-6.240861	3695
2694.388145	-5.775851	3696
2695.417112	-5.575521	3697
2696.449950	-5.166862	3698
2697.507773	-5.652740	3699
2698.546247	-5.607086	3700
2699.593263	-4.012506	3701
2700.633528	-4.965919	3702
2701.687970	-4.709937	3703
2702.716355	-4.747610	3704
2703.757064	-4.392889	3705
2704.828425	-4.505019	3706
2705.847212	-4.207050	3707
2706.901704	-4.114288	3708
2707.949094	-4.278086	3709
2708.986734	-4.085003	3710
2710.038224	-3.500698	3711
2711.086315	-4.734859	3712
2712.126954	-3.725796	3713
2713.184685	-4.091217	3714
2714.208531	-2.899427	3715
2715.261342	-3.654359	3716
