time (s)	det(V)
4348.385735	0.052772	
4348.387331	0.016138	
4348.388817	0.059809	
4348.390445	0.063620	
4348.391995	0.075214	
4348.393617	0.033154	
4348.395122	0.049279	
4348.396813	0.054984	
4348.398293	0.047785	
4348.399989	0.047809	
4348.401552	0.060265	
4348.403275	0.031917	
4348.404817	0.061658	
4348.406515	0.050158	
4348.408013	0.055443	
4348.409782	0.075709	
4348.411265	0.075383	
4348.413046	0.025303	
4348.414535	0.084084	
4348.416320	0.058412	
4348.417795	0.055878	
4348.419583	0.062480	
4348.421060	0.067455	
4348.422841	0.046923	
4348.424330	0.119223	
4348.426064	0.069159	
4348.427569	0.042649	
4348.429317	0.044043	
4348.430842	0.102054	
4348.432579	0.064700	
4348.434103	0.059439	
4348.435819	0.062931	
4348.437365	0.107364	
4348.439083	0.071367	
4348.440643	0.058126	
4348.442331	0.075749	
4348.443900	0.057924	
4348.445584	0.060506	
4348.447148	0.048937	
4348.448806	0.074066	
4348.450393	0.094566	
4348.452042	0.070912	
4348.453671	0.051378	
4348.455194	0.101990	
4348.456830	0.074239	
4348.458307	0.102087	
4348.459966	0.064627	
4348.461440	0.101531	
4348.463091	0.088362	
4348.464572	0.035668	
4348.466270	0.070174	
4348.467752	0.088370	
4348.469454	0.084882	
4348.470955	0.036687	
4348.472613	0.045263	
4348.474153	0.114256	
4348.475886	0.081756	
4348.477417	0.059439	
4348.479121	0.074755	
4348.480664	0.080680	
4348.482352	0.071999	
4348.483919	0.084342	
4348.485586	0.085917	
4348.487177	0.088157	
4348.488843	0.073115	
4348.490431	0.088237	
4348.492067	0.080338	
4348.493662	0.107050	
4348.495279	0.095855	
4348.496914	0.028654	
4348.498529	0.083162	
4348.500195	0.083693	
4348.501778	0.080962	
4348.503444	0.069985	
4348.505024	0.092886	
4348.506683	0.050061	
4348.508248	0.071467	
4348.509963	0.072555	
4348.511502	0.075254	
4348.513201	0.050693	
4348.514729	0.120887	
4348.516453	0.081196	
4348.517934	0.112339	
4348.519713	0.086719	
4348.521192	0.092995	
4348.522972	0.047745	
4348.524465	0.080829	
4348.526092	0.084785	
4348.527597	0.052333	
4348.529185	0.065554	
4348.530709	0.064514	
4348.532211	0.081985	
4348.533824	0.076076	
4348.535403	0.071794	
4348.536998	0.062903	
4348.538536	0.064176	
4348.540216	0.080749	
4348.541687	0.053473	
4348.543404	0.065518	
4348.544951	0.097084	
4348.546651	0.060333	
4348.548197	0.090388	
4348.549892	0.059225	
4348.551437	0.096697	
4348.553139	0.064075	
4348.554631	0.097780	
4348.556404	0.064813	
4348.557882	0.089965	
4348.559658	0.065485	
4348.561140	0.103984	
4348.562911	0.056933	
4348.564390	0.082964	
4348.566148	0.058605	
4348.567637	0.092769	
4348.569400	0.065030	
4348.570911	0.083963	
4348.572654	0.064925	
4348.574172	0.095980	
4348.575909	0.069663	
4348.577434	0.085091	
4348.579128	0.078022	
4348.580672	0.069792	
4348.582367	0.079226	
4348.583932	0.077764	
4348.585622	0.077413	
4348.587194	0.086421	
4348.588866	0.064692	
4348.590439	0.064966	
4348.592079	0.077727	
4348.593677	0.046907	
4348.595308	0.082747	
4348.596927	0.032836	
4348.598443	0.066778	
4348.600069	0.032356	
4348.601544	0.095464	
4348.603189	0.096266	
4348.604659	0.087456	
4348.606305	0.105446	
4348.607789	0.100673	
4348.609494	0.080773	
4348.610986	0.122559	
4348.612660	0.091528	
4348.614175	0.058383	
4348.615824	0.075939	
4348.617360	0.063701	
4348.619037	0.101579	
4348.620588	0.048965	
4348.622281	0.076644	
4348.623850	0.091593	
4348.625495	0.066227	
4348.627075	0.042355	
4348.628718	0.066279	
4348.630330	0.071443	
4348.631964	0.107174	
4348.633567	0.089631	
4348.635178	0.092954	
4348.636834	0.091396	
4348.638432	0.078916	
4348.640103	0.054109	
4348.641666	0.099110	
4348.643360	0.050718	
4348.644912	0.065546	
4348.646630	0.063806	
4348.648192	0.097869	
4348.649888	0.070291	
4348.651446	0.058875	
4348.653155	0.080890	
4348.654642	0.097365	
4348.656401	0.099227	
4348.657887	0.067495	
4348.659666	0.054786	
4348.661144	0.085136	
4348.662923	0.083355	
4348.664407	0.042028	
4348.666206	0.061360	
4348.667679	0.106812	
4348.669466	0.067499	
4348.670959	0.039213	
4348.672550	0.074601	
4348.674083	0.096677	
4348.675619	0.096475	
4348.677260	0.081627	
4348.678742	0.035849	
4348.680370	0.072346	
4348.681915	0.067500	
4348.683585	0.032872	
4348.685070	0.073985	
4348.686785	0.056921	
4348.688257	0.107694	
4348.689960	0.064797	
4348.691511	0.082010	
4348.693199	0.076575	
4348.694762	0.065232	
4348.696473	0.067350	
4348.697973	0.064506	
4348.699740	0.072511	
4348.701223	0.083992	
4348.703003	0.064019	
4348.704490	0.123316	
4348.706262	0.048111	
4348.707751	0.100020	
4348.709511	0.072402	
4348.710997	0.085454	
4348.712754	0.067987	
4348.714250	0.049465	
4348.715983	0.068067	
4348.717501	0.076986	
4348.719222	0.073647	
4348.720748	0.096580	
4348.722461	0.081611	
4348.724008	0.060152	
4348.725705	0.074525	
4348.727257	0.090964	
4348.728944	0.071423	
4348.730516	0.087170	
4348.732207	0.076700	
4348.733789	0.056897	
4348.735455	0.066480	
4348.737050	0.051068	
4348.738679	0.085019	
4348.740295	0.077498	
4348.741919	0.089873	
4348.743556	0.064966	
4348.745047	0.071056	
4348.746689	0.093514	
4348.748187	0.058702	
4348.749830	0.023591	
4348.751315	0.076080	
4348.753020	0.075194	
4348.754501	0.105897	
4348.756201	0.056756	
4348.757676	0.086147	
4348.759362	0.073325	
4348.760865	0.074879	
4348.762582	0.071906	
4348.764101	0.074110	
4348.765830	0.076970	
4348.767374	0.050379	
4348.769078	0.079399	
4348.770622	0.082574	
4348.772299	0.062520	
4348.773863	0.069695	
4348.775536	0.075431	
4348.777113	0.084378	
4348.778773	0.064817	
4348.780377	0.104782	
4348.782003	0.067725	
4348.783614	0.063076	
4348.785235	0.098735	
4348.786890	0.046234	
4348.788512	0.090445	
4348.790175	0.080346	
4348.791763	0.087238	
4348.793436	0.079089	
4348.795014	0.109684	
4348.796706	0.060949	
4348.798284	0.098135	
4348.799962	0.053956	
4348.801528	0.062029	
4348.803252	0.060510	
4348.804797	0.084636	
4348.806500	0.092221	
4348.808020	0.070062	
4348.809769	0.072043	
4348.811269	0.101088	
4348.813023	0.066521	
4348.814511	0.047664	
4348.816132	0.038061	
4348.817647	0.067516	
4348.819231	0.052683	
